ROI backgr, sum

Spectrum                             Na       Mg       Al       Si        S        K       Ca       Ti        Fe        Sr        Rh
SRM_1831_300s_20x20det_1_13_12    -2094    -2617    -3048    -3173    -3785    -6016    -6599    -9042    -33829    -86413    -39752
SRM_1831_300s_20x20det_1_13_13    -2110    -2624    -3024    -3100    -3627    -5829    -6378    -8883    -33627    -86268    -39361
SRM_1831_300s_20x20det_1_13_14    -2088    -2593    -2989    -3065    -3541    -5730    -6262    -8975    -33334    -86236    -39762
SRM_1831_300s_20x20det_1_13_15    -2102    -2620    -3020    -3079    -3570    -5867    -6471    -8853    -33918    -85986    -39610
SRM_1831_300s_20x20det_1_13_16    -2152    -2684    -3101    -3182    -3746    -5861    -6337    -8662    -33180    -86075    -39578
SRM_1831_300s_20x20det_1_13_17    -2076    -2597    -3004    -3084    -3546    -5863    -6410    -8814    -33564    -86216    -39533
SRM_1831_300s_20x20det_1_13_18    -2083    -2587    -2973    -3037    -3525    -5751    -6280    -8864    -33288    -86297    -39676
SRM_1831_300s_20x20det_1_13_19    -2067    -2579    -2983    -3065    -3548    -5851    -6397    -8836    -32982    -86246    -39138
SRM_1831_300s_20x20det_1_13_2     -2177    -2710    -3119    -3184    -3667    -5762    -6246    -8548    -33061    -85947    -39661
SRM_1831_300s_20x20det_1_13_3     -2128    -2682    -3149    -3304    -3903    -5885    -6337    -8891    -33319    -85600    -39578
SRM_1831_300s_20x20det_1_13_4     -2113    -2646    -3067    -3159    -3701    -5856    -6394    -8931    -33582    -85767    -39750
SRM_1831_300s_20x20det_1_13_5     -2093    -2601    -2996    -3069    -3594    -5802    -6368    -8889    -33511    -85857    -39292
SRM_1831_300s_20x20det_1_13_6     -2117    -2654    -3087    -3194    -3710    -5841    -6352    -8767    -33485    -86117    -39082
SRM_1831_300s_20x20det_1_13_7     -2093    -2635    -3080    -3203    -3710    -5855    -6425    -8753    -32882    -85918    -39801
SRM_1831_300s_20x20det_1_13_8     -2091    -2618    -3048    -3164    -3737    -5842    -6362    -8849    -33218    -85912    -39488
SRM_1831_300s_20x20det_1_13_9     -2132    -2662    -3090    -3195    -3678    -5835    -6365    -8715    -32858    -86142    -39257
SRM_1831_300s_20x20det_1_14_0     -2147    -2680    -3106    -3209    -3734    -5900    -6474    -8878    -33784    -86702    -40909
SRM_1831_300s_20x20det_1_14_1     -2133    -2661    -3079    -3168    -3685    -5632    -6075    -8486    -33262    -86334    -40343
SRM_1831_300s_20x20det_1_14_10    -2108    -2634    -3048    -3132    -3690    -5818    -6324    -8907    -33673    -85546    -39474
SRM_1831_300s_20x20det_1_14_11    -2050    -2561    -2961    -3039    -3602    -5891    -6462    -8851    -33787    -86032    -39495
SRM_1831_300s_20x20det_1_14_12    -2131    -2638    -3009    -3027    -3535    -5777    -6236    -8770    -33591    -86186    -39863
SRM_1831_300s_20x20det_1_14_13    -2139    -2659    -3056    -3107    -3645    -5816    -6267    -8724    -33621    -86396    -39346
SRM_1831_300s_20x20det_1_14_14    -2148    -2681    -3107    -3208    -3748    -5794    -6291    -8870    -33451    -86199    -39715
SRM_1831_300s_20x20det_1_14_15    -2046    -2519    -2855    -2859    -3316    -5661    -6114    -8578    -33564    -85960    -39773
SRM_1831_300s_20x20det_1_14_16    -2069    -2578    -2979    -3067    -3559    -5757    -6248    -8682    -33252    -86247    -39987
SRM_1831_300s_20x20det_1_14_17    -2139    -2675    -3106    -3216    -3767    -5877    -6379    -8788    -33496    -86115    -39326
SRM_1831_300s_20x20det_1_14_18    -2124    -2657    -3093    -3209    -3764    -5830    -6364    -8831    -33032    -86578    -39572
