ROI net sum

Spectrum                                 Na   Mg    Al      Si    S    Cl     K      Ca   Ti     V    Mn    Fe    Ni    Zn   Rb    Sr    Zr    Rh    Cd
SRM_1831_300s_100_repeat_Rh_FE_D2_0_55 9016 9483 13075 1079822 8342 21349 28930 1085460 4274  1300  2461 71378  3768 12163 8095 22818  9844 71864  1684
SRM_1831_300s_100_repeat_Rh_FE_D2_0_56 8761 9387 12717 1079693 8148 21440 29215 1085377 4169  1433  2300 70920  3417 11355 7987 22667  9842 72148  1322
SRM_1831_300s_100_repeat_Rh_FE_D2_0_57 8933 9281 12823 1081138 8220 21587 28826 1087575 4399  1607  2405 70659  2931 11632 8390 23113 10280 71550  1327
SRM_1831_300s_100_repeat_Rh_FE_D2_0_58 8950 9285 12532 1080579 8040 21427 29127 1087159 4376  1757  2244 71402  3196 11323 7879 22697 10345 71536  1370
SRM_1831_300s_100_repeat_Rh_FE_D2_0_59 8982 9289 12833 1080423 8344 21296 29200 1087423 4229  1761  2367 70810  3505 11651 7927 22751 10003 72362  1649
SRM_1831_300s_100_repeat_Rh_FE_D2_0_6  8755 9285 12815 1077303 8061 21375 29139 1086119 4084  1438  1992 70122  3117 11729 8010 22606 10981 72388  1195
SRM_1831_300s_100_repeat_Rh_FE_D2_0_60 8863 9317 12899 1080881 8106 21609 28987 1087345 4442  1846  3021 70833  2953 11781 8050 22739 10461 73029  1904
SRM_1831_300s_100_repeat_Rh_FE_D2_0_61 8879 9286 12586 1079861 8328 21389 29064 1088481 4477  1729  2823 70545  3631 11494 8220 22952 10844 71886  1373
SRM_1831_300s_100_repeat_Rh_FE_D2_0_62 8779 9152 12723 1078856 8277 21668 28946 1087513 4357  1502  2446 70301  3156 11768 8210 23094 10697 71432  1730
SRM_1831_300s_100_repeat_Rh_FE_D2_0_63 8815 9195 12907 1080324 8296 21184 29194 1087063 4390  2072  2868 70963  2949 11401 8088 23494 10769 72184  1731
SRM_1831_300s_100_repeat_Rh_FE_D2_0_64 8836 9487 13022 1078203 8391 21661 28856 1084318 4362  1682  2737 70769  3288 11441 8100 22765 10980 72095  1538
SRM_1831_300s_100_repeat_Rh_FE_D2_0_65 8972 9368 12599 1078646 8439 21756 28956 1088212 4275  1477  2434 71070  2658 11361 7880 22519  9790 72535  1439
SRM_1831_300s_100_repeat_Rh_FE_D2_0_66 8701 9280 12961 1078189 8428 21411 28999 1084783 4575  1742  3219 70949  2940 11515 7707 22783 10676 71661  1625
SRM_1831_300s_100_repeat_Rh_FE_D2_0_67 8934 9223 12669 1082241 8324 21110 29003 1087513 4456  1602  1995 71362  2933 11459 7545 22672  9684 71375  1651
SRM_1831_300s_100_repeat_Rh_FE_D2_0_68 8771 9213 12923 1079056 8367 21327 29494 1086513 4259  1411  1929 70615  3678 11802 7640 22859  9866 72212  1296
SRM_1831_300s_100_repeat_Rh_FE_D2_0_69 8675 9161 12454 1079201 8029 21386 28826 1087262 4496  1478  2737 71077  2905 11468 8034 22902 10462 71977  1530
SRM_1831_300s_100_repeat_Rh_FE_D2_0_7  8796 9347 12755 1078585 8167 20988 29093 1084003 4264  1432  1949 70815  3087 11761 8148 22511 10707 72229  1271
SRM_1831_300s_100_repeat_Rh_FE_D2_0_70 8978 9280 12546 1080772 8019 21318 29021 1086612 4185  1856  2689 71233  2633 11412 7892 23317 10300 71737  1307
SRM_1831_300s_100_repeat_Rh_FE_D2_0_71 8937 9303 12782 1080059 8302 21570 28823 1087041 4577  1627  2810 71344  2954 11304 7972 23027 10553 73350  1393
SRM_1831_300s_100_repeat_Rh_FE_D2_0_72 8927 9404 12967 1079384 8256 21415 29258 1087346 4714  1674  3132 71473  3678 12054 8067 22817  9926 72310  1257
SRM_1831_300s_100_repeat_Rh_FE_D2_0_73 9090 9244 12805 1079083 8370 21332 28897 1086388 4193  1400  2216 70887  3237 11652 7737 22871 10400 72207  1413
SRM_1831_300s_100_repeat_Rh_FE_D2_0_74 8839 9519 12886 1080138 8169 21646 28867 1084819 4448  1794  2640 71164  3222 11250 8077 22973 10377 71751  1425
SRM_1831_300s_100_repeat_Rh_FE_D2_0_75 8821 9160 12747 1078729 8085 21123 28838 1085954 4292  1525  2636 70731  2677 11315 7783 22506 10114 72738  1454
SRM_1831_300s_100_repeat_Rh_FE_D2_0_76 8898 9329 12879 1080545 8135 21212 28513 1086777 4173  1735  2505 70756  3114 11602 7988 22270 10416 72412  1264
SRM_1831_300s_100_repeat_Rh_FE_D2_0_77 8831 9248 12883 1077610 8116 21132 29257 1085326 4072  1737  2966 70551  3644 11176 9325 23365 11406 71887  1478
SRM_1831_300s_100_repeat_Rh_FE_D2_0_78 8751 9207 12796 1077329 8118 21374 28843 1086622 4561  1542  2782 71251  2479 11135 7771 22210 10676 71833  1566
SRM_1831_300s_100_repeat_Rh_FE_D2_0_79 8899 9252 12875 1082095 8322 21415 29153 1087043 4467  1890  2799 71306  2831 11544 7486 22579 10079 72269  1530
SRM_1831_300s_100_repeat_Rh_FE_D2_0_8  8643 9047 12617 1076345 7966 21303 28892 1082899 4539  1732  2368 70800  3007 11157 7870 23163 11365 72054  1384
SRM_1831_300s_100_repeat_Rh_FE_D2_0_80 8805 9473 12847 1080902 8179 21702 28780 1086541 4387  1855  3247 71336  3226 11732 7938 22657 10847 71751  1752
SRM_1831_300s_100_repeat_Rh_FE_D2_0_81 8654 9200 13058 1080478 8325 21377 28864 1085250 4419  1477  2547 71356  3274 11941 7914 22997 10266 72313  1347
SRM_1831_300s_100_repeat_Rh_FE_D2_0_82 8744 9378 12773 1080355 8269 21477 29012 1086941 4478  1977  2601 71370  3284 11472 7888 23137 10015 71892  1637
SRM_1831_300s_100_repeat_Rh_FE_D2_0_83 8822 9254 12732 1078956 8031 21191 29148 1086407 4292  1618  2301 70694  3635 11442 8223 23112 10176 71754  1301
SRM_1831_300s_100_repeat_Rh_FE_D2_0_84 8731 9388 12692 1079128 8290 21690 28743 1084354 4408  1438  2234 70898  3079 11512 8029 23000 10096 72471  1313
SRM_1831_300s_100_repeat_Rh_FE_D2_0_85 8874 9227 12739 1081124 8051 21549 29011 1086547 4215  1409  2655 71243  2884 11510 8504 22675 10180 72157  1539
SRM_1831_300s_100_repeat_Rh_FE_D2_0_86 8805 9216 12909 1079810 8264 21551 28792 1085941 4256  1787  2453 70397  3068 11340 8456 23306 10516 71723  1262
SRM_1831_300s_100_repeat_Rh_FE_D2_0_87 8839 9341 13018 1080641 8207 21370 28922 1086968 4274  1615  2419 70659  3000 11791 7941 22835 10701 72339  1532
SRM_1831_300s_100_repeat_Rh_FE_D2_0_88 8889 9223 12737 1081066 8448 21517 29022 1087571 4468  1587  2570 71556  3200 11359 8499 24038 11156 71655  1552
SRM_1831_300s_100_repeat_Rh_FE_D2_0_89 8904 9249 12643 1079214 8477 21403 29168 1085727 4362  1612  2791 71071  3210 11849 7870 22663 10584 71922  1528
SRM_1831_300s_100_repeat_Rh_FE_D2_0_9  8770 9231 12996 1075279 8123 21302 28844 1082331 4344  1621  2438 70119  2813 11359 7817 22941 10983 72075  1577
SRM_1831_300s_100_repeat_Rh_FE_D2_0_90 8802 9329 12727 1079740 8081 21160 28878 1086501 4321  1630  2610 71139  2436 11209 8346 23122 10260 73220  1668
SRM_1831_300s_100_repeat_Rh_FE_D2_0_91 9070 9240 12938 1081302 8123 21406 28949 1085756 4325  1432  2576 70657  2694 10861 7966 22857 10376 72061  1480
SRM_1831_300s_100_repeat_Rh_FE_D2_0_92 8707 9433 12946 1080518 8222 21543 28808 1084674 4258  1785  2601 70898  2619 11432 8119 22418 10413 71769  1471
SRM_1831_300s_100_repeat_Rh_FE_D2_0_93 8802 9139 12633 1073560 7993 21091 28861 1081254 4403  1643  2361 70384  2899 11400 8410 22910 10255 71597  1569
SRM_1831_300s_100_repeat_Rh_FE_D2_0_94 8882 9041 12531 1080651 8020 21418 28805 1085686 4523  1943  2661 70812  3622 11612 8181 22847 10448 71923  1408
SRM_1831_300s_100_repeat_Rh_FE_D2_0_95 8609 9256 12670 1079974 8176 21546 28927 1085464 4341  1747  2631 70993  3259 11695 8463 22256  9640 71980  1868
SRM_1831_300s_100_repeat_Rh_FE_D2_0_96 8840 9321 12800 1079651 8278 21428 28822 1086571 4004  1615  2563 71391  2930 11808 7883 22621 10341 71900  1583
SRM_1831_300s_100_repeat_Rh_FE_D2_0_97 8767 9170 12729 1077469 8034 21188 29148 1087719 4282  1498  2864 70931  3136 11807 7886 22586  9715 71783  1363
SRM_1831_300s_100_repeat_Rh_FE_D2_0_98 8854 9177 12398 1078593 8245 21281 28562 1083282 4173  1693  2948 71057  3013 11538 8203 23229  9896 72111  1459
SRM_1831_300s_100_repeat_Rh_FE_D2_0_99 8796 9232 12886 1077634 8428 21399 28952 1084248 4130  1928  2605 70609  2403 11878 8174 22379 10768 71767  1215


Mean value:                            8656 9097 12380 1052619 8141 20698 28230 1058409 4183  1583  2485 69268  3163 11372 7779 22330 10184 70760  1501
Std. Abw.:                              202  210   444   26607  153   713   741   27458  189   172   278  1782   355   338  410   605   479  1350   161
Std. Abw. rel. [%]:                    2.33 2.31  3.59    2.53 1.88  3.45  2.63    2.59 4.51 10.88 11.18  2.57 11.22  2.97 5.27  2.71  4.71  1.91 10.73
Conf. interval:                          14   15    31    1881   11    50    52    1942   13    12    20   126    25    24   29    43    34    95    11
