Mass percent (%)

Spectrum                                  Na   Mg   Al    Si    S    K    Ca   Ti   Fe   Sr   Rh
SRM_1831_300s_100_repeat_Rh_FE_D1_0_3  14.26 4.18 1.64 63.20 0.22 0.72 15.53 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_30 14.55 4.34 1.66 62.89 0.22 0.73 15.37 0.04 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_31 14.41 4.26 1.65 63.02 0.22 0.72 15.47 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_32 14.43 4.11 1.65 63.12 0.23 0.73 15.48 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_33 14.26 4.14 1.66 63.19 0.22 0.72 15.55 0.03 0.19 0.04 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_34 14.54 4.36 1.61 62.90 0.22 0.71 15.40 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_35 14.36 4.07 1.66 63.21 0.22 0.72 15.51 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_36 14.35 4.26 1.69 63.02 0.22 0.73 15.47 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_37 14.80 4.24 1.62 62.81 0.22 0.72 15.34 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_38 14.25 4.22 1.66 63.14 0.22 0.72 15.54 0.03 0.18 0.04 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_39 14.34 4.20 1.63 63.13 0.22 0.72 15.52 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_4  14.41 4.13 1.66 63.13 0.22 0.73 15.47 0.04 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_40 14.29 4.30 1.64 63.11 0.23 0.72 15.45 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_41 14.63 4.15 1.62 63.00 0.22 0.72 15.41 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_42 14.12 4.17 1.65 63.26 0.22 0.73 15.58 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_43 14.29 4.13 1.66 63.16 0.23 0.73 15.54 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_44 14.46 4.15 1.66 63.08 0.22 0.72 15.46 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_45 14.71 4.13 1.61 62.94 0.23 0.72 15.40 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_46 14.80 4.21 1.67 62.77 0.23 0.72 15.35 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_47 14.59 4.14 1.64 63.04 0.21 0.73 15.40 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_48 14.34 4.19 1.63 63.15 0.22 0.72 15.49 0.03 0.18 0.04 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_49 14.19 4.18 1.63 63.23 0.22 0.73 15.57 0.03 0.19 0.04 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_5  14.19 4.15 1.67 63.25 0.21 0.73 15.55 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_50 14.99 4.28 1.67 62.66 0.22 0.71 15.21 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_51 14.32 4.11 1.66 63.17 0.22 0.74 15.53 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_52 14.28 4.19 1.64 63.19 0.21 0.73 15.50 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_53 14.56 4.20 1.65 62.97 0.22 0.72 15.43 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_54 14.39 4.16 1.66 63.10 0.22 0.73 15.49 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_55 14.36 4.30 1.65 63.03 0.22 0.73 15.46 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_56 14.59 4.17 1.62 63.00 0.22 0.72 15.42 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_57 14.84 4.28 1.69 62.78 0.22 0.71 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_58 14.63 4.23 1.69 62.87 0.22 0.72 15.38 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_59 14.76 4.23 1.62 62.84 0.22 0.73 15.36 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_6  14.52 4.34 1.68 62.92 0.21 0.72 15.36 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_60 14.66 4.26 1.67 62.85 0.22 0.72 15.38 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_61 14.33 4.27 1.63 63.05 0.22 0.74 15.51 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_62 14.43 4.13 1.66 63.06 0.23 0.74 15.50 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_63 14.39 4.25 1.64 63.09 0.22 0.73 15.44 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_64 14.70 4.14 1.68 62.89 0.23 0.73 15.38 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_65 14.58 4.19 1.64 62.99 0.22 0.72 15.40 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_66 14.29 4.24 1.68 63.12 0.22 0.73 15.46 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_67 14.59 4.10 1.64 63.02 0.23 0.72 15.44 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_68 14.24 4.18 1.68 63.18 0.23 0.73 15.51 0.04 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_69 14.66 4.20 1.65 62.92 0.22 0.72 15.38 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_7  14.15 4.22 1.66 63.22 0.22 0.73 15.55 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_70 14.39 4.21 1.63 63.11 0.23 0.73 15.46 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_71 14.42 4.24 1.64 63.04 0.22 0.72 15.46 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_72 14.27 4.19 1.64 63.19 0.22 0.72 15.50 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_73 14.26 4.20 1.62 63.21 0.21 0.72 15.53 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_74 14.17 4.15 1.64 63.27 0.22 0.73 15.57 0.03 0.19 0.04 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_75 14.36 4.17 1.68 63.08 0.22 0.72 15.51 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_76 14.38 4.15 1.67 63.10 0.22 0.73 15.49 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_77 14.50 4.16 1.63 63.06 0.23 0.73 15.45 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_78 14.60 4.30 1.67 62.90 0.22 0.72 15.34 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_79 14.45 4.12 1.62 63.14 0.22 0.72 15.48 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_8  14.21 4.21 1.64 63.19 0.22 0.72 15.55 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_80 14.68 4.13 1.62 62.94 0.22 0.74 15.42 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_81 14.48 4.10 1.67 63.09 0.21 0.72 15.47 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_82 14.41 4.29 1.64 63.06 0.22 0.73 15.40 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_83 14.30 4.23 1.67 63.13 0.22 0.72 15.48 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_84 14.12 4.22 1.67 63.25 0.23 0.73 15.53 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_85 14.61 4.22 1.64 62.97 0.21 0.72 15.37 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_86 14.43 4.19 1.62 63.12 0.22 0.73 15.44 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_87 14.37 4.31 1.64 63.03 0.23 0.72 15.45 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_88 14.53 4.33 1.68 62.90 0.22 0.71 15.38 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_89 14.65 4.18 1.68 62.95 0.21 0.71 15.36 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_9  14.44 4.15 1.66 63.07 0.22 0.72 15.49 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_90 14.34 4.24 1.64 63.09 0.22 0.73 15.48 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_91 14.39 4.19 1.66 63.07 0.22 0.74 15.48 0.03 0.19 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_92 14.44 4.10 1.67 63.11 0.22 0.73 15.49 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_93 14.47 4.08 1.65 63.11 0.23 0.72 15.49 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_94 14.15 4.19 1.64 63.27 0.23 0.72 15.53 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_95 14.40 4.09 1.67 63.14 0.22 0.73 15.50 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_96 14.37 4.28 1.61 63.07 0.22 0.73 15.47 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_97 14.41 4.32 1.66 62.99 0.23 0.73 15.40 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_98 14.14 4.22 1.67 63.25 0.22 0.73 15.52 0.03 0.18 0.03 0.00
SRM_1831_300s_100_repeat_Rh_FE_D1_0_99 14.63 4.11 1.67 63.00 0.22 0.72 15.41 0.03 0.18 0.03 0.00
------------------------------------------------------------------------------------------------
Mean value:                            14.42 4.20 1.65 63.07 0.22 0.72 15.46 0.03 0.18 0.03 0.00
Std. Abw.:                              0.21 0.07 0.02  0.15 0.00 0.01  0.08 0.00 0.00 0.00 0.00
Std. Abw. rel. [%]:                     1.48 1.62 1.24  0.23 2.26 0.89  0.53 3.24 0.82 1.78 0.00
Conf. interval:                         0.02 0.01 0.00  0.01 0.00 0.00  0.01 0.00 0.00 0.00 0.00
