ROI sum

Spectrum                                  Na    Mg    Al      Si     S     K      Ca    Ti     V    Fe    Zn    Sr    Zr     Rh
SRM_1831_300s_100_repeat_Rh_FE_D2_0_85 10407 11146 14973 1083444 10789 33366 1091233 10313 12054 95861 62176 82228 58209  99590
SRM_1831_300s_100_repeat_Rh_FE_D2_0_86 10344 11130 15112 1082056 10860 33094 1090620 10413 12124 95346 61768 82206 58497  99068
SRM_1831_300s_100_repeat_Rh_FE_D2_0_87 10349 11225 15194 1082871 10880 33233 1091560 10445 12241 95624 62248 82213 58443  99676
SRM_1831_300s_100_repeat_Rh_FE_D2_0_88 10432 11147 14961 1083351 11163 33310 1092162 10660 12233 96135 61706 83196 58881  99150
SRM_1831_300s_100_repeat_Rh_FE_D2_0_89 10446 11167 14850 1081462 11157 33505 1090394 10656 12176 95749 62060 82265 58466  99670
SRM_1831_300s_100_repeat_Rh_FE_D2_0_9  10336 11185 15257 1077604 10833 33147 1087024 10686 12131 95104 61724 82456 58781  99666
SRM_1831_300s_100_repeat_Rh_FE_D2_0_90 10403 11337 15074 1082187 10958 33242 1091206 10645 12081 95702 61919 82663 58212 100551
SRM_1831_300s_100_repeat_Rh_FE_D2_0_91 10628 11186 15194 1083630 10887 33278 1090412 10602 12197 95554 61435 82559 58631  99597
SRM_1831_300s_100_repeat_Rh_FE_D2_0_92 10242 11349 15161 1082793 10884 33069 1089248 10392 12359 95632 61774 82147 58597  99329
SRM_1831_300s_100_repeat_Rh_FE_D2_0_93 10367 11107 14940 1075974 10863 33108 1085780 10645 12198 95026 61743 81756 57942  98966
SRM_1831_300s_100_repeat_Rh_FE_D2_0_94 10491 11067 14900 1083118 10885 33185 1090394 10611 12145 95634 61951 82315 58277  99457
SRM_1831_300s_100_repeat_Rh_FE_D2_0_95 10210 11264 15007 1082391 10980 33165 1090023 10558 12310 95678 61928 82070 58074  99513
SRM_1831_300s_100_repeat_Rh_FE_D2_0_96 10398 11267 15054 1081972 10992 33153 1091247 10281 12265 96102 62326 82465 58428  99082
SRM_1831_300s_100_repeat_Rh_FE_D2_0_97 10295 11087 14966 1079792 10773 33424 1092286 10538 12046 95262 62097 82195 58057  98862
SRM_1831_300s_100_repeat_Rh_FE_D2_0_98 10410 11118 14637 1080878 10961 32826 1087827 10374 12240 95430 61821 82738 58179  98972
SRM_1831_300s_100_repeat_Rh_FE_D2_0_99 10369 11200 15172 1079994 11162 33160 1088758 10365 12425 95440 62380 81754 58490  99317


Mean value:                            10142 10949 14519 1054813 10709 32332 1062844 10198 11856 93385 60715 81359 57052  97686
Std. Abw.:                               259   288   543   26722   242   948   27666   334   383  2347  1261  1067  1437   1829
Std. Abw. rel. [%]:                     2.55  2.63  3.74    2.53  2.26  2.93    2.60  3.27  3.23  2.51  2.08  1.31  2.52   1.87
Conf. interval:                           18    20    38    1890    17    67    1956    24    27   166    89    75   102    129
