Net counts

Spectrum                                 Na   Mg    Al      Si    S     K      Ca   Ti    Fe    Sr    Rh
SRM_1831_300s_100_repeat_Rh_FE_D1_0_78 6744 7637 10292 1120700 6422 30455 1256111 4350 81996 24549 84506
SRM_1831_300s_100_repeat_Rh_FE_D1_0_79 6633 7283 10031 1123995 6387 30161 1259819 4652 81983 24176 84780
SRM_1831_300s_100_repeat_Rh_FE_D1_0_8  6483 7434 10109 1119953 6432 30034 1258578 4544 80928 24009 85268
SRM_1831_300s_100_repeat_Rh_FE_D1_0_80 6773 7312 10006 1122918 6363 30977 1261882 4578 81394 24694 85562
SRM_1831_300s_100_repeat_Rh_FE_D1_0_81 6667 7266 10326 1125715 6213 30428 1263374 4673 81480 24595 85703
SRM_1831_300s_100_repeat_Rh_FE_D1_0_82 6647 7638 10148 1125301 6387 30679 1259140 4344 81199 24187 85668
SRM_1831_300s_100_repeat_Rh_FE_D1_0_83 6563 7508 10289 1122627 6379 30073 1259365 4516 81662 23869 85601
SRM_1831_300s_100_repeat_Rh_FE_D1_0_84 6458 7491 10316 1124093 6622 30241 1259677 4534 82216 24803 85361
SRM_1831_300s_100_repeat_Rh_FE_D1_0_85 6747 7493 10139 1122899 6226 30216 1257993 4560 81599 24689 84216
SRM_1831_300s_100_repeat_Rh_FE_D1_0_86 6635 7431  9986 1124684 6448 30619 1258673 4319 81120 24450 84092
SRM_1831_300s_100_repeat_Rh_FE_D1_0_87 6620 7664 10115 1123231 6708 30184 1261637 4376 81293 24329 85905
SRM_1831_300s_100_repeat_Rh_FE_D1_0_88 6717 7698 10408 1121837 6513 29847 1261607 4430 81932 24279 85394
SRM_1831_300s_100_repeat_Rh_FE_D1_0_89 6784 7431 10437 1124840 6250 29928 1261082 4341 81683 24637 86147
SRM_1831_300s_100_repeat_Rh_FE_D1_0_9  6615 7332 10203 1120172 6481 29983 1259612 4380 81247 24708 85828
SRM_1831_300s_100_repeat_Rh_FE_D1_0_90 6586 7528 10148 1122765 6546 30400 1260810 4380 81053 24381 85143
SRM_1831_300s_100_repeat_Rh_FE_D1_0_91 6610 7418 10266 1122524 6473 30888 1260845 4221 82035 24492 85754
SRM_1831_300s_100_repeat_Rh_FE_D1_0_92 6624 7245 10293 1122928 6427 30455 1260871 4049 80743 24334 85322
SRM_1831_300s_100_repeat_Rh_FE_D1_0_93 6635 7203 10191 1122608 6721 30159 1260109 4569 80949 24169 85309
SRM_1831_300s_100_repeat_Rh_FE_D1_0_94 6461 7418 10122 1123064 6637 30170 1257517 4633 81225 24089 85147
