Net counts

Spectrum                                 Na   Mg    Al      Si    S    Cl      K      Ca   Ti     V    Mn    Fe    Ni    Zn   Rb    Sr   Zr    Rh    Cd
SRM_1831_300s_100_repeat_Rh_FE_D2_0_61 7106 8090 11132 1190797 6724  1174 168616 1336368 4790   421  2286 86213  1947 10491 5177 25111 7918 89424     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_62 6788 7784 11246 1189957 6700  1379 165275 1335625 4922   264  1986 86280  1761 10412 4898 25358 7882 88135     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_63 6952 7833 11329 1191009 6616   932 175347 1333431 4745   766  2080 86438  1643 10663 5017 25965 8116 89995     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_64 6954 8208 11530 1188535 6845  1190 166037 1328984 4740   412  1617 86860  2337 10711 5437 25080 8170 89249     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_65 7117 8044 11085 1189548 6857  1663 173730 1335092 4885   150  1843 86979  1421 10395 4549 24845 7009 89994     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_66 6825 8031 11581 1188782 6764  1182 168265 1331584 4784   445  2217 86610  1487 10530 4933 25142 7800 89013     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_67 6984 7949 11088 1193115 6553  1133 170576 1335285 5018   253  1512 87558  1538 10562 4526 25180 7203 88667     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_68 7009 8073 11386 1190018 6720  1177 172785 1334748 4705   189  1244 86546  1783 10611 4605 25337 7036 89138     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_69 6871 7976 11026 1189867 6468   866 168317 1334219 4580    64  1858 86445  1705 10466 5328 25447 7926 89415     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_7  7000 8256 11470 1189114 6638  1121 164649 1330288 4698   323  1169 86646  1364 11035 5292 24762 7999 89541     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_70 7030 7927 11111 1192363 6649  1415 169296 1332991 4477   570  1886 87162  1018 10256 5089 25735 7424 89040     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_71 7063 7961 11404 1190544 6697  1284 169628 1334308 4991   132  1980 87252  1621 10510 5055 25485 7736 90798     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_72 7139 8107 11516 1190883 6798  1335 169604 1334693 5118   207  2108 87624  2087 10832 5148 25205 7469 89753     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_73 7429 8086 11429 1190191 6784  1149 168792 1333149 4425   128  1453 86856  1613 10953 4601 25216 7891 89385     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_74 6995 8258 11444 1190953 6684  1354 167521 1331707 4804   564  1758 87196  1458 10768 5096 25799 7540 89353     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_75 7114 7954 11322 1189549 6473   990 170225 1332251 4745   285  1958 86800   893 10448 4609 25096 7736 90209     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_76 6977 8053 11524 1191619 6499   972 168889 1333858 4586   520  1589 86298  1813 10645 4891 24616 8040 89935     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_77 6971 7990 11342 1187663 6591  1272 171146 1333706 4488   434  2021 86449  1912 10480 6284 25438 8268 89136     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_78 6969 8002 11338 1188121 6589  1299 167345 1334997 5044   180  1849 87093  1224 10605 5144 24456 8020 89500     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_79 6986 7851 11284 1192792 6791  1180 169954 1335355 5112   394  1721 86908  1217 10428 4097 24908 7065 89725     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_8  6877 7835 11143 1187258 6404  1174 172055 1329322 4924   421  1566 86642  1211 10321 4659 25191 8158 89640     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_80 7062 8344 11402 1192043 6566  1321 172770 1334580 4766   611  2102 87411  1748 10536 4897 24713 7851 89070     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_81 6836 7908 11645 1190716 6655  1284 170214 1331632 4810   339  2153 87736  1497 10897 5181 25650 7577 89772     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_82 6784 8116 11260 1191635 6825  1405 171964 1335448 4792   420  1739 87252  1383  9983 4953 25212 6890 89165     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_83 6998 8064 11307 1188742 6424  1145 169107 1332984 4764   243  1261 86545  1773 10303 5245 25558 7451 89297     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_84 6978 8173 11344 1189350 6804  1294 168191 1331758 4794    88  1642 86742  1263 10246 5289 25482 7438 89885     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_85 7108 7997 11396 1192162 6572  1325 164706 1334005 4358   182  1657 86804  1161 10510 5852 25449 7612 89709     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_86 6923 7927 11470 1190921 6592  1432 165127 1333157 4759   391  1758 86477  1637 10296 4725 24748 7568 89351     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_87 6923 8019 11454 1192024 6649  1323 170864 1334629 4795   355  1867 86499  1842 10743 5079 25048 7928 90028     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_88 6967 7976 11342 1191542 6863  1130 168434 1334876 4896   283  1846 87698  1783 10481 5627 26479 8344 89386     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_89 7099 7985 11126 1189925 6920  1453 168402 1331748 4844   243  1598 86999  1596 10906 4669 24680 7872 89403     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_9  6978 8054 11518 1186579 6731   904 172038 1329325 4770   165  1699 86107  1720 10454 4753 25184 8017 89614     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_90 6894 8004 11255 1191160 6701  1069 172374 1333797 4875   431  1909 87201  1060 10242 5169 25614 7741 90711     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_91 7180 7956 11488 1192111 6638  1296 166263 1332790 4813   203  1765 86805  1661 10175 4950 25463 7738 89423     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_92 6875 8147 11572 1191216 6751  1090 171595 1331541 4602   368  1635 86613  1196 10323 4896 24670 7828 89220     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_93 7046 8048 11200 1184621 6487  1252 167795 1327282 4848   208  1516 86105   856 10396 5132 25081 8053 88948     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_94 7107 7847 11222 1191122 6417  1338 170821 1333181 4844   174  1816 86799  1810 10547 5216 25494 7513 89395     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_95 6759 8008 11257 1190056 6652  1670 165965 1331866 4770   363  1859 87027  1807 10689 5970 24790 6860 89478     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_96 7057 8113 11440 1190238 6708  1290 173811 1334427 4400   324  1787 87485   818 10640 5225 25393 7736 89326     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_97 6959 7938 11297 1187735 6497   882 168450 1336029 4723    96  1709 86220  1213 11032 4669 25246 7374 88807     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_98 7002 7988 10868 1188850 6675  1235 170400 1330385 4570   333  1863 86310  1428 10764 5464 25668 7910 89251     0
SRM_1831_300s_100_repeat_Rh_FE_D2_0_99 7006 8044 11615 1188353 6889  1131 169206 1331179 4672   569  1628 86311   616 11219 5206 24636 8097 89180     0
-------------------------------------------------------------------------------------------------------------------------------------------------------
Mean value:                            6863 7866 10936 1156351 6664   627  98079 1295291 4571   291  1648 84422  1504 10371 4801 24457 7556 88136     0
Std. Abw.:                              169  201   442   33597  142   617  71996   37725  217   151   238  2476   348   390  423   834  449  1461     0
Std. Abw. rel. [%]:                    2.46 2.56  4.04    2.91 2.12 98.43  73.41    2.91 4.74 52.00 14.43  2.93 23.16  3.76 8.81  3.41 5.95  1.66 0.00%
Conf. interval:                          12   14    31    2376   10    44   5091    2668   15    11    17   175    25    28   30    59   32   103     0
