ROI sum

Spectrum                                  Na    Mg    Al      Si     S    Cl     K      Ca    Ti     V    Mn    Fe    Ni    Zn    Rb    Sr    Zr     Rh    Cd
SRM_1831_300s_100_repeat_Rh_FE_D2_0_55 10547 11386 15268 1082065 11019 24733 33255 1090107 10643 12056 21832 95938 40122 62330 73722 82417 58403  99482  9800
SRM_1831_300s_100_repeat_Rh_FE_D2_0_56 10311 11327 14972 1082027 10908 24899 33622 1090120 10395 12128 21666 95644 39998 61454 73500 82191 58151  99659  9717
SRM_1831_300s_100_repeat_Rh_FE_D2_0_57 10487 11214 15045 1083401 10885 24960 33170 1092266 10740 12347 21694 95233 40015 62249 73979 82651 58183  99359  9766
SRM_1831_300s_100_repeat_Rh_FE_D2_0_58 10530 11270 14852 1082999 10939 24967 33504 1091812 10486 12297 21599 96224 38429 61730 73364 82228 58616  99341  9680
SRM_1831_300s_100_repeat_Rh_FE_D2_0_59 10528 11223 15078 1082740 11094 24704 33504 1092081 10579 12322 21883 95730 40396 62015 73533 82383 58041  99990  9787
SRM_1831_300s_100_repeat_Rh_FE_D2_0_6  10317 11240 15084 1079640 10780 24789 33510 1090839 10497 12137 21570 95183 40103 62088 73741 82216 58671 100048  9776
SRM_1831_300s_100_repeat_Rh_FE_D2_0_60 10390 11235 15143 1083221 10842 24986 33226 1091862 10585 12310 22081 95652 39940 62025 73814 82526 58291  99968  9960
SRM_1831_300s_100_repeat_Rh_FE_D2_0_61 10448 11243 14851 1082191 11045 24788 33350 1093054 10600 12233 22123 95406 40012 61673 73797 82400 58540  99295  9542
SRM_1831_300s_100_repeat_Rh_FE_D2_0_62 10350 11108 14976 1081153 10923 24988 33190 1092099 10632 12114 22027 95204 39842 61947 73877 82708 58628  98654  9878
SRM_1831_300s_100_repeat_Rh_FE_D2_0_63 10379 11152 15176 1082657 10998 24586 33572 1091793 10517 12522 22029 95731 39868 61810 73632 82873 58533  99406  9768
SRM_1831_300s_100_repeat_Rh_FE_D2_0_64 10354 11370 15184 1080406 10984 24979 33196 1089015 10505 12265 21903 95720 40636 62002 73672 82159 58272  99375  9817
SRM_1831_300s_100_repeat_Rh_FE_D2_0_65 10516 11296 14829 1080936 11115 25120 33241 1092801 10651 12093 21883 96000 38448 61972 73606 82283 58047  99771  9800
SRM_1831_300s_100_repeat_Rh_FE_D2_0_66 10254 11209 15171 1080424 11059 24746 33251 1089336 10572 12143 22012 95474 40171 62087 73380 82298 58637  99180 10082
SRM_1831_300s_100_repeat_Rh_FE_D2_0_67 10505 11174 14910 1084517 10979 24488 33365 1092208 10672 12301 21632 96396 40106 61896 73330 82513 58188  99120  9900
SRM_1831_300s_100_repeat_Rh_FE_D2_0_68 10290 11096 15076 1081231 10917 24597 33666 1090935 10522 12158 21514 95402 40269 62052 73536 82684 57942  99410  9649
SRM_1831_300s_100_repeat_Rh_FE_D2_0_69 10259 11145 14763 1081591 10822 24840 33190 1091951 10504 12019 21991 95386 39916 61845 73337 82276 58364  99193  9776
SRM_1831_300s_100_repeat_Rh_FE_D2_0_7  10341 11273 14983 1080874 10871 24395 33492 1088781 10594 12211 21479 95770 39720 62145 73710 82016 58319  99554  9757
SRM_1831_300s_100_repeat_Rh_FE_D2_0_70 10537 11240 14841 1083172 10882 24779 33245 1091116 10177 12310 21769 95780 39488 61742 73343 82815 58242  99476  9616
SRM_1831_300s_100_repeat_Rh_FE_D2_0_71 10488 11245 15038 1082392 11022 24963 33129 1091651 10634 11967 21939 96092 40017 61768 73709 82671 58492 100436  9804
SRM_1831_300s_100_repeat_Rh_FE_D2_0_72 10456 11315 15185 1081668 10984 24824 33598 1092044 10739 12099 22157 96180 40155 62291 73912 82620 58191  99085  9630
SRM_1831_300s_100_repeat_Rh_FE_D2_0_73 10640 11185 15066 1081430 11111 24723 33187 1091025 10462 12179 21754 95738 40039 62254 73469 82483 58489  99597  9733
SRM_1831_300s_100_repeat_Rh_FE_D2_0_74 10350 11407 15078 1082400 10875 25046 33229 1089546 10642 12383 21821 95591 40232 61924 73718 82569 58541  99557  9679
SRM_1831_300s_100_repeat_Rh_FE_D2_0_75 10335 11046 14923 1080954 10752 24489 33161 1090560 10402 12049 21817 95416 39869 61923 73551 82270 58272  99729  9769
SRM_1831_300s_100_repeat_Rh_FE_D2_0_76 10439 11258 15124 1082873 10943 24695 32912 1091498 10377 12347 21938 95609 40214 61987 73585 81913 58554 100053  9760
SRM_1831_300s_100_repeat_Rh_FE_D2_0_77 10379 11190 15152 1079977 10954 24637 33622 1089999 10280 12266 22062 95160 40099 61459 74570 82482 58595  99491  9803
SRM_1831_300s_100_repeat_Rh_FE_D2_0_78 10312 11161 15068 1079679 10896 24808 33167 1091259 10792 12141 21847 95924 39748 61689 73596 82049 58800  99501  9812
SRM_1831_300s_100_repeat_Rh_FE_D2_0_79 10388 11109 15022 1084297 10952 24735 33359 1091503 10647 12426 21833 95927 39773 61922 73185 82261 58319 100178  9838
SRM_1831_300s_100_repeat_Rh_FE_D2_0_8  10218 11025 14928 1078754 10818 24769 33116 1087384 10633 12338 21767 95431 39895 61565 73162 82366 58872  99484  9834
SRM_1831_300s_100_repeat_Rh_FE_D2_0_80 10368 11420 15096 1083210 10911 25101 33093 1091179 10419 12284 22148 95844 40089 62201 73651 82141 58615  99573  9854
SRM_1831_300s_100_repeat_Rh_FE_D2_0_81 10200 11113 15241 1082676 10924 24712 33231 1090007 10551 12113 21973 95960 40043 62311 73609 82641 58299  99425  9749
SRM_1831_300s_100_repeat_Rh_FE_D2_0_82 10297 11317 15021 1082674 11018 24893 33336 1091635 10547 12254 22008 96140 39912 61866 73607 82736 57947  99614  9849
SRM_1831_300s_100_repeat_Rh_FE_D2_0_83 10371 11200 15006 1081325 10864 24646 33414 1090982 10575 12235 21635 95463 40094 61606 73762 82627 58260  99369  9710
SRM_1831_300s_100_repeat_Rh_FE_D2_0_84 10241 11276 14886 1081399 10991 25073 33082 1089058 10463 12001 21718 95697 40105 62038 73627 82647 58271  99608  9733
SRM_1831_300s_100_repeat_Rh_FE_D2_0_85 10407 11146 14973 1083444 10789 24966 33366 1091233 10313 12054 21906 95861 40144 62176 74125 82228 58209  99590  9717
SRM_1831_300s_100_repeat_Rh_FE_D2_0_86 10344 11130 15112 1082056 10860 24846 33094 1090620 10413 12124 21739 95346 40082 61768 73761 82206 58497  99068  9736
SRM_1831_300s_100_repeat_Rh_FE_D2_0_87 10349 11225 15194 1082871 10880 24742 33233 1091560 10445 12241 21894 95624 40168 62248 73545 82213 58443  99676  9900
SRM_1831_300s_100_repeat_Rh_FE_D2_0_88 10432 11147 14961 1083351 11163 24900 33310 1092162 10660 12233 21900 96135 40184 61706 73839 83196 58881  99150  9889
SRM_1831_300s_100_repeat_Rh_FE_D2_0_89 10446 11167 14850 1081462 11157 24777 33505 1090394 10656 12176 21857 95749 39909 62060 73514 82265 58466  99670  9900
SRM_1831_300s_100_repeat_Rh_FE_D2_0_9  10336 11185 15257 1077604 10833 24676 33147 1087024 10686 12131 21778 95104 39821 61724 73362 82456 58781  99666  9853
SRM_1831_300s_100_repeat_Rh_FE_D2_0_90 10403 11337 15074 1082187 10958 24664 33242 1091206 10645 12081 21873 95702 39692 61919 73871 82663 58212 100551  9836
SRM_1831_300s_100_repeat_Rh_FE_D2_0_91 10628 11186 15194 1083630 10887 24832 33278 1090412 10602 12197 21941 95554 40026 61435 73689 82559 58631  99597  9703
SRM_1831_300s_100_repeat_Rh_FE_D2_0_92 10242 11349 15161 1082793 10884 24889 33069 1089248 10392 12359 21828 95632 39486 61774 73869 82147 58597  99329  9778
SRM_1831_300s_100_repeat_Rh_FE_D2_0_93 10367 11107 14940 1075974 10863 24571 33108 1085780 10645 12198 21690 95026 39683 61743 73519 81756 57942  98966  9715
SRM_1831_300s_100_repeat_Rh_FE_D2_0_94 10491 11067 14900 1083118 10885 24922 33185 1090394 10611 12145 22002 95634 40051 61951 73765 82315 58277  99457  9685
SRM_1831_300s_100_repeat_Rh_FE_D2_0_95 10210 11264 15007 1082391 10980 24947 33165 1090023 10558 12310 21927 95678 39934 61928 74188 82070 58074  99513  9930
SRM_1831_300s_100_repeat_Rh_FE_D2_0_96 10398 11267 15054 1081972 10992 24815 33153 1091247 10281 12265 21747 96102 39751 62326 73754 82465 58428  99082  9814
SRM_1831_300s_100_repeat_Rh_FE_D2_0_97 10295 11087 14966 1079792 10773 24592 33424 1092286 10538 12046 21822 95262 38251 62097 73416 82195 58057  98862  9761
SRM_1831_300s_100_repeat_Rh_FE_D2_0_98 10410 11118 14637 1080878 10961 24683 32826 1087827 10374 12240 21858 95430 39878 61821 73770 82738 58179  98972  9715
SRM_1831_300s_100_repeat_Rh_FE_D2_0_99 10369 11200 15172 1079994 11162 24769 33160 1088758 10365 12425 21804 95440 39516 62380 73680 81754 58490  99317  9734


Mean value:                            10142 10949 14519 1054813 10709 23909 32332 1062844 10198 11856 21269 93385 39272 60715 71781 81359 57052  97686  9687
Std. Abw.:                               259   288   543   26722   242   892   948   27666   334   383   579  2347   693  1261  1901  1067  1437   1829   148
Std. Abw. rel. [%]:                     2.55  2.63  3.74    2.53  2.26  3.73  2.93    2.60  3.27  3.23  2.72  2.51  1.77  2.08  2.65  1.31  2.52   1.87  1.53
Conf. interval:                           18    20    38    1890    17    63    67    1956    24    27    41   166    49    89   134    75   102    129    10
