Mass percent (%)

Spectrum                          Na   Mg   Al    Si    S    K    Ca   Ti   Fe   Sr   Rh
SRM_1831_300s_20x20det_1_10_4  14.59 4.26 1.65 63.08 0.22 0.72 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_10_5  14.58 4.26 1.71 63.03 0.22 0.72 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_10_6  14.82 4.15 1.68 62.94 0.22 0.72 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_10_7  14.48 4.22 1.68 63.10 0.22 0.73 15.32 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_10_8  14.39 4.14 1.68 63.26 0.22 0.72 15.34 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_10_9  14.33 4.26 1.67 63.20 0.23 0.73 15.34 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_0  14.40 4.24 1.66 63.17 0.22 0.72 15.34 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_1  14.38 4.23 1.66 63.20 0.23 0.72 15.34 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_10 14.62 4.23 1.67 63.04 0.22 0.72 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_11 14.78 4.23 1.68 62.91 0.22 0.72 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_12 14.66 4.15 1.68 63.06 0.22 0.73 15.27 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_13 14.59 4.19 1.68 63.08 0.23 0.72 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_14 14.62 4.30 1.65 63.00 0.22 0.72 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_15 14.60 4.24 1.67 63.02 0.22 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_16 14.47 4.28 1.65 63.08 0.23 0.72 15.32 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_17 14.22 4.08 1.62 63.02 0.23 0.74 15.83 0.03 0.19 0.04 0.00
SRM_1831_300s_20x20det_1_11_18 14.52 4.18 1.70 63.09 0.23 0.73 15.31 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_19 14.41 4.15 1.67 63.21 0.22 0.73 15.37 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_2  14.82 4.33 1.70 62.81 0.22 0.72 15.15 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_3  14.45 4.19 1.69 63.13 0.22 0.73 15.34 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_4  14.73 4.14 1.67 63.01 0.23 0.72 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_5  14.50 4.22 1.68 63.11 0.23 0.73 15.29 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_6  14.96 4.21 1.64 62.84 0.22 0.71 15.17 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_7  14.65 4.22 1.67 63.04 0.22 0.72 15.24 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_8  14.50 4.22 1.68 63.11 0.22 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_11_9  14.50 4.25 1.66 63.09 0.22 0.73 15.31 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_0  14.62 4.25 1.71 62.99 0.22 0.72 15.24 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_1  14.57 4.22 1.69 63.04 0.22 0.72 15.30 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_10 14.59 4.26 1.64 63.06 0.22 0.72 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_11 14.59 4.25 1.67 63.03 0.22 0.72 15.27 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_12 14.76 4.23 1.67 62.98 0.22 0.70 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_13 14.56 4.16 1.67 63.12 0.22 0.72 15.30 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_14 14.93 4.15 1.68 62.87 0.22 0.72 15.18 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_15 14.21 4.25 1.65 63.30 0.22 0.72 15.40 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_16 14.85 4.28 1.66 62.85 0.22 0.72 15.17 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_17 14.57 4.21 1.71 63.03 0.22 0.72 15.29 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_18 14.66 4.20 1.65 63.02 0.22 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_19 14.73 4.16 1.65 62.95 0.22 0.72 15.32 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_2  14.55 4.19 1.63 63.12 0.22 0.73 15.31 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_3  14.58 4.16 1.65 63.09 0.22 0.72 15.33 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_4  14.83 4.19 1.67 62.93 0.23 0.71 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_5  14.28 4.29 1.66 63.22 0.22 0.72 15.37 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_6  14.20 4.19 1.69 63.32 0.23 0.73 15.40 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_7  14.53 4.18 1.66 63.16 0.22 0.71 15.30 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_8  14.69 4.19 1.65 63.02 0.23 0.73 15.24 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_12_9  14.49 4.26 1.69 63.07 0.22 0.73 15.29 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_0  14.59 4.21 1.70 63.03 0.23 0.73 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_1  14.87 4.18 1.67 62.88 0.23 0.72 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_10 14.35 4.22 1.65 63.24 0.22 0.73 15.34 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_11 14.62 4.20 1.68 63.06 0.22 0.72 15.25 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_12 14.74 4.33 1.67 62.87 0.22 0.71 15.22 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_13 14.58 4.13 1.70 63.12 0.22 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_14 14.75 4.24 1.69 62.93 0.23 0.72 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_15 14.43 4.24 1.66 63.16 0.22 0.73 15.30 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_16 14.30 4.25 1.67 63.20 0.22 0.73 15.38 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_17 14.71 4.28 1.65 62.97 0.23 0.72 15.21 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_18 14.90 4.25 1.68 62.84 0.22 0.72 15.13 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_19 14.86 4.19 1.65 62.91 0.23 0.72 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_2  14.70 4.27 1.69 62.93 0.23 0.71 15.22 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_3  14.63 4.18 1.65 63.09 0.22 0.72 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_4  14.70 4.17 1.67 63.03 0.22 0.71 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_5  14.62 4.25 1.67 63.01 0.22 0.72 15.25 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_6  14.58 4.21 1.66 63.09 0.21 0.72 15.29 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_7  14.82 4.27 1.69 62.83 0.22 0.72 15.21 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_8  14.49 4.16 1.71 63.14 0.22 0.72 15.31 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_13_9  14.67 4.22 1.68 62.99 0.23 0.72 15.25 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_0  14.43 4.29 1.67 63.13 0.23 0.72 15.29 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_1  14.21 4.27 1.68 63.25 0.23 0.72 15.40 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_10 14.57 4.28 1.68 63.04 0.22 0.72 15.24 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_11 14.42 4.24 1.69 63.14 0.23 0.72 15.30 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_12 14.61 4.14 1.66 63.12 0.22 0.73 15.27 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_13 14.74 4.23 1.67 62.97 0.22 0.72 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_14 14.49 4.26 1.64 63.13 0.22 0.73 15.29 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_15 14.72 4.21 1.68 62.98 0.23 0.72 15.21 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_16 14.53 4.24 1.65 63.09 0.23 0.72 15.29 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_17 14.71 4.29 1.66 62.97 0.22 0.71 15.19 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_18 14.66 4.22 1.69 63.01 0.22 0.72 15.24 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_19 14.33 4.18 1.65 63.26 0.23 0.73 15.37 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_2  14.46 4.25 1.67 63.09 0.23 0.72 15.33 0.04 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_3  14.35 4.21 1.65 63.24 0.23 0.73 15.35 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_4  14.62 4.21 1.66 63.04 0.23 0.73 15.27 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_5  14.50 4.20 1.70 63.15 0.21 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_6  14.43 4.35 1.66 63.11 0.22 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_7  14.70 4.19 1.66 62.97 0.23 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_8  14.76 4.16 1.70 62.97 0.23 0.73 15.21 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_14_9  13.98 4.18 1.66 63.15 0.22 0.73 15.81 0.03 0.19 0.04 0.00
SRM_1831_300s_20x20det_1_15_0  14.62 4.20 1.69 63.04 0.23 0.72 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_1  14.76 4.24 1.67 62.96 0.22 0.73 15.18 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_10 14.65 4.16 1.64 63.07 0.23 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_11 14.49 4.27 1.69 63.07 0.22 0.73 15.29 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_12 14.73 4.23 1.69 62.93 0.22 0.72 15.22 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_13 14.48 4.25 1.67 63.13 0.23 0.71 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_14 14.73 4.19 1.65 62.98 0.23 0.72 15.25 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_15 14.70 4.23 1.66 62.97 0.22 0.72 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_16 14.58 4.28 1.69 63.01 0.23 0.71 15.25 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_17 14.67 4.20 1.70 63.02 0.22 0.72 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_18 14.59 4.29 1.70 63.01 0.22 0.72 15.22 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_19 14.63 4.25 1.62 63.06 0.22 0.72 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_2  14.48 4.31 1.66 63.03 0.23 0.72 15.32 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_3  14.64 4.19 1.65 63.06 0.23 0.72 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_4  14.62 4.24 1.63 63.02 0.22 0.73 15.29 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_5  14.60 4.22 1.66 63.06 0.22 0.72 15.27 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_6  14.58 4.21 1.65 63.06 0.22 0.72 15.31 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_7  14.45 4.20 1.64 63.18 0.23 0.73 15.33 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_8  14.67 4.27 1.66 63.00 0.21 0.72 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_15_9  14.72 4.19 1.67 63.01 0.22 0.72 15.22 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_0  14.57 4.25 1.70 63.04 0.22 0.72 15.25 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_1  14.55 4.33 1.70 63.00 0.22 0.72 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_10 14.75 4.20 1.66 62.98 0.22 0.72 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_11 14.53 4.28 1.67 63.05 0.23 0.73 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_12 14.47 4.17 1.64 63.16 0.22 0.72 15.37 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_13 13.75 4.01 1.63 62.73 0.35 0.77 16.48 0.04 0.20 0.04 0.00
SRM_1831_300s_20x20det_1_16_14 14.62 4.28 1.66 63.03 0.22 0.72 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_15 14.75 4.23 1.67 62.94 0.22 0.72 15.22 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_16 14.78 4.33 1.66 62.90 0.22 0.72 15.15 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_17 14.47 4.21 1.71 63.11 0.22 0.72 15.30 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_18 14.86 4.21 1.68 62.91 0.22 0.72 15.17 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_19 14.47 4.29 1.69 63.07 0.23 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_2  14.79 4.31 1.70 62.88 0.21 0.71 15.15 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_3  14.76 4.22 1.67 62.94 0.22 0.72 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_4  14.61 4.20 1.68 63.05 0.23 0.72 15.26 0.04 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_5  14.49 4.24 1.65 63.15 0.22 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_6  14.13 4.24 1.65 63.35 0.23 0.73 15.43 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_7  14.69 4.13 1.63 63.05 0.23 0.72 15.31 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_8  14.79 4.25 1.65 62.92 0.23 0.71 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_16_9  14.42 4.21 1.69 63.16 0.22 0.72 15.32 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_0  14.68 4.20 1.66 63.02 0.22 0.72 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_1  14.77 4.28 1.69 62.90 0.22 0.71 15.18 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_10 14.52 4.21 1.67 63.12 0.22 0.73 15.27 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_11 14.59 4.27 1.65 63.07 0.22 0.71 15.24 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_12 14.49 4.19 1.68 63.15 0.23 0.71 15.30 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_13 14.50 4.26 1.68 63.11 0.22 0.71 15.27 0.03 0.18 0.04 0.00
SRM_1831_300s_20x20det_1_17_14 14.56 4.16 1.64 63.13 0.22 0.72 15.32 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_15 14.84 4.30 1.65 62.87 0.22 0.71 15.17 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_16 14.55 4.17 1.67 63.15 0.22 0.71 15.27 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_17 14.59 4.34 1.68 63.00 0.22 0.72 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_18 14.35 4.28 1.67 63.18 0.22 0.72 15.32 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_19 14.81 4.21 1.66 62.96 0.23 0.71 15.18 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_2  14.68 4.24 1.64 63.02 0.22 0.72 15.23 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_3  14.58 4.25 1.67 63.07 0.22 0.72 15.25 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_4  14.64 4.19 1.67 63.06 0.22 0.72 15.27 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_5  14.50 4.18 1.67 63.13 0.23 0.72 15.33 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_6  14.70 4.24 1.67 63.00 0.22 0.72 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_7  14.37 4.21 1.65 63.23 0.22 0.73 15.34 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_8  14.72 4.21 1.65 63.03 0.22 0.72 15.21 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_17_9  14.43 4.31 1.64 63.11 0.23 0.73 15.30 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_0  14.47 4.17 1.72 63.15 0.22 0.72 15.32 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_1  14.78 4.28 1.71 62.87 0.23 0.71 15.17 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_10 14.64 4.25 1.67 63.03 0.23 0.72 15.22 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_11 14.80 4.15 1.69 62.96 0.22 0.72 15.21 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_12 14.67 4.26 1.68 63.03 0.22 0.72 15.17 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_13 14.74 4.29 1.67 62.95 0.23 0.72 15.17 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_14 14.57 4.21 1.67 63.08 0.23 0.71 15.29 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_15 14.57 4.24 1.65 63.08 0.23 0.72 15.26 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_16 14.69 4.30 1.68 62.94 0.23 0.71 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_17 14.49 4.30 1.64 63.11 0.23 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_18 14.41 4.24 1.68 63.15 0.23 0.73 15.32 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_19 14.64 4.29 1.69 62.97 0.22 0.72 15.22 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_2  14.57 4.25 1.68 63.03 0.23 0.72 15.27 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_3  14.59 4.22 1.63 63.11 0.22 0.72 15.27 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_4  14.77 4.32 1.67 62.92 0.22 0.71 15.15 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_5  14.54 4.26 1.65 63.05 0.22 0.71 15.31 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_6  14.77 4.26 1.66 62.96 0.22 0.72 15.17 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_7  14.25 4.15 1.66 63.28 0.22 0.72 15.46 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_8  14.44 4.21 1.67 63.18 0.23 0.73 15.30 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_18_9  14.76 4.23 1.67 62.96 0.23 0.72 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_0  15.02 4.28 1.69 62.77 0.22 0.71 15.06 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_1  14.44 4.20 1.71 63.16 0.23 0.72 15.30 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_10 14.69 4.20 1.65 63.02 0.22 0.72 15.24 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_11 14.42 4.14 1.64 63.25 0.22 0.73 15.35 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_12 14.85 4.23 1.64 62.93 0.23 0.71 15.16 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_13 14.59 4.25 1.67 63.05 0.23 0.72 15.24 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_14 14.70 4.19 1.70 62.98 0.22 0.72 15.24 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_15 14.73 4.22 1.66 63.01 0.22 0.72 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_16 14.76 4.15 1.68 63.01 0.23 0.72 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_17 14.59 4.32 1.68 63.00 0.23 0.72 15.20 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_18 14.65 4.25 1.68 63.01 0.22 0.72 15.22 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_19 14.59 4.20 1.67 63.07 0.23 0.72 15.28 0.03 0.18 0.03 0.00
SRM_1831_300s_20x20det_1_19_2  14.42 4.29 1.69 63.13 0.22 0.71 15.29 0.03 0.18 0.03 0.00
