Atomic percent (%)

Spectrum                          Na   Mg   Al    Si    S    K    Ca   Ti   Fe   Sr   Rh
SRM_1831_300s_20x20det_2_10_11 17.60 4.84 1.79 63.94 0.19 0.55 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_12 17.63 4.86 1.78 63.92 0.18 0.55 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_13 17.60 4.85 1.80 63.93 0.19 0.55 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_14 17.62 4.82 1.76 63.97 0.18 0.54 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_15 17.89 4.78 1.79 63.78 0.19 0.55 10.90 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_16 17.96 4.95 1.80 63.61 0.18 0.54 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_17 17.80 4.86 1.79 63.77 0.19 0.55 10.92 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_18 17.47 4.93 1.77 63.99 0.19 0.55 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_19 17.63 4.85 1.78 63.91 0.19 0.54 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_2  17.48 4.96 1.77 63.97 0.19 0.54 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_3  17.75 4.77 1.78 63.90 0.19 0.55 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_4  17.50 4.81 1.81 64.03 0.19 0.55 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_5  17.96 4.81 1.80 63.70 0.18 0.54 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_6  17.62 4.72 1.79 64.03 0.19 0.55 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_7  17.57 4.79 1.78 64.01 0.19 0.55 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_8  17.73 4.80 1.82 63.85 0.19 0.55 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_10_9  17.42 4.88 1.78 64.06 0.19 0.55 11.00 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_0  17.71 4.80 1.82 63.87 0.19 0.55 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_1  17.95 4.86 1.81 63.66 0.19 0.54 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_10 17.32 4.83 1.78 64.18 0.19 0.54 11.04 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_11 17.61 4.79 1.78 63.98 0.19 0.55 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_12 17.71 4.92 1.77 63.82 0.19 0.55 10.92 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_13 17.82 4.82 1.79 63.79 0.19 0.54 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_14 17.37 4.75 1.81 64.16 0.18 0.55 11.05 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_15 17.50 4.84 1.78 64.03 0.18 0.55 11.00 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_16 17.15 4.70 1.77 64.39 0.19 0.54 11.14 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_17 17.61 4.83 1.77 63.92 0.19 0.54 11.01 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_18 17.51 4.87 1.77 64.01 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_19 17.79 4.83 1.78 63.80 0.19 0.55 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_2  17.58 4.78 1.81 63.99 0.19 0.55 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_3  17.49 4.86 1.79 64.03 0.18 0.55 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_4  17.78 4.78 1.80 63.82 0.19 0.55 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_5  17.90 4.85 1.79 63.72 0.19 0.55 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_6  17.87 4.78 1.79 63.78 0.19 0.55 10.92 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_7  17.37 4.84 1.79 64.14 0.19 0.54 11.00 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_8  17.37 4.74 1.78 64.19 0.19 0.55 11.06 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_11_9  17.62 4.77 1.79 63.99 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_0  17.77 4.90 1.79 63.79 0.19 0.54 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_1  17.37 4.88 1.78 64.09 0.19 0.55 11.02 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_10 17.62 4.89 1.78 63.91 0.18 0.55 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_11 17.96 4.88 1.76 63.67 0.18 0.54 10.89 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_12 17.63 4.95 1.80 63.83 0.19 0.55 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_13 17.31 4.86 1.80 64.14 0.19 0.55 11.04 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_14 17.72 4.82 1.83 63.84 0.19 0.55 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_15 17.64 4.90 1.79 63.86 0.19 0.54 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_16 17.71 4.84 1.77 63.88 0.18 0.54 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_17 17.77 4.80 1.82 63.85 0.18 0.54 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_18 17.97 4.90 1.74 63.65 0.18 0.55 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_19 17.83 4.77 1.75 63.85 0.18 0.55 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_2  17.24 4.86 1.84 64.15 0.19 0.55 11.04 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_3  17.75 4.91 1.83 63.76 0.19 0.54 10.89 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_4  17.44 4.88 1.82 64.02 0.19 0.54 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_5  17.22 4.79 1.80 64.24 0.20 0.55 11.08 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_6  17.84 4.98 1.81 63.66 0.19 0.54 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_7  17.43 4.85 1.81 64.06 0.18 0.54 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_8  17.47 4.76 1.78 64.12 0.19 0.55 11.02 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_12_9  17.41 4.95 1.80 64.01 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_0  17.39 4.65 1.75 64.28 0.18 0.55 11.08 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_1  17.51 4.86 1.82 63.99 0.18 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_10 17.75 4.89 1.80 63.81 0.19 0.54 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_11 17.63 4.84 1.76 63.94 0.19 0.55 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_12 17.45 4.83 1.79 64.04 0.19 0.55 11.03 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_13 17.39 4.76 1.79 64.17 0.19 0.55 11.04 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_14 17.75 4.84 1.76 63.86 0.19 0.55 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_15 17.50 4.81 1.82 64.03 0.19 0.55 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_16 17.54 4.84 1.78 64.01 0.19 0.54 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_17 17.61 4.79 1.78 63.99 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_18 17.62 4.94 1.80 63.87 0.18 0.54 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_19 17.75 4.81 1.78 63.86 0.19 0.54 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_2  17.61 4.87 1.80 63.91 0.19 0.55 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_3  17.48 4.88 1.77 64.02 0.19 0.54 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_4  17.34 4.94 1.78 64.07 0.19 0.54 11.00 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_5  17.56 4.81 1.78 64.01 0.19 0.54 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_6  17.81 4.89 1.79 63.76 0.19 0.54 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_7  17.55 4.83 1.78 63.97 0.19 0.55 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_8  18.09 4.86 1.77 63.58 0.19 0.54 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_13_9  17.61 4.88 1.80 63.90 0.19 0.55 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_0  18.04 4.88 1.76 63.62 0.18 0.53 10.86 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_1  17.93 4.91 1.78 63.67 0.18 0.55 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_10 17.66 4.91 1.78 63.86 0.19 0.55 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_11 17.48 4.88 1.78 64.00 0.19 0.54 11.00 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_12 16.95 4.88 1.71 64.45 0.17 0.54 11.17 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_13 17.54 4.84 1.80 63.98 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_14 17.38 4.82 1.76 64.14 0.19 0.55 11.02 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_15 17.70 4.81 1.77 63.90 0.19 0.55 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_16 17.68 4.80 1.82 63.89 0.20 0.55 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_17 17.47 4.90 1.79 64.02 0.19 0.54 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_18 17.90 4.70 1.75 63.86 0.18 0.54 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_19 17.68 4.88 1.78 63.86 0.19 0.55 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_2  17.52 4.87 1.81 63.99 0.18 0.55 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_3  17.85 4.92 1.78 63.72 0.19 0.53 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_4  17.55 4.84 1.77 64.00 0.20 0.55 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_5  17.50 4.86 1.77 64.03 0.18 0.55 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_6  17.66 4.88 1.79 63.90 0.19 0.54 10.92 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_7  17.96 4.95 1.79 63.61 0.19 0.54 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_8  17.37 4.90 1.79 64.08 0.18 0.55 11.00 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_14_9  17.67 4.69 1.75 63.80 0.19 0.55 11.23 0.02 0.10 0.01 0.00
SRM_1831_300s_20x20det_2_15_0  17.79 4.87 1.77 63.82 0.19 0.54 10.90 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_1  17.34 4.78 1.77 64.18 0.18 0.54 11.07 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_10 17.34 4.83 1.78 64.15 0.19 0.54 11.05 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_11 17.55 4.87 1.80 63.96 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_12 17.46 4.88 1.81 64.02 0.19 0.54 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_13 17.45 4.83 1.76 64.05 0.19 0.54 11.06 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_14 17.83 4.69 1.78 63.87 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_15 17.51 4.84 1.82 64.01 0.19 0.55 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_16 17.50 4.81 1.77 64.06 0.20 0.55 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_17 17.56 4.88 1.81 63.95 0.18 0.55 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_18 17.65 4.76 1.78 63.98 0.19 0.54 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_19 17.88 4.78 1.79 63.80 0.19 0.54 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_2  17.85 4.87 1.75 63.79 0.19 0.54 10.90 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_3  17.92 4.90 1.81 63.67 0.19 0.54 10.86 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_4  17.80 4.99 1.80 63.71 0.19 0.54 10.86 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_5  17.65 4.88 1.78 63.91 0.19 0.54 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_6  17.67 4.85 1.80 63.87 0.20 0.55 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_7  17.34 4.83 1.78 64.15 0.18 0.55 11.04 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_8  17.83 4.77 1.79 63.85 0.19 0.54 10.90 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_15_9  17.90 4.79 1.77 63.77 0.19 0.55 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_0  17.69 4.80 1.81 63.90 0.19 0.54 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_1  18.07 4.93 1.74 63.60 0.20 0.52 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_10 17.68 4.91 1.73 63.89 0.19 0.55 10.92 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_11 17.89 4.84 1.79 63.75 0.18 0.54 10.89 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_12 17.52 4.75 1.80 64.06 0.19 0.55 11.01 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_13 17.80 4.82 1.79 63.68 0.26 0.54 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_14 17.59 4.88 1.82 63.92 0.19 0.55 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_15 17.89 4.95 1.80 63.64 0.19 0.54 10.86 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_16 17.63 4.88 1.81 63.90 0.19 0.54 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_17 17.69 4.93 1.82 63.79 0.19 0.55 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_18 17.23 4.75 1.78 64.30 0.19 0.56 11.07 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_19 17.51 4.85 1.82 63.98 0.20 0.55 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_2  17.81 4.83 1.78 63.80 0.19 0.54 10.92 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_3  17.83 4.88 1.74 63.80 0.18 0.54 10.90 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_4  17.70 4.75 1.76 63.96 0.19 0.54 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_5  17.70 4.81 1.79 63.91 0.18 0.54 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_6  17.58 4.77 1.79 64.01 0.18 0.55 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_7  17.53 4.84 1.80 63.98 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_8  17.90 4.87 1.80 63.71 0.19 0.54 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_16_9  17.78 4.81 1.79 63.84 0.19 0.55 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_0  17.73 4.77 1.79 63.90 0.19 0.54 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_1  17.67 4.80 1.77 63.95 0.19 0.55 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_10 17.53 4.92 1.79 63.93 0.18 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_11 17.63 4.86 1.80 63.91 0.20 0.55 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_12 17.69 4.83 1.77 63.91 0.19 0.55 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_13 17.58 4.69 1.77 64.07 0.19 0.55 11.03 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_14 17.87 4.78 1.77 63.82 0.19 0.55 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_15 17.95 4.88 1.77 63.65 0.19 0.54 10.90 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_16 17.84 4.82 1.79 63.80 0.19 0.55 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_17 17.77 4.79 1.80 63.85 0.19 0.55 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_18 17.72 4.90 1.79 63.80 0.19 0.55 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_19 17.59 4.87 1.81 63.90 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_2  17.64 4.78 1.79 63.95 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_3  17.44 4.85 1.80 64.05 0.19 0.54 11.01 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_4  17.84 4.83 1.77 63.78 0.19 0.55 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_5  17.83 4.87 1.78 63.78 0.18 0.54 10.89 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_6  17.72 4.91 1.79 63.83 0.19 0.54 10.90 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_7  17.69 4.86 1.75 63.88 0.19 0.55 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_8  17.83 4.81 1.79 63.79 0.18 0.54 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_17_9  17.82 4.90 1.80 63.72 0.18 0.54 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_0  17.64 4.82 1.76 63.96 0.19 0.55 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_1  17.80 4.81 1.79 63.82 0.19 0.54 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_10 17.49 4.84 1.79 64.05 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_11 17.83 4.80 1.79 63.82 0.19 0.54 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_12 17.64 4.93 1.79 63.83 0.19 0.55 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_13 17.91 4.77 1.80 63.77 0.19 0.54 10.89 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_14 17.70 4.91 1.80 63.83 0.18 0.54 10.92 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_15 17.43 4.82 1.77 64.11 0.19 0.55 11.01 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_16 17.80 4.82 1.75 63.84 0.19 0.55 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_17 17.36 4.87 1.78 64.13 0.19 0.55 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_18 17.57 4.80 1.79 63.99 0.19 0.55 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_19 17.78 4.84 1.81 63.81 0.19 0.54 10.92 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_2  17.66 4.76 1.81 63.94 0.19 0.55 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_3  17.69 4.89 1.77 63.86 0.19 0.55 10.92 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_4  17.73 4.73 1.79 63.94 0.19 0.55 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_5  18.05 4.75 1.79 63.68 0.19 0.55 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_6  17.59 4.85 1.80 63.95 0.19 0.54 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_7  17.77 4.89 1.74 63.78 0.18 0.54 10.97 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_8  17.60 4.85 1.81 63.94 0.18 0.55 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_18_9  17.51 4.82 1.81 64.00 0.20 0.55 10.99 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_0  17.91 4.86 1.76 63.72 0.18 0.54 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_1  17.59 4.86 1.79 63.94 0.19 0.54 10.95 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_10 17.70 4.89 1.80 63.83 0.19 0.54 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_11 17.62 4.85 1.77 63.94 0.19 0.55 10.96 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_12 17.70 4.81 1.82 63.88 0.20 0.55 10.92 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_13 17.65 4.85 1.75 63.96 0.19 0.54 10.94 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_14 17.17 4.78 1.79 64.34 0.18 0.55 11.07 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_15 17.98 4.83 1.76 63.69 0.19 0.54 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_16 17.66 4.84 1.75 63.97 0.19 0.55 10.93 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_17 17.27 4.82 1.79 64.21 0.20 0.56 11.03 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_18 17.85 4.95 1.79 63.70 0.19 0.54 10.86 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_19 17.36 4.85 1.75 64.13 0.19 0.55 11.03 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_2_19_2  17.68 4.82 1.80 63.88 0.19 0.55 10.95 0.02 0.09 0.01 0.00
