ROI net sum

Spectrum                          Na    Mg    Al      Si     S     K      Ca    Ti     Fe    Sr     Rh
SRM_1831_300s_20x20det_2_13_8  13945 14253 19665 1657527 12829 44205 1649098  6496 104574 34603 111772
SRM_1831_300s_20x20det_2_13_9  13591 14264 19845 1659033 12466 44072 1651541  6055 105136 34432 110654
SRM_1831_300s_20x20det_2_14_0  14052 14375 19798 1658728 12320 43614 1650271  6191 105190 34166 111551
SRM_1831_300s_20x20det_2_14_1  13807 14389 19496 1658008 12440 44418 1647104  6447 104836 35146 111372
SRM_1831_300s_20x20det_2_14_10 13555 14379 19782 1656947 12723 44491 1648956  6403 105084 34421 110972
SRM_1831_300s_20x20det_2_14_11 13690 14465 19762 1657195 12784 43958 1650080  6683 106083 34688 110880
SRM_1831_300s_20x20det_2_14_12  1337  1469  1936  162032  1224  4272  161904   684  10748  3897  11106
SRM_1831_300s_20x20det_2_14_13 13627 14351 19998 1661907 12856 44228 1653506  6262 105734 34725 110878
SRM_1831_300s_20x20det_2_14_14 13462 14236 19515 1657532 12711 44233 1646473  6443 105190 33925 110858
SRM_1831_300s_20x20det_2_14_15 13687 14215 19658 1658005 12679 44301 1650391  6611 104696 34746 110635
SRM_1831_300s_20x20det_2_14_16 13676 14172 20191 1658445 12922 44244 1648234  6470 105389 33943 110960
SRM_1831_300s_20x20det_2_14_17 13409 14282 19840 1656348 12526 43992 1646717  6455 105260 34172 110356
SRM_1831_300s_20x20det_2_14_18 13793 13884 19616 1659867 12417 44129 1649894  6347 104463 34315 111451
SRM_1831_300s_20x20det_2_14_19 13593 14213 19590 1657067 12548 43949 1648744  6349 104994 34809 111139
SRM_1831_300s_20x20det_2_14_2  13526 14344 19878 1656479 12313 44287 1644885  6689 104331 34596 110790
SRM_1831_300s_20x20det_2_14_3  13723 14402 19756 1658560 12797 43536 1649104  6632 105538 34750 111824
SRM_1831_300s_20x20det_2_14_4  13557 14228 19687 1659121 13112 44155 1644985  6210 105210 34550 110512
SRM_1831_300s_20x20det_2_14_5  13544 14259 19669 1657923 12305 44217 1646283  6359 105383 34096 110557
SRM_1831_300s_20x20det_2_14_6  13574 14287 19769 1656711 12724 44157 1645287  6533 105621 34113 110906
SRM_1831_300s_20x20det_2_14_7  13794 14374 19659 1656691 12507 44140 1646960  6185 104424 34203 110244
SRM_1831_300s_20x20det_2_14_8  13361 14358 19759 1657301 12519 43997 1649360  6276 104756 34722 110203
SRM_1831_300s_20x20det_2_14_9   8664  8785 12357 1043586  8177 28352 1065206  4468  68649 22250  72326
SRM_1831_300s_20x20det_2_15_0  13796 14351 19662 1658111 12420 44026 1648104  6472 104483 34322 112095
SRM_1831_300s_20x20det_2_15_1   7895  8273 11441  970667  7305 25576  967034  3865  61949 20385  65399
SRM_1831_300s_20x20det_2_15_10 11231 11912 16579 1384609 10677 36548 1378909  5099  88024 29192  91912
SRM_1831_300s_20x20det_2_15_11 13572 14216 19866 1656185 12691 44282 1647928  6316 104691 35268 110946
SRM_1831_300s_20x20det_2_15_12 13518 14284 19919 1656909 12703 43687 1646685  6514 106374 33545 111050
SRM_1831_300s_20x20det_2_15_13  2777  2918  3964  335590  2582  8975  334980  1436  21637  7621  22940
SRM_1831_300s_20x20det_2_15_14 13674 13797 19593 1650592 12403 44469 1647138  6364 105562 33891 110888
SRM_1831_300s_20x20det_2_15_15 13574 14291 20221 1664154 12511 44319 1651370  6463 105183 33997 110905
SRM_1831_300s_20x20det_2_15_16 13511 14110 19619 1661673 12644 44267 1650235  6528 105719 34665 111309
SRM_1831_300s_20x20det_2_15_17 13579 14193 19813 1659769 12375 44179 1649116  6330 104705 35350 110631
SRM_1831_300s_20x20det_2_15_18 13637 14029 19677 1657729 12432 43855 1648385  6659 105732 34543 110691
SRM_1831_300s_20x20det_2_15_19 13742 14100 19746 1659809 12464 43808 1649601  6482 104856 34428 111174
SRM_1831_300s_20x20det_2_15_2  13683 14260 19616 1655514 12471 43777 1645261  6701 104360 34413 110822
SRM_1831_300s_20x20det_2_15_3  13764 14338 19911 1655607 12620 44193 1647128  6110 104674 34150 111053
SRM_1831_300s_20x20det_2_15_4  13675 14443 19784 1657412 12543 43957 1646923  6192 104947 35186 110439
SRM_1831_300s_20x20det_2_15_5  13561 14241 19654 1658454 12759 43944 1645115  6434 105762 34517 110240
SRM_1831_300s_20x20det_2_15_6  13658 14230 19902 1658332 12913 44171 1648953  6751 105710 34767 110654
SRM_1831_300s_20x20det_2_15_7  13336 14126 19451 1658027 12354 44554 1649157  6438 104811 34421 110490
SRM_1831_300s_20x20det_2_15_8  13733 14090 19926 1659076 12451 44183 1646982  6447 105605 34567 111015
SRM_1831_300s_20x20det_2_15_9  13855 14154 19754 1658458 12536 44174 1649964  6451 104941 34751 110925
