Atomic percent (%)

Spectrum                                  Na   Mg   Al    Si    S    K    Ca   Ti   Fe   Sr   Rh
SRM_1831_300s_100_repeat_Rh_FE_D2_0_85 17.76 4.82 1.78 63.78 0.18 0.54 11.01 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_86 17.38 4.77 1.79 64.09 0.19 0.54 11.12 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_87 17.35 4.83 1.79 64.06 0.19 0.55 11.11 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_88 17.45 4.79 1.77 64.02 0.19 0.55 11.10 0.02 0.10 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_89 17.78 4.81 1.74 63.78 0.19 0.55 11.02 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_9  17.53 4.85 1.80 63.90 0.19 0.55 11.06 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_90 17.35 4.84 1.77 64.07 0.19 0.55 11.11 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_91 17.87 4.77 1.79 63.73 0.19 0.54 10.98 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_92 17.31 4.91 1.82 64.03 0.19 0.54 11.07 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_93 17.67 4.86 1.76 63.82 0.18 0.55 11.04 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_94 17.81 4.74 1.76 63.82 0.18 0.54 11.02 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_95 17.13 4.85 1.77 64.23 0.19 0.55 11.16 0.02 0.10 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_96 17.65 4.88 1.79 63.80 0.19 0.54 11.03 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_97 17.51 4.79 1.77 63.94 0.18 0.55 11.12 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_98 17.61 4.82 1.70 63.95 0.19 0.54 11.07 0.02 0.09 0.01 0.00
SRM_1831_300s_100_repeat_Rh_FE_D2_0_99 17.58 4.84 1.82 63.85 0.20 0.55 11.04 0.02 0.09 0.01 0.00
------------------------------------------------------------------------------------------------
Mean value:                            17.51 4.84 1.78 63.94 0.19 0.55 11.07 0.02 0.09 0.01 0.00
Std. Abw.:                              0.21 0.06 0.02  0.16 0.00 0.00  0.06 0.00 0.00 0.00 0.00
Std. Abw. rel. [%]:                     1.19 1.22 1.39  0.25 2.41 0.77  0.51 3.51 0.84 1.74 0.00
Conf. interval:                         0.02 0.01 0.00  0.02 0.00 0.00  0.01 0.00 0.00 0.00 0.00
