Net counts

Spectrum                                 Na   Mg   Al      Si    S     K      Ca   Ti      V    Fe    Zn    Sr   Zr    Rh
SRM_1831_300s_100_repeat_Rh_FE_D2_0_89 6548 6533 5602 1176037 6303 27126 1304010 4826      1 86912  3613 21599 7059 82581
SRM_1831_300s_100_repeat_Rh_FE_D2_0_9  6358 6453 5853 1172377 5978 26791 1302106 4715      0 86129  3446 22004 7249 82583
SRM_1831_300s_100_repeat_Rh_FE_D2_0_90 6362 6671 5791 1177159 6162 26806 1306205 4879    280 86904  3338 22387 6786 83167
SRM_1831_300s_100_repeat_Rh_FE_D2_0_91 6612 6487 5803 1177622 6008 27065 1304892 4749     55 86685  3135 22182 6730 82337
SRM_1831_300s_100_repeat_Rh_FE_D2_0_92 6355 6759 5978 1176880 6102 26442 1304007 4557    139 86593  3199 21448 6955 82050
SRM_1831_300s_100_repeat_Rh_FE_D2_0_93 6441 6575 5632 1170669 5975 27002 1300024 4792     41 86024  3311 21220 7232 81877
SRM_1831_300s_100_repeat_Rh_FE_D2_0_94 6571 6399 5790 1177738 5921 27021 1305726 4789     87 86643  3557 22173 6792 82028
SRM_1831_300s_100_repeat_Rh_FE_D2_0_95 6207 6569 5792 1176191 6032 26614 1303968 4701    139 86854  3478 21525 5952 82564
SRM_1831_300s_100_repeat_Rh_FE_D2_0_96 6499 6682 5876 1176139 6138 26766 1307358 4344     91 87327  3775 22190 6800 82040
SRM_1831_300s_100_repeat_Rh_FE_D2_0_97 6403 6548 5789 1173525 5832 27011 1308127 4676      0 86181  3762 22098 6397 81240
SRM_1831_300s_100_repeat_Rh_FE_D2_0_98 6418 6471 5430 1174990 6016 26677 1303110 4516    157 86347  3556 21951 7003 82217
SRM_1831_300s_100_repeat_Rh_FE_D2_0_99 6433 6482 5891 1173903 6259 26788 1303613 4523    296 86172  4395 20971 7167 81732
-------------------------------------------------------------------------------------------------------------------------
Mean value:                            6308 6429 5708 1142802 6103 27150 1268739 4506    101 84317  3370 21225 6690 80903
Std. Abw.:                              167  211  180   33052  158   382   36726  213    110  2461   350   746  444  1475
Std. Abw. rel. [%]:                    2.65 3.28 3.16    2.89 2.59  1.41    2.89 4.72 108.06  2.92 10.37  3.52 6.64  1.82
Conf. interval:                          12   15   13    2337   11    27    2597   15      8   174    25    53   31   104
