Atomic percent (%)

Spectrum                          Na   Mg   Al    Si    S    K    Ca   Ti   Fe   Sr   Rh
SRM_1831_300s_20x20det_1_19_18 18.06 4.96 1.76 63.61 0.19 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_19_19 18.00 4.90 1.75 63.69 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_19_2  17.79 5.01 1.78 63.77 0.20 0.52 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_19_3  17.99 5.04 1.76 63.60 0.20 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_19_4  18.18 4.98 1.77 63.50 0.19 0.51 10.74 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_19_5  17.98 4.96 1.75 63.67 0.20 0.53 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_19_6  18.31 5.03 1.76 63.37 0.20 0.52 10.70 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_19_7  18.03 5.00 1.79 63.58 0.19 0.52 10.76 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_19_8  17.67 4.98 1.74 63.87 0.21 0.53 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_19_9  17.75 5.02 1.76 63.79 0.20 0.52 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_0   17.91 5.00 1.74 63.66 0.20 0.53 10.84 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_1   17.73 5.02 1.77 63.79 0.20 0.52 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_10  17.80 4.93 1.73 63.81 0.20 0.53 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_11  18.33 4.92 1.77 63.42 0.20 0.52 10.73 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_12  17.78 5.05 1.73 63.75 0.20 0.53 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_13  17.96 4.95 1.72 63.69 0.20 0.52 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_14  18.24 4.92 1.73 63.52 0.20 0.51 10.76 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_15  17.77 4.91 1.74 63.84 0.20 0.53 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_16  17.80 4.92 1.82 63.76 0.20 0.53 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_17  17.95 4.90 1.77 63.73 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_18  18.21 4.92 1.75 63.52 0.19 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_19  18.11 4.98 1.77 63.52 0.20 0.53 10.78 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_2   18.00 4.98 1.78 63.63 0.20 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_3   17.68 5.01 1.75 63.85 0.19 0.52 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_4   17.67 5.01 1.74 63.85 0.19 0.53 10.89 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_5   18.17 5.02 1.73 63.48 0.20 0.52 10.76 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_6   17.91 4.85 1.78 63.79 0.20 0.52 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_7   18.04 4.96 1.76 63.60 0.19 0.52 10.80 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_8   18.08 4.95 1.76 63.57 0.20 0.53 10.80 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_1_9   18.02 4.83 1.72 63.73 0.20 0.53 10.86 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_0   17.88 4.86 1.75 63.78 0.20 0.53 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_1   18.28 4.88 1.76 63.49 0.20 0.52 10.76 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_10  17.92 4.96 1.74 63.70 0.20 0.52 10.84 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_11  18.17 5.05 1.75 63.44 0.20 0.52 10.76 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_12  17.87 4.91 1.75 63.78 0.20 0.52 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_13  17.99 4.98 1.75 63.63 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_14  17.95 4.92 1.76 63.71 0.20 0.53 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_15  17.88 4.99 1.74 63.72 0.20 0.52 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_16  17.77 4.94 1.78 63.80 0.19 0.52 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_17  18.13 5.01 1.76 63.52 0.19 0.52 10.74 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_18  17.72 4.95 1.73 63.86 0.20 0.52 10.89 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_19  18.25 4.84 1.73 63.53 0.21 0.52 10.80 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_2   17.92 4.96 1.77 63.68 0.20 0.52 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_3   18.18 5.02 1.75 63.45 0.19 0.53 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_4   18.36 4.84 1.78 63.42 0.20 0.52 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_5   18.09 4.88 1.74 63.63 0.20 0.53 10.80 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_6   18.08 4.94 1.76 63.61 0.19 0.52 10.78 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_7   18.13 4.95 1.75 63.56 0.19 0.52 10.78 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_8   18.21 4.91 1.74 63.54 0.20 0.52 10.76 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_2_9   18.17 4.89 1.76 63.58 0.20 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_0   17.73 4.92 1.76 63.85 0.20 0.52 10.90 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_1   18.26 4.95 1.77 63.43 0.19 0.52 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_10  18.00 4.98 1.74 63.62 0.20 0.53 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_11  18.24 4.99 1.75 63.43 0.20 0.52 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_12  17.85 4.91 1.77 63.79 0.20 0.53 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_13  17.88 4.81 1.76 63.83 0.20 0.53 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_14  18.24 4.90 1.77 63.48 0.21 0.53 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_15  18.05 5.03 1.75 63.58 0.20 0.52 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_16  18.30 5.00 1.75 63.39 0.20 0.52 10.72 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_17  18.11 5.10 1.75 63.48 0.20 0.52 10.72 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_18  17.89 4.97 1.78 63.69 0.20 0.52 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_19  18.00 5.04 1.75 63.56 0.20 0.52 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_2   18.19 4.95 1.76 63.50 0.19 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_3   17.90 4.95 1.74 63.75 0.20 0.52 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_4   18.26 4.88 1.76 63.50 0.20 0.53 10.76 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_5   18.43 4.91 1.78 63.34 0.19 0.52 10.70 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_6   18.11 5.01 1.73 63.56 0.19 0.52 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_7   18.00 4.88 1.73 63.70 0.20 0.52 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_8   18.50 4.89 1.75 63.32 0.19 0.52 10.71 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_3_9   18.23 4.86 1.76 63.54 0.19 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_0   18.17 5.02 1.75 63.47 0.20 0.52 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_1   18.02 4.92 1.75 63.66 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_10  17.68 4.94 1.75 63.89 0.20 0.54 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_11  17.99 4.98 1.78 63.64 0.20 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_12  18.27 5.10 1.77 63.32 0.20 0.52 10.70 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_13  18.06 4.92 1.75 63.63 0.19 0.52 10.80 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_14  17.82 4.88 1.75 63.83 0.20 0.53 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_15  18.05 4.99 1.74 63.58 0.20 0.52 10.80 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_16  17.89 4.90 1.70 63.65 0.20 0.53 11.00 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_17  18.10 4.91 1.75 63.60 0.20 0.52 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_18  17.85 4.94 1.75 63.77 0.20 0.52 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_19  17.87 4.87 1.76 63.80 0.20 0.53 10.86 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_2   17.68 4.96 1.72 63.89 0.19 0.53 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_3   17.93 4.90 1.73 63.76 0.20 0.53 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_4   17.66 4.99 1.78 63.86 0.20 0.53 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_5   18.17 4.94 1.76 63.52 0.20 0.52 10.76 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_6   18.08 4.98 1.76 63.56 0.19 0.52 10.78 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_7   17.95 4.86 1.73 63.76 0.20 0.53 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_8   17.96 5.03 1.74 63.63 0.19 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_4_9   17.92 5.10 1.77 63.61 0.20 0.52 10.76 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_0   18.20 4.90 1.77 63.52 0.20 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_1   18.24 5.00 1.76 63.42 0.19 0.52 10.74 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_10  17.93 4.97 1.75 63.70 0.19 0.52 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_11  18.14 4.87 1.76 63.59 0.20 0.53 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_12  17.87 4.91 1.78 63.75 0.20 0.52 10.84 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_13  18.00 4.91 1.77 63.66 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_14  17.99 5.02 1.73 63.61 0.20 0.53 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_15  18.14 4.87 1.77 63.58 0.21 0.52 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_16  18.25 4.93 1.76 63.46 0.20 0.52 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_17  17.99 4.89 1.74 63.70 0.20 0.52 10.84 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_18  18.29 4.97 1.75 63.45 0.19 0.52 10.72 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_19  18.12 4.97 1.74 63.54 0.20 0.52 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_2   17.81 4.95 1.76 63.80 0.20 0.52 10.84 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_3   17.88 4.98 1.74 63.70 0.20 0.53 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_4   18.41 4.93 1.74 63.38 0.19 0.52 10.71 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_5   17.72 4.90 1.78 63.85 0.20 0.54 10.90 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_6   17.70 4.91 1.75 63.89 0.20 0.53 10.90 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_7   17.72 4.99 1.78 63.84 0.19 0.51 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_8   18.30 4.88 1.75 63.48 0.19 0.52 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_5_9   17.56 4.91 1.78 63.99 0.20 0.53 10.91 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_0   18.16 4.97 1.77 63.50 0.19 0.52 10.76 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_1   18.17 4.82 1.75 63.62 0.19 0.52 10.80 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_10  17.66 4.93 1.75 63.92 0.20 0.52 10.90 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_11  17.74 5.05 1.72 63.79 0.19 0.52 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_12  17.96 4.93 1.77 63.69 0.20 0.53 10.80 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_13  18.24 4.97 1.77 63.46 0.19 0.52 10.73 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_14  17.58 4.96 1.77 63.96 0.21 0.53 10.89 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_15  17.99 4.96 1.76 63.66 0.19 0.53 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_16  17.78 4.97 1.74 63.82 0.20 0.52 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_17  17.84 4.90 1.75 63.80 0.20 0.53 10.86 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_18  17.82 5.04 1.77 63.72 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_19  17.95 4.94 1.72 63.72 0.19 0.53 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_2   17.93 4.93 1.76 63.72 0.20 0.52 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_3   17.97 4.94 1.76 63.68 0.19 0.53 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_4   17.80 5.03 1.75 63.75 0.19 0.52 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_5   18.03 4.97 1.79 63.60 0.20 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_6   17.90 5.00 1.73 63.70 0.20 0.52 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_7   18.08 4.97 1.76 63.58 0.19 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_8   17.98 4.89 1.75 63.71 0.19 0.52 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_6_9   17.68 4.94 1.76 63.88 0.20 0.53 10.89 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_0   17.99 4.98 1.78 63.64 0.19 0.52 10.78 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_1   17.82 5.09 1.72 63.72 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_10  18.22 5.00 1.72 63.48 0.20 0.52 10.74 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_11  17.77 4.99 1.72 63.80 0.20 0.53 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_12  18.22 4.95 1.75 63.48 0.20 0.52 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_13  17.88 4.86 1.76 63.79 0.20 0.53 10.86 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_14  17.85 5.04 1.76 63.69 0.19 0.53 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_15  17.87 4.89 1.75 63.78 0.20 0.53 10.86 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_16  17.99 4.91 1.75 63.69 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_17  18.02 4.87 1.75 63.68 0.21 0.52 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_18  18.00 4.98 1.77 63.62 0.19 0.52 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_19  17.99 4.94 1.71 63.70 0.19 0.53 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_2   18.21 4.85 1.75 63.56 0.20 0.52 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_3   17.67 5.09 1.77 63.79 0.19 0.52 10.84 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_4   17.73 4.92 1.73 63.90 0.20 0.53 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_5   18.11 4.93 1.78 63.56 0.20 0.52 10.78 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_6   17.83 5.06 1.74 63.71 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_7   18.07 4.88 1.74 63.66 0.19 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_8   17.79 4.83 1.75 63.92 0.20 0.53 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_7_9   18.19 4.95 1.76 63.51 0.19 0.52 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_0   17.99 4.89 1.75 63.69 0.20 0.52 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_1   18.12 5.04 1.78 63.47 0.20 0.52 10.76 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_10  18.23 4.96 1.76 63.47 0.19 0.51 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_11  17.97 4.91 1.79 63.68 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_12  18.56 4.88 1.74 63.30 0.19 0.52 10.68 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_13  18.14 4.98 1.75 63.53 0.20 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_14  17.94 4.98 1.76 63.67 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_15  18.59 4.95 1.71 63.25 0.20 0.51 10.68 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_16  18.09 4.87 1.76 63.64 0.20 0.52 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_17  18.08 4.87 1.75 63.64 0.19 0.52 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_18  18.11 4.87 1.77 63.60 0.20 0.53 10.80 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_19  17.79 4.94 1.77 63.81 0.19 0.52 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_2   18.11 4.90 1.75 63.61 0.20 0.52 10.80 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_3   17.87 4.93 1.71 63.79 0.20 0.53 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_4   17.78 4.90 1.76 63.85 0.20 0.52 10.86 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_5   17.96 4.97 1.74 63.67 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_6   18.34 4.94 1.76 63.40 0.20 0.52 10.72 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_7   17.78 4.91 1.75 63.85 0.19 0.53 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_8   17.94 4.90 1.72 63.77 0.20 0.53 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_8_9   17.80 4.84 1.76 63.87 0.20 0.53 10.88 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_0   18.03 4.96 1.76 63.62 0.20 0.52 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_1   18.29 5.03 1.77 63.35 0.20 0.52 10.72 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_10  18.00 5.00 1.76 63.59 0.20 0.52 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_11  17.96 4.90 1.76 63.73 0.20 0.52 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_12  18.37 5.05 1.77 63.31 0.20 0.51 10.67 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_13  18.00 4.95 1.75 63.64 0.20 0.52 10.81 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_14  18.06 4.96 1.76 63.58 0.20 0.53 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_15  18.02 4.95 1.72 63.67 0.20 0.52 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_16  17.89 4.96 1.71 63.74 0.20 0.52 10.85 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_17  17.81 4.76 1.70 63.77 0.20 0.53 11.10 0.02 0.10 0.01 0.00
SRM_1831_300s_20x20det_1_9_18  18.09 5.03 1.77 63.53 0.20 0.52 10.75 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_19  18.12 4.94 1.71 63.62 0.19 0.52 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_2   17.93 4.96 1.78 63.68 0.20 0.52 10.82 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_3   18.06 4.95 1.75 63.60 0.19 0.53 10.79 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_4   18.08 4.89 1.76 63.64 0.20 0.53 10.77 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_5   17.77 4.93 1.75 63.83 0.20 0.53 10.87 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_6   17.88 4.96 1.75 63.75 0.20 0.52 10.83 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_7   18.08 4.93 1.75 63.60 0.20 0.52 10.80 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_8   17.92 4.88 1.75 63.77 0.19 0.53 10.84 0.02 0.09 0.01 0.00
SRM_1831_300s_20x20det_1_9_9   18.13 4.93 1.76 63.54 0.19 0.52 10.79 0.02 0.09 0.01 0.00
----------------------------------------------------------------------------------------
Mean value:                    18.01 4.94 1.75 63.65 0.20 0.52 10.81 0.02 0.09 0.01 0.00
Std. Abw.:                      0.20 0.07 0.02  0.15 0.01 0.00  0.08 0.00 0.00 0.00 0.00
Std. Abw. rel. [%]:             1.12 1.32 1.12  0.23 3.52 0.92  0.73 3.25 1.03 1.66 0.00
Conf. interval:                 0.01 0.00 0.00  0.01 0.00 0.00  0.00 0.00 0.00 0.00 0.00
