ROI backgr, sum

Spectrum                                     Na       Mg       Al       Si        S        K       Ca       Ti        Fe        Sr        Rh
SRM_1831_300s_100_repeat_Rh_FE_D2_0_47    -1547    -1933    -2236    -2292    -2653    -4374    -4769    -6328    -23470    -59575    -27400
SRM_1831_300s_100_repeat_Rh_FE_D2_0_48    -1531    -1904    -2192    -2237    -2649    -4289    -4623    -6243    -23718    -58758    -27337
SRM_1831_300s_100_repeat_Rh_FE_D2_0_49    -1547    -1929    -2228    -2284    -2700    -4323    -4659    -6312    -23646    -59561    -27340
SRM_1831_300s_100_repeat_Rh_FE_D2_0_5     -1529    -1906    -2201    -2255    -2680    -4319    -4627    -6264    -23407    -59399    -27262
SRM_1831_300s_100_repeat_Rh_FE_D2_0_50    -1547    -1938    -2255    -2335    -2766    -4341    -4696    -6261    -23665    -59668    -27443
SRM_1831_300s_100_repeat_Rh_FE_D2_0_51    -1568    -1950    -2243    -2287    -2681    -4397    -4778    -6352    -23504    -59586    -27592
SRM_1831_300s_100_repeat_Rh_FE_D2_0_52    -1536    -1923    -2241    -2327    -2780    -4385    -4732    -6383    -23299    -59682    -27532
SRM_1831_300s_100_repeat_Rh_FE_D2_0_53    -1547    -1926    -2220    -2268    -2696    -4306    -4614    -6270    -23527    -59969    -27666
SRM_1831_300s_100_repeat_Rh_FE_D2_0_54    -1562    -1957    -2273    -2343    -2752    -4387    -4721    -6292    -23641    -59901    -27724
SRM_1831_300s_100_repeat_Rh_FE_D2_0_55    -1531    -1903    -2193    -2243    -2677    -4325    -4647    -6369    -23494    -59599    -27618
SRM_1831_300s_100_repeat_Rh_FE_D2_0_56    -1550    -1940    -2255    -2334    -2760    -4407    -4743    -6226    -23650    -59524    -27511
SRM_1831_300s_100_repeat_Rh_FE_D2_0_57    -1554    -1933    -2222    -2263    -2665    -4344    -4691    -6341    -23507    -59538    -27809
SRM_1831_300s_100_repeat_Rh_FE_D2_0_58    -1580    -1985    -2320    -2420    -2899    -4377    -4653    -6110    -23744    -59531    -27805
SRM_1831_300s_100_repeat_Rh_FE_D2_0_59    -1546    -1934    -2245    -2317    -2750    -4304    -4658    -6350    -23839    -59632    -27628
SRM_1831_300s_100_repeat_Rh_FE_D2_0_6     -1562    -1955    -2269    -2337    -2719    -4371    -4720    -6413    -23972    -59610    -27660
SRM_1831_300s_100_repeat_Rh_FE_D2_0_60    -1527    -1918    -2244    -2340    -2736    -4239    -4517    -6143    -23737    -59787    -26939
SRM_1831_300s_100_repeat_Rh_FE_D2_0_61    -1569    -1957    -2265    -2330    -2717    -4286    -4573    -6123    -23780    -59448    -27409
SRM_1831_300s_100_repeat_Rh_FE_D2_0_62    -1571    -1956    -2253    -2297    -2646    -4244    -4586    -6275    -23823    -59614    -27222
SRM_1831_300s_100_repeat_Rh_FE_D2_0_63    -1564    -1957    -2269    -2333    -2702    -4378    -4730    -6127    -23687    -59379    -27222
SRM_1831_300s_100_repeat_Rh_FE_D2_0_64    -1518    -1883    -2162    -2203    -2593    -4340    -4697    -6143    -23861    -59394    -27280
SRM_1831_300s_100_repeat_Rh_FE_D2_0_65    -1544    -1928    -2230    -2290    -2676    -4285    -4589    -6376    -23852    -59764    -27236
SRM_1831_300s_100_repeat_Rh_FE_D2_0_66    -1553    -1929    -2210    -2235    -2631    -4252    -4553    -5997    -23452    -59515    -27519
SRM_1831_300s_100_repeat_Rh_FE_D2_0_67    -1571    -1951    -2241    -2276    -2655    -4362    -4695    -6216    -23946    -59841    -27745
SRM_1831_300s_100_repeat_Rh_FE_D2_0_68    -1519    -1883    -2153    -2175    -2550    -4172    -4422    -6263    -23714    -59825    -27198
SRM_1831_300s_100_repeat_Rh_FE_D2_0_69    -1584    -1984    -2309    -2390    -2793    -4364    -4689    -6008    -23253    -59374    -27216
SRM_1831_300s_100_repeat_Rh_FE_D2_0_7     -1545    -1926    -2228    -2289    -2704    -4399    -4778    -6330    -23871    -59505    -27325
SRM_1831_300s_100_repeat_Rh_FE_D2_0_70    -1559    -1960    -2295    -2400    -2863    -4224    -4504    -5992    -23477    -59498    -27739
SRM_1831_300s_100_repeat_Rh_FE_D2_0_71    -1551    -1942    -2256    -2333    -2720    -4306    -4610    -6057    -23668    -59644    -27086
SRM_1831_300s_100_repeat_Rh_FE_D2_0_72    -1529    -1911    -2218    -2284    -2728    -4340    -4698    -6025    -23630    -59803    -26775
SRM_1831_300s_100_repeat_Rh_FE_D2_0_73    -1550    -1941    -2261    -2347    -2741    -4290    -4637    -6269    -23776    -59612    -27390
SRM_1831_300s_100_repeat_Rh_FE_D2_0_74    -1511    -1888    -2192    -2262    -2706    -4362    -4727    -6194    -23367    -59596    -27806
SRM_1831_300s_100_repeat_Rh_FE_D2_0_75    -1514    -1886    -2176    -2225    -2667    -4323    -4606    -6110    -23611    -59764    -26991
SRM_1831_300s_100_repeat_Rh_FE_D2_0_76    -1541    -1929    -2245    -2328    -2808    -4399    -4721    -6204    -23770    -59643    -27641
SRM_1831_300s_100_repeat_Rh_FE_D2_0_77    -1548    -1942    -2269    -2367    -2838    -4365    -4673    -6208    -23537    -59117    -27604
SRM_1831_300s_100_repeat_Rh_FE_D2_0_78    -1561    -1954    -2272    -2350    -2778    -4324    -4637    -6231    -23597    -59839    -27668
SRM_1831_300s_100_repeat_Rh_FE_D2_0_79    -1489    -1857    -2147    -2202    -2630    -4206    -4460    -6180    -23549    -59682    -27909
SRM_1831_300s_100_repeat_Rh_FE_D2_0_8     -1575    -1978    -2311    -2409    -2852    -4224    -4485    -6094    -23563    -59203    -27430
SRM_1831_300s_100_repeat_Rh_FE_D2_0_80    -1563    -1947    -2249    -2308    -2732    -4313    -4638    -6032    -23438    -59484    -27822
SRM_1831_300s_100_repeat_Rh_FE_D2_0_81    -1546    -1913    -2183    -2198    -2599    -4367    -4757    -6132    -23537    -59644    -27112
SRM_1831_300s_100_repeat_Rh_FE_D2_0_82    -1553    -1939    -2248    -2319    -2749    -4324    -4694    -6069    -23698    -59599    -27722
SRM_1831_300s_100_repeat_Rh_FE_D2_0_83    -1549    -1946    -2274    -2369    -2833    -4266    -4575    -6283    -23692    -59515    -27615
SRM_1831_300s_100_repeat_Rh_FE_D2_0_84    -1510    -1888    -2194    -2271    -2701    -4339    -4704    -6055    -23724    -59647    -27137
SRM_1831_300s_100_repeat_Rh_FE_D2_0_85    -1533    -1919    -2234    -2320    -2738    -4355    -4686    -6098    -23549    -59553    -27433
SRM_1831_300s_100_repeat_Rh_FE_D2_0_86    -1539    -1914    -2203    -2246    -2596    -4302    -4679    -6157    -23866    -58900    -27345
SRM_1831_300s_100_repeat_Rh_FE_D2_0_87    -1510    -1884    -2176    -2230    -2673    -4311    -4592    -6171    -23881    -59378    -27337
SRM_1831_300s_100_repeat_Rh_FE_D2_0_88    -1543    -1924    -2224    -2285    -2715    -4288    -4591    -6192    -23518    -59158    -27495
SRM_1831_300s_100_repeat_Rh_FE_D2_0_89    -1542    -1918    -2207    -2248    -2680    -4337    -4667    -6294    -23602    -59602    -27748
SRM_1831_300s_100_repeat_Rh_FE_D2_0_9     -1566    -1954    -2261    -2325    -2710    -4303    -4693    -6342    -23898    -59515    -27591
SRM_1831_300s_100_repeat_Rh_FE_D2_0_90    -1601    -2008    -2347    -2447    -2877    -4364    -4705    -6324    -23500    -59541    -27331
SRM_1831_300s_100_repeat_Rh_FE_D2_0_91    -1558    -1946    -2256    -2328    -2764    -4329    -4656    -6277    -23812    -59702    -27536
SRM_1831_300s_100_repeat_Rh_FE_D2_0_92    -1535    -1916    -2215    -2275    -2662    -4261    -4574    -6134    -23661    -59729    -27560
SRM_1831_300s_100_repeat_Rh_FE_D2_0_93    -1565    -1968    -2307    -2414    -2870    -4247    -4526    -6242    -23571    -58846    -27369
SRM_1831_300s_100_repeat_Rh_FE_D2_0_94    -1609    -2026    -2369    -2467    -2865    -4380    -4708    -6088    -23745    -59468    -27534
SRM_1831_300s_100_repeat_Rh_FE_D2_0_95    -1601    -2008    -2337    -2417    -2804    -4238    -4559    -6217    -23612    -59814    -27533
SRM_1831_300s_100_repeat_Rh_FE_D2_0_96    -1558    -1946    -2254    -2321    -2714    -4331    -4676    -6277    -23635    -59844    -27182
SRM_1831_300s_100_repeat_Rh_FE_D2_0_97    -1528    -1917    -2237    -2323    -2739    -4276    -4567    -6256    -23275    -59609    -27079
SRM_1831_300s_100_repeat_Rh_FE_D2_0_98    -1556    -1941    -2239    -2285    -2716    -4264    -4545    -6201    -23310    -59509    -26861
SRM_1831_300s_100_repeat_Rh_FE_D2_0_99    -1573    -1968    -2286    -2360    -2734    -4208    -4510    -6235    -23761    -59375    -27550


Mean value:                            -1551.37 -1937.64 -2244.37 -2309.17 -2722.03 -4314.87 -4642.52 -6213.22 -23634.14 -59569.03 -27427.47
Std. Abw.:                                22.50    31.81    46.54    66.17    87.11    57.83    78.02    98.64    200.51    224.32    253.72
Std. Abw. rel. [%]:                       -1.45    -1.64    -2.07    -2.87    -3.20    -1.34    -1.68    -1.59     -0.85     -0.38     -0.93
Conf. interval:                            2.25     3.18     4.65     6.62     8.71     5.78     7.80     9.86     20.05     22.43     25.37
