ROI sum

Spectrum                            Si      Ca     Rh
SRM_1831_300s_20x20det_2_1_2   1660638 1659350 154133
SRM_1831_300s_20x20det_2_1_3   1659489 1652993 153813
SRM_1831_300s_20x20det_2_1_4   1047516 1046498  96804
SRM_1831_300s_20x20det_2_1_5   1657491 1653874 154713
SRM_1831_300s_20x20det_2_1_6   1658246 1655398 152978
SRM_1831_300s_20x20det_2_1_7   1659393 1656878 153186
SRM_1831_300s_20x20det_2_1_8   1660032 1656678 153402
SRM_1831_300s_20x20det_2_1_9   1658323 1654171 153623
SRM_1831_300s_20x20det_2_10_0  1659187 1653988 155815
SRM_1831_300s_20x20det_2_10_1  1658528 1655530 154649
SRM_1831_300s_20x20det_2_10_10 1630079 1649289 153472
SRM_1831_300s_20x20det_2_10_11 1660580 1656273 151642
SRM_1831_300s_20x20det_2_10_12 1660065 1655632 152574
SRM_1831_300s_20x20det_2_10_13 1657214 1652595 153108
SRM_1831_300s_20x20det_2_10_14 1658263 1654764 153185
SRM_1831_300s_20x20det_2_10_15 1663613 1656444 153066
SRM_1831_300s_20x20det_2_10_16 1661688 1654119 152839
SRM_1831_300s_20x20det_2_10_17 1656427 1653519 153414
SRM_1831_300s_20x20det_2_10_18 1659254 1655303 153523
SRM_1831_300s_20x20det_2_10_19 1658402 1656102 153510
SRM_1831_300s_20x20det_2_10_2  1662100 1656807 153545
SRM_1831_300s_20x20det_2_10_3  1662104 1652668 152644
SRM_1831_300s_20x20det_2_10_4  1660589 1654694 153573
SRM_1831_300s_20x20det_2_10_5  1660047 1655234 152542
SRM_1831_300s_20x20det_2_10_6  1659701 1652801 152781
SRM_1831_300s_20x20det_2_10_7  1661174 1655979 152246
SRM_1831_300s_20x20det_2_10_8  1658526 1655957 152963
SRM_1831_300s_20x20det_2_10_9  1035882 1032749  95342
SRM_1831_300s_20x20det_2_11_0  1655588 1651005 155899
SRM_1831_300s_20x20det_2_11_1  1658131 1653563 154513
SRM_1831_300s_20x20det_2_11_10 1662029 1656099 153257
SRM_1831_300s_20x20det_2_11_11 1662083 1657271 152715
SRM_1831_300s_20x20det_2_11_12 1661953 1656345 152780
SRM_1831_300s_20x20det_2_11_13 1659307 1656682 152541
SRM_1831_300s_20x20det_2_11_14 1660268 1657891 152881
SRM_1831_300s_20x20det_2_11_15 1662142 1657569 153301
SRM_1831_300s_20x20det_2_11_16  776547  775462  71441
SRM_1831_300s_20x20det_2_11_17 1653997 1655831 152351
SRM_1831_300s_20x20det_2_11_18 1661004 1653900 152663
SRM_1831_300s_20x20det_2_11_19 1657003 1655917 153250
SRM_1831_300s_20x20det_2_11_2  1658691 1654909 153078
SRM_1831_300s_20x20det_2_11_3   552387  550701  50753
SRM_1831_300s_20x20det_2_11_4  1657835 1655958 152852
SRM_1831_300s_20x20det_2_11_5  1661574 1657395 153195
SRM_1831_300s_20x20det_2_11_6  1658954 1654160 153555
SRM_1831_300s_20x20det_2_11_7  1662373 1654387 152548
SRM_1831_300s_20x20det_2_11_8  1658444 1655043 152802
SRM_1831_300s_20x20det_2_11_9   996367  993737  92221
SRM_1831_300s_20x20det_2_12_0  1660889 1654661 156016
SRM_1831_300s_20x20det_2_12_1   697022  695281  64689
SRM_1831_300s_20x20det_2_12_10 1663387 1657218 153010
SRM_1831_300s_20x20det_2_12_11 1657446 1655183 152110
SRM_1831_300s_20x20det_2_12_12 1656101 1652229 152336
SRM_1831_300s_20x20det_2_12_13 1660813 1656740 153363
SRM_1831_300s_20x20det_2_12_14 1660878 1656070 151784
SRM_1831_300s_20x20det_2_12_15 1656788 1654759 152570
SRM_1831_300s_20x20det_2_12_16 1657352 1655376 152720
SRM_1831_300s_20x20det_2_12_17 1659699 1654351 152358
SRM_1831_300s_20x20det_2_12_18 1659050 1656051 152872
SRM_1831_300s_20x20det_2_12_19 1237003 1233065 113215
SRM_1831_300s_20x20det_2_12_2  1660630 1656789 153973
SRM_1831_300s_20x20det_2_12_3  1659901 1654953 153384
SRM_1831_300s_20x20det_2_12_4  1661482 1656042 153596
SRM_1831_300s_20x20det_2_12_5  1154911 1152851 106332
SRM_1831_300s_20x20det_2_12_6  1656805 1654118 152775
SRM_1831_300s_20x20det_2_12_7  1658944 1652814 152393
SRM_1831_300s_20x20det_2_12_8  1661273 1655664 153893
SRM_1831_300s_20x20det_2_12_9  1661327 1655074 152571
SRM_1831_300s_20x20det_2_13_0   805930  802922  75786
SRM_1831_300s_20x20det_2_13_1  1658775 1653531 153719
SRM_1831_300s_20x20det_2_13_10 1664402 1657824 152257
SRM_1831_300s_20x20det_2_13_11 1664012 1657827 153419
SRM_1831_300s_20x20det_2_13_12 1654929 1655452 153463
SRM_1831_300s_20x20det_2_13_13 1663485 1657433 153045
SRM_1831_300s_20x20det_2_13_14 1662207 1656116 153025
SRM_1831_300s_20x20det_2_13_15 1662515 1658176 152595
SRM_1831_300s_20x20det_2_13_16 1662171 1657226 152813
SRM_1831_300s_20x20det_2_13_17 1662214 1654481 152777
SRM_1831_300s_20x20det_2_13_18 1663899 1656206 153597
SRM_1831_300s_20x20det_2_13_19 1663477 1657806 153975
SRM_1831_300s_20x20det_2_13_2  1659096 1652959 153046
SRM_1831_300s_20x20det_2_13_3  1658917 1653996 152750
SRM_1831_300s_20x20det_2_13_4  1656888 1652117 152926
SRM_1831_300s_20x20det_2_13_5  1662125 1656242 153457
SRM_1831_300s_20x20det_2_13_6  1660094 1657132 152822
SRM_1831_300s_20x20det_2_13_7  1660231 1657215 152631
SRM_1831_300s_20x20det_2_13_8  1660964 1656317 153399
SRM_1831_300s_20x20det_2_13_9  1662581 1658783 152956
SRM_1831_300s_20x20det_2_14_0  1662416 1657630 155945
SRM_1831_300s_20x20det_2_14_1  1661578 1654353 154675
SRM_1831_300s_20x20det_2_14_10 1660435 1656099 152188
SRM_1831_300s_20x20det_2_14_11 1660626 1657347 153263
SRM_1831_300s_20x20det_2_14_12  162308  162558  14925
SRM_1831_300s_20x20det_2_14_13 1665366 1660728 153300
SRM_1831_300s_20x20det_2_14_14 1661021 1653598 152850
SRM_1831_300s_20x20det_2_14_15 1661492 1657533 152613
SRM_1831_300s_20x20det_2_14_16 1661823 1655293 153297
SRM_1831_300s_20x20det_2_14_17 1659801 1653764 152506
SRM_1831_300s_20x20det_2_14_18 1663486 1656858 153303
SRM_1831_300s_20x20det_2_14_19 1660731 1655965 153296
SRM_1831_300s_20x20det_2_14_2  1660204 1651970 153178
SRM_1831_300s_20x20det_2_14_3  1662098 1656455 153648
SRM_1831_300s_20x20det_2_14_4  1662482 1652026 152675
SRM_1831_300s_20x20det_2_14_5  1661549 1653339 152605
SRM_1831_300s_20x20det_2_14_6  1660238 1652339 153207
SRM_1831_300s_20x20det_2_14_7  1660230 1654142 152093
SRM_1831_300s_20x20det_2_14_8  1660783 1656728 152476
SRM_1831_300s_20x20det_2_14_9  1045775 1069744  99165
SRM_1831_300s_20x20det_2_15_0  1661827 1655178 156561
SRM_1831_300s_20x20det_2_15_1   972774  971212  90649
SRM_1831_300s_20x20det_2_15_10 1387499 1384992 127172
SRM_1831_300s_20x20det_2_15_11 1659809 1654868 152643
SRM_1831_300s_20x20det_2_15_12 1660376 1654028 152670
SRM_1831_300s_20x20det_2_15_13  336342  336404  31332
SRM_1831_300s_20x20det_2_15_14 1654185 1654430 152803
SRM_1831_300s_20x20det_2_15_15 1667679 1658447 152677
SRM_1831_300s_20x20det_2_15_16 1665336 1657520 153253
SRM_1831_300s_20x20det_2_15_17 1663404 1656227 152956
SRM_1831_300s_20x20det_2_15_18 1661329 1655439 152964
SRM_1831_300s_20x20det_2_15_19 1663363 1656707 153441
SRM_1831_300s_20x20det_2_15_2  1659148 1652332 153450
SRM_1831_300s_20x20det_2_15_3  1659097 1654333 153181
SRM_1831_300s_20x20det_2_15_4  1660915 1654043 152737
SRM_1831_300s_20x20det_2_15_5  1662098 1652234 152448
SRM_1831_300s_20x20det_2_15_6  1661745 1656130 152941
SRM_1831_300s_20x20det_2_15_7  1661694 1656312 152722
SRM_1831_300s_20x20det_2_15_8  1662646 1654008 153153
SRM_1831_300s_20x20det_2_15_9  1662101 1657057 153160
SRM_1831_300s_20x20det_2_16_0  1662278 1655793 155986
SRM_1831_300s_20x20det_2_16_1   186353  185541  17061
SRM_1831_300s_20x20det_2_16_10 1664811 1656500 152763
SRM_1831_300s_20x20det_2_16_11 1661498 1655364 152873
SRM_1831_300s_20x20det_2_16_12 1661645 1657121 153159
SRM_1831_300s_20x20det_2_16_13 1642116 1652150 152984
SRM_1831_300s_20x20det_2_16_14 1663505 1655397 151536
SRM_1831_300s_20x20det_2_16_15 1662025 1657845 153098
SRM_1831_300s_20x20det_2_16_16 1661425 1655375 153090
SRM_1831_300s_20x20det_2_16_17 1661253 1655306 153092
SRM_1831_300s_20x20det_2_16_18 1224482 1217274 112761
SRM_1831_300s_20x20det_2_16_19 1664521 1659450 153353
SRM_1831_300s_20x20det_2_16_2  1659334 1654467 153107
SRM_1831_300s_20x20det_2_16_3  1246495 1240973 114156
SRM_1831_300s_20x20det_2_16_4  1661841 1657678 153400
SRM_1831_300s_20x20det_2_16_5  1661584 1657158 153043
SRM_1831_300s_20x20det_2_16_6  1659520 1654822 152841
SRM_1831_300s_20x20det_2_16_7  1660260 1654953 153103
SRM_1831_300s_20x20det_2_16_8  1660172 1654196 152487
SRM_1831_300s_20x20det_2_16_9  1629329 1624223 150124
SRM_1831_300s_20x20det_2_17_0  1663246 1657566 156580
SRM_1831_300s_20x20det_2_17_1  1665186 1656250 154692
SRM_1831_300s_20x20det_2_17_10 1662870 1658060 152130
SRM_1831_300s_20x20det_2_17_11 1666531 1656728 154075
SRM_1831_300s_20x20det_2_17_12 1662833 1654783 152913
SRM_1831_300s_20x20det_2_17_13 1663681 1660673 153818
SRM_1831_300s_20x20det_2_17_14 1076962 1072263  99425
SRM_1831_300s_20x20det_2_17_15 1661148 1659676 152647
SRM_1831_300s_20x20det_2_17_16 1662761 1656501 152633
SRM_1831_300s_20x20det_2_17_17 1664200 1658342 153663
SRM_1831_300s_20x20det_2_17_18 1661545 1658165 152452
SRM_1831_300s_20x20det_2_17_19 1355381 1353150 124893
SRM_1831_300s_20x20det_2_17_2  1663809 1657303 154426
SRM_1831_300s_20x20det_2_17_3  1664152 1660152 153541
SRM_1831_300s_20x20det_2_17_4  1664464 1657211 153249
SRM_1831_300s_20x20det_2_17_5  1664954 1659008 153839
SRM_1831_300s_20x20det_2_17_6  1667276 1658930 153285
SRM_1831_300s_20x20det_2_17_7  1664936 1661172 153079
SRM_1831_300s_20x20det_2_17_8  1664188 1660085 152743
SRM_1831_300s_20x20det_2_17_9  1660614 1657271 152378
SRM_1831_300s_20x20det_2_18_0  1662356 1655390 156091
SRM_1831_300s_20x20det_2_18_1  1661051 1656610 154369
SRM_1831_300s_20x20det_2_18_10 1661692 1653394 153283
SRM_1831_300s_20x20det_2_18_11 1664682 1655333 152251
SRM_1831_300s_20x20det_2_18_12 1662051 1659164 152268
SRM_1831_300s_20x20det_2_18_13 1662968 1655245 153591
SRM_1831_300s_20x20det_2_18_14 1663410 1657973 153080
SRM_1831_300s_20x20det_2_18_15 1661962 1654206 153300
SRM_1831_300s_20x20det_2_18_16 1662553 1656652 153334
SRM_1831_300s_20x20det_2_18_17 1662418 1652380 152829
SRM_1831_300s_20x20det_2_18_18 1661571 1656503 153597
SRM_1831_300s_20x20det_2_18_19 1654615 1648138 152046
SRM_1831_300s_20x20det_2_18_2  1659695 1653520 153735
SRM_1831_300s_20x20det_2_18_3  1661900 1655058 152731
SRM_1831_300s_20x20det_2_18_4  1661503 1654133 152947
SRM_1831_300s_20x20det_2_18_5  1655480 1649127 151954
SRM_1831_300s_20x20det_2_18_6  1659978 1653907 152584
SRM_1831_300s_20x20det_2_18_7  1652500 1653196 152548
SRM_1831_300s_20x20det_2_18_8  1661886 1655355 152820
SRM_1831_300s_20x20det_2_18_9  1660290 1654963 153147
SRM_1831_300s_20x20det_2_19_0  1657994 1654377 155690
SRM_1831_300s_20x20det_2_19_1  1658803 1652484 152965
SRM_1831_300s_20x20det_2_19_10 1659827 1655842 152887
SRM_1831_300s_20x20det_2_19_11 1664251 1657958 152912
SRM_1831_300s_20x20det_2_19_12 1667312 1659503 153754
SRM_1831_300s_20x20det_2_19_13 1667557 1658645 153558
SRM_1831_300s_20x20det_2_19_14 1665373 1655774 152785
SRM_1831_300s_20x20det_2_19_15 1662398 1657580 152532
SRM_1831_300s_20x20det_2_19_16 1666020 1654513 152853
SRM_1831_300s_20x20det_2_19_17 1666626 1656813 152748
SRM_1831_300s_20x20det_2_19_18 1665509 1657350 152950
SRM_1831_300s_20x20det_2_19_19 1664725 1659413 152777
SRM_1831_300s_20x20det_2_19_2  1659823 1654462 153805
SRM_1831_300s_20x20det_2_19_3  1660589 1655385 152321
SRM_1831_300s_20x20det_2_19_4  1662042 1657739 152480
SRM_1831_300s_20x20det_2_19_5  1660639 1656027 152897
SRM_1831_300s_20x20det_2_19_6  1661698 1658001 153512
SRM_1831_300s_20x20det_2_19_7  1661667 1654608 153253
SRM_1831_300s_20x20det_2_19_8  1659823 1654545 153268
SRM_1831_300s_20x20det_2_19_9  1663515 1658473 152817
SRM_1831_300s_20x20det_2_2_0   1657356 1653168 157302
SRM_1831_300s_20x20det_2_2_1   1658919 1652476 154569
SRM_1831_300s_20x20det_2_2_10  1660888 1655050 153537
SRM_1831_300s_20x20det_2_2_11  1103478 1103838 101902
SRM_1831_300s_20x20det_2_2_12  1658457 1653880 152501
SRM_1831_300s_20x20det_2_2_13  1661262 1653956 153305
SRM_1831_300s_20x20det_2_2_14  1659201 1655147 153223
SRM_1831_300s_20x20det_2_2_15  1660350 1652797 153378
SRM_1831_300s_20x20det_2_2_16  1656696 1654315 153033
SRM_1831_300s_20x20det_2_2_17  1659780 1654663 153498
SRM_1831_300s_20x20det_2_2_18  1656399 1655640 153038
SRM_1831_300s_20x20det_2_2_19  1659776 1656334 152843
SRM_1831_300s_20x20det_2_2_2   1656146 1652636 153342
SRM_1831_300s_20x20det_2_2_3   1657558 1654928 153480
SRM_1831_300s_20x20det_2_2_4   1659450 1653095 153147
SRM_1831_300s_20x20det_2_2_5     71650   72044   6549
SRM_1831_300s_20x20det_2_2_6   1658263 1653854 153157
SRM_1831_300s_20x20det_2_2_7    528615  527009  49061
SRM_1831_300s_20x20det_2_2_8   1659975 1657134 152819
SRM_1831_300s_20x20det_2_2_9   1657442 1654955 152971
SRM_1831_300s_20x20det_2_3_0   1661774 1655249 157435
SRM_1831_300s_20x20det_2_3_1   1659227 1654548 154706
SRM_1831_300s_20x20det_2_3_10  1661549 1655085 152625
SRM_1831_300s_20x20det_2_3_11  1659724 1657245 153118
SRM_1831_300s_20x20det_2_3_12  1657668 1653914 153304
SRM_1831_300s_20x20det_2_3_13  1659774 1656754 152424
SRM_1831_300s_20x20det_2_3_14  1656384 1652597 152760
SRM_1831_300s_20x20det_2_3_15  1661679 1657078 152346
SRM_1831_300s_20x20det_2_3_16  1659903 1656961 152101
SRM_1831_300s_20x20det_2_3_17  1659396 1656977 153233
SRM_1831_300s_20x20det_2_3_18  1660427 1657503 152075
SRM_1831_300s_20x20det_2_3_19  1660423 1656441 152891
SRM_1831_300s_20x20det_2_3_2   1659879 1657012 154496
SRM_1831_300s_20x20det_2_3_3   1658920 1654513 152836
SRM_1831_300s_20x20det_2_3_4   1281526 1278045 118731
SRM_1831_300s_20x20det_2_3_5   1660136 1658114 153219
SRM_1831_300s_20x20det_2_3_6   1657886 1657177 153282
SRM_1831_300s_20x20det_2_3_7   1659923 1655603 153198
SRM_1831_300s_20x20det_2_3_8   1661157 1656999 154236
SRM_1831_300s_20x20det_2_3_9   1659611 1654796 153422
SRM_1831_300s_20x20det_2_4_0   1660522 1657791 156906
SRM_1831_300s_20x20det_2_4_1   1659844 1656799 154665
SRM_1831_300s_20x20det_2_4_10  1658456 1654409 153049
SRM_1831_300s_20x20det_2_4_11  1659951 1654632 152867
SRM_1831_300s_20x20det_2_4_12  1656281 1653822 152616
SRM_1831_300s_20x20det_2_4_13  1658211 1653462 152983
SRM_1831_300s_20x20det_2_4_14  1658180 1653073 152911
SRM_1831_300s_20x20det_2_4_15  1660591 1656984 152509
SRM_1831_300s_20x20det_2_4_16  1633085 1653269 153060
SRM_1831_300s_20x20det_2_4_17  1658743 1655180 152468
SRM_1831_300s_20x20det_2_4_18  1661262 1656834 152479
SRM_1831_300s_20x20det_2_4_19  1660305 1655409 153132
SRM_1831_300s_20x20det_2_4_2   1655564 1655274 153658
SRM_1831_300s_20x20det_2_4_3   1656628 1652502 152932
SRM_1831_300s_20x20det_2_4_4   1654084 1650606 152691
SRM_1831_300s_20x20det_2_4_5   1654235 1651027 152122
SRM_1831_300s_20x20det_2_4_6   1657810 1651543 152912
SRM_1831_300s_20x20det_2_4_7   1657997 1653470 152267
SRM_1831_300s_20x20det_2_4_8   1657093 1654470 153073
SRM_1831_300s_20x20det_2_4_9   1655426 1655633 152827
SRM_1831_300s_20x20det_2_5_0   1657661 1653107 155970
SRM_1831_300s_20x20det_2_5_1   1660069 1655139 154370
SRM_1831_300s_20x20det_2_5_10  1661932 1658080 154135
SRM_1831_300s_20x20det_2_5_11  1659497 1658929 153281
SRM_1831_300s_20x20det_2_5_12  1657034 1653744 152329
SRM_1831_300s_20x20det_2_5_13  1105733 1103806 102088
SRM_1831_300s_20x20det_2_5_14  1659761 1660722 153343
SRM_1831_300s_20x20det_2_5_15  1658297 1655540 153576
SRM_1831_300s_20x20det_2_5_16  1660585 1653635 152316
SRM_1831_300s_20x20det_2_5_17  1658836 1653975 152950
SRM_1831_300s_20x20det_2_5_18  1660460 1653865 152636
SRM_1831_300s_20x20det_2_5_19  1659273 1655116 153249
SRM_1831_300s_20x20det_2_5_2   1655882 1654194 153775
SRM_1831_300s_20x20det_2_5_3   1655123 1651787 153144
SRM_1831_300s_20x20det_2_5_4   1602989 1647500 152851
SRM_1831_300s_20x20det_2_5_5   1659059 1654787 152653
SRM_1831_300s_20x20det_2_5_6   1661187 1654915 151675
SRM_1831_300s_20x20det_2_5_7   1660719 1655064 152241
SRM_1831_300s_20x20det_2_5_8   1659497 1654447 153154
SRM_1831_300s_20x20det_2_5_9   1659350 1657650 153487
SRM_1831_300s_20x20det_2_6_0    951782  950030  89219
SRM_1831_300s_20x20det_2_6_1   1653343 1654732 154391
SRM_1831_300s_20x20det_2_6_10  1657984 1652846 152261
SRM_1831_300s_20x20det_2_6_11  1659906 1654580 152811
SRM_1831_300s_20x20det_2_6_12  1659142 1656687 152820
SRM_1831_300s_20x20det_2_6_13  1548815 1547129 142003
SRM_1831_300s_20x20det_2_6_14  1661243 1656097 153417
SRM_1831_300s_20x20det_2_6_15  1662039 1657149 153250
SRM_1831_300s_20x20det_2_6_16  1656454 1653306 152676
SRM_1831_300s_20x20det_2_6_17  1660564 1654184 152619
SRM_1831_300s_20x20det_2_6_18   186396  185959  17068
SRM_1831_300s_20x20det_2_6_19  1658747 1656934 152780
SRM_1831_300s_20x20det_2_6_2   1659109 1652302 153013
SRM_1831_300s_20x20det_2_6_3   1502056 1497381 138315
SRM_1831_300s_20x20det_2_6_4   1659389 1654404 152989
SRM_1831_300s_20x20det_2_6_5   1657282 1650607 152962
SRM_1831_300s_20x20det_2_6_6   1659424 1653350 152407
SRM_1831_300s_20x20det_2_6_7   1659181 1655867 152840
SRM_1831_300s_20x20det_2_6_8   1659266 1654560 152157
SRM_1831_300s_20x20det_2_6_9   1659734 1656569 151919
SRM_1831_300s_20x20det_2_7_0   1658693 1655167 155001
SRM_1831_300s_20x20det_2_7_1   1661551 1652408 153565
SRM_1831_300s_20x20det_2_7_10  1663031 1657768 152840
SRM_1831_300s_20x20det_2_7_11  1659605 1654150 153457
SRM_1831_300s_20x20det_2_7_12  1661356 1656901 153034
SRM_1831_300s_20x20det_2_7_13  1272114 1266952 116965
SRM_1831_300s_20x20det_2_7_14  1661761 1654985 153038
SRM_1831_300s_20x20det_2_7_15  1657727 1657292 153383
SRM_1831_300s_20x20det_2_7_16  1657856 1652864 152584
SRM_1831_300s_20x20det_2_7_17  1661541 1658699 153772
SRM_1831_300s_20x20det_2_7_18  1658112 1655115 152154
SRM_1831_300s_20x20det_2_7_19  1657784 1654803 152850
SRM_1831_300s_20x20det_2_7_2   1658704 1653910 153433
SRM_1831_300s_20x20det_2_7_3   1659190 1657938 153386
SRM_1831_300s_20x20det_2_7_4   1660439 1656984 153049
SRM_1831_300s_20x20det_2_7_5   1661347 1655048 152835
SRM_1831_300s_20x20det_2_7_6   1660055 1658234 153180
SRM_1831_300s_20x20det_2_7_7   1658746 1653712 152936
SRM_1831_300s_20x20det_2_7_8   1662208 1656486 153502
SRM_1831_300s_20x20det_2_7_9   1659764 1653719 153104
SRM_1831_300s_20x20det_2_8_0   1662176 1656196 156135
SRM_1831_300s_20x20det_2_8_1   1661382 1657979 154422
SRM_1831_300s_20x20det_2_8_10  1659771 1657941 153064
SRM_1831_300s_20x20det_2_8_11  1659637 1652604 153055
SRM_1831_300s_20x20det_2_8_12  1658491 1654504 153141
SRM_1831_300s_20x20det_2_8_13  1657346 1652872 152274
SRM_1831_300s_20x20det_2_8_14  1657028 1653161 152734
SRM_1831_300s_20x20det_2_8_15  1660267 1658291 153068
SRM_1831_300s_20x20det_2_8_16   520049  519432  47925
SRM_1831_300s_20x20det_2_8_17  1659214 1652188 152568
SRM_1831_300s_20x20det_2_8_18  1659602 1657726 152856
SRM_1831_300s_20x20det_2_8_19  1664050 1658627 153620
SRM_1831_300s_20x20det_2_8_2   1659340 1655939 154482
SRM_1831_300s_20x20det_2_8_3   1663564 1656961 153586
SRM_1831_300s_20x20det_2_8_4   1663773 1658666 153236
SRM_1831_300s_20x20det_2_8_5   1661579 1655881 153105
SRM_1831_300s_20x20det_2_8_6   1661193 1655492 152710
SRM_1831_300s_20x20det_2_8_7   1663412 1657723 153200
SRM_1831_300s_20x20det_2_8_8   1661734 1655992 154067
SRM_1831_300s_20x20det_2_8_9   1661505 1656511 152778
SRM_1831_300s_20x20det_2_9_0   1657203 1656166 155101
SRM_1831_300s_20x20det_2_9_1   1314405 1309899 121879
SRM_1831_300s_20x20det_2_9_10  1659563 1656589 153500
SRM_1831_300s_20x20det_2_9_11  1660480 1659292 152987
SRM_1831_300s_20x20det_2_9_12   331662  330404  30513
SRM_1831_300s_20x20det_2_9_13  1661305 1656693 152658
SRM_1831_300s_20x20det_2_9_14  1658733 1655194 152973
SRM_1831_300s_20x20det_2_9_15  1658019 1650090 152374
SRM_1831_300s_20x20det_2_9_16  1660954 1656523 152509
SRM_1831_300s_20x20det_2_9_17  1647261 1653754 152570
SRM_1831_300s_20x20det_2_9_18  1660920 1656345 152718
SRM_1831_300s_20x20det_2_9_19  1661030 1655375 152540
SRM_1831_300s_20x20det_2_9_2   1612071 1650158 154314
SRM_1831_300s_20x20det_2_9_3   1659334 1656373 152969
SRM_1831_300s_20x20det_2_9_4   1655681 1651452 152702
SRM_1831_300s_20x20det_2_9_5   1659430 1655740 153408
SRM_1831_300s_20x20det_2_9_6   1658336 1656525 152425
SRM_1831_300s_20x20det_2_9_7   1658161 1657268 153090
SRM_1831_300s_20x20det_2_9_8    246249  246005  22729
SRM_1831_300s_20x20det_2_9_9   1661860 1655720 152289


Mean value:                    1558971 1554692 145174
Std. Abw.:                      194362  193677  17816
Std. Abw. rel. [%]:              12.47   12.46  12.27
Conf. interval:                   6872    6848    630
