Net counts

Spectrum                              Na    Mg    Al      Si     S    Cl      K      Ca    Ti     V    Mn     Fe    Ni    Zn    Rb    Sr    Zr     Rh    Cd
SRM_1831_300s_20x20det_1_16_15.spx 10353 11593 15881 1674597  9852    29  48756 1856998  6486   367  2316 118885  2039 14782  7268 35299 11015 130320     0
SRM_1831_300s_20x20det_1_16_16.spx 10420 11864 15830 1678996  9957     0  48827 1858196  6557   357  2195 120184  1955 15119  7056 36147 11220 130622     0
SRM_1831_300s_20x20det_1_16_17.spx 10108 11550 16256 1675836 10049     0  45537 1858045  6579   573  2478 119925  2057 14508  7314 35477 10762 130262     0
SRM_1831_300s_20x20det_1_16_18.spx 10487 11568 15996 1679987 10079     0  46185 1859512  6667   671  1813 118719  1830 14401  7026 35891 11482 130060     0
SRM_1831_300s_20x20det_1_16_19.spx 10130 11764 16049 1675768 10210     0  49893 1857900  6460   463  2405 118936  2699 14619  7062 35964 11628 130875     0
SRM_1831_300s_20x20det_1_16_2.spx  10424 11821 16175 1677818  9722     0  49509 1857669  6544   580  2440 120252  1062 14550  7125 35603 11568 131041     0
SRM_1831_300s_20x20det_1_16_3.spx  10347 11542 15831 1670261 10104     0  48639 1853248  6431   323  2757 120070  2613 15022  6938 35368 11449 130406     0
SRM_1831_300s_20x20det_1_16_4.spx  10226 11491 15913 1677808 10253     0  50405 1859437  7034   684  1814 119787  2032 14739  7081 35720 11546 130252     0
SRM_1831_300s_20x20det_1_16_5.spx  10147 11636 15723 1677917  9879     0  41587 1855789  6538   388  2970 120719  2387 14277  7119 35624 11354 129959     0
SRM_1831_300s_20x20det_1_16_6.spx   9786 11553 15603 1675139 10108     0  46429 1855433  6454   387  2494 119121  1997 14665  6552 35974 11478 130071     0
SRM_1831_300s_20x20det_1_16_7.spx  10310 11319 15467 1672888 10187     0  46015 1857630  6613   442  2294 119830  2029 14428  6568 34720 12409 131378     0
SRM_1831_300s_20x20det_1_16_8.spx  10395 11627 15695 1675619 10316   115  46002 1858263  6352   443  3306 121098  2188 14157  7009 36105 11384 131842     0
SRM_1831_300s_20x20det_1_16_9.spx  10064 11508 16071 1674887 10048    95  46652 1855427  6780   817  3162 119822  1829 14241  6912 36082 12135 130879     0
SRM_1831_300s_20x20det_1_17_0.spx  10307 11536 15803 1679347  9979     0  44991 1862226  6412   382  2510 119745  2344 15011  6672 35388 11472 130747     0
SRM_1831_300s_20x20det_1_17_1.spx  10402 11724 16043 1677392 10133     0  44810 1860223  6572   428  2498 119978  2049 14621  6520 34974 11397 130957     0
SRM_1831_300s_20x20det_1_17_10.spx 10141 11514 15885 1678719 10066     0  45148 1857921  6914   803  2627 121049  1912 14967  7220 36085 12235 130075     0
SRM_1831_300s_20x20det_1_17_11.spx 10262 11754 15734 1680166 10123   208  46274 1858631  6467   528  2141 120567  2404 14977  7572 36009 12303 131373     0
SRM_1831_300s_20x20det_1_17_12.spx 10136 11471 15977 1679348 10049   108  45911 1859388  6562   487  2683 120349  2923 14324  6257 34997 11976 131587     0
SRM_1831_300s_20x20det_1_17_13.spx 10139 11683 15958 1677611  9844    81  50778 1857779  6913   496  2765 120128  2147 14727  7181 36789 12747 130296     0
SRM_1831_300s_20x20det_1_17_14.spx 10176 11367 15590 1678570 10121     0  52033 1860046  6455   651  2703 119913  1810 15012  6535 35736 10987 130914     0
SRM_1831_300s_20x20det_1_17_15.spx 10457 11799 15669 1673901  9901     0  48725 1855585  6288   343  2632 120219  2273 14023  6452 35144 11931 131378     0
SRM_1831_300s_20x20det_1_17_16.spx 10199 11419 15871 1680097 10176     0  48169 1856845  6421   831  2544 120870  2032 13552  7682 35574 11633 130258     0
SRM_1831_300s_20x20det_1_17_17.spx 10247 11918 15956 1677299 10018   244  54202 1855504  6634   487  2823 120452  2447 15026  7521 35539 10840 131007     0
SRM_1831_300s_20x20det_1_17_18.spx 10005 11711 15872 1676677  9754    11  44381 1857165  6734   453  2456 119897  1962 14693  6705 35801 11483 130939     0
SRM_1831_300s_20x20det_1_17_19.spx 10408 11525 15815 1678227 10203     0  43574 1856098  6994   845  2911 119887  1974 14326  5808 35567 11258 130385     0
SRM_1831_300s_20x20det_1_17_2.spx  10320 11639 15613 1678899  9952     0  49401 1859331  6541   234  2653 120803  1458 14988  7428 35716 11713 130433     0
SRM_1831_300s_20x20det_1_17_3.spx  10229 11656 15847 1681160 10103     0  46931 1860755  6615   294  2996 120071  2323 14821  7339 35879 11534 130719     0
SRM_1831_300s_20x20det_1_17_4.spx  10227 11436 15801 1671840  9679     0  46733 1852754  6751   432  2661 119616  1932 14419  7464 34922 11834 130715     0
SRM_1831_300s_20x20det_1_17_5.spx  10159 11445 15835 1679148 10292   179  47166 1862573  6244   411  2148 120532  1784 14370  6364 35457 11742 130694     0
SRM_1831_300s_20x20det_1_17_6.spx  10347 11614 15855 1679181 10095    57  49795 1857482  6406   365  2967 119974  3208 14163  6231 35492 11256 130858     0
SRM_1831_300s_20x20det_1_17_7.spx   9991 11486 15601 1677391  9975     0  52253 1855366  6572   222  2260 120892  2800 13989  6362 34977 11558 131202     0
SRM_1831_300s_20x20det_1_17_8.spx  10346 11521 15695 1677374  9912     0  46096 1854591  6330   506  2199 119816  2511 14880  6649 35612 11762 132476     0
SRM_1831_300s_20x20det_1_17_9.spx  10110 11843 15601 1680293 10459    96  50747 1862681  6625   535  2659 120050  1578 14962  6827 35716 11509 131220     0
SRM_1831_300s_20x20det_1_18_0.spx  10108 11395 16269 1676903  9893     0  44171 1859131  6612   605  2609 120062  1888 14680  6409 34665 11392 131636     0
SRM_1831_300s_20x20det_1_18_1.spx  10385 11704 16181 1672785 10322    88  44010 1855185  6367   404  2500 120710  2737 14881  6885 35296 11435 131241     0
SRM_1831_300s_20x20det_1_18_10.spx 10268 11644 15818 1674833 10261   129  49345 1852852  6641   846  2433 120161  2035 13784  7499 35715 11803 130870     0
SRM_1831_300s_20x20det_1_18_11.spx 10407 11387 16056 1676323  9970     0  46017 1857445  6178   611  2529 120394  2320 14716  7368 35672 10907 130111     0
SRM_1831_300s_20x20det_1_18_12.spx 10296 11675 15979 1678430 10118    33  47709 1852392  6892   474  3002 120341  1769 14293  6635 36243 10497 130595     0
SRM_1831_300s_20x20det_1_18_13.spx 10378 11768 15875 1676279 10200     0  45292 1854137  6535   438  2622 119712  2232 15092  7297 36201 12636 130301     0
SRM_1831_300s_20x20det_1_18_14.spx 10196 11512 15857 1674822 10155     0  47523 1856955  6692   592  2680 120114  1643 14269  7463 35306 11629 132041     0
SRM_1831_300s_20x20det_1_18_15.spx 10164 11557 15599 1673043 10256     0  49835 1852068  6546   494  2035 120131  2581 14567  6237 35471 12101 131351     0
SRM_1831_300s_20x20det_1_18_16.spx 10275 11758 15923 1671420 10241     0  46605 1852653  6576   428  2793 119917  2237 14834  6966 35373 11834 130844     0
SRM_1831_300s_20x20det_1_18_17.spx 10155 11748 15570 1674823 10127   159  41641 1854615  6378   612  2885 119463  2396 14119  7081 34549 11627 131538     0
SRM_1831_300s_20x20det_1_18_18.spx 10028 11559 15868 1673854 10168     0  47175 1855220  6643   497  2565 120596  2151 13739  6935 35526 10970 131049     0
SRM_1831_300s_20x20det_1_18_19.spx 10286 11793 16082 1673460 10100     0  52434 1854849  6645   797  2995 120652  1959 15158  6284 35839 11325 131303     0
SRM_1831_300s_20x20det_1_18_2.spx  10211 11659 16033 1677440 10315     0  50529 1859501  6774   495  2336 119510  2266 14904  7703 36018 11065 130786     0
SRM_1831_300s_20x20det_1_18_3.spx  10166 11493 15401 1673902  9833   121  45869 1852900  6613   154  2575 120189  2560 15285  6510 36534 12075 130224     0
SRM_1831_300s_20x20det_1_18_4.spx  10409 11849 15884 1679171 10176   114  43696 1857193  6114   507  2510 120389  2267 15391  6573 35608 11403 131103     0
SRM_1831_300s_20x20det_1_18_5.spx  10141 11640 15632 1672423 10109     0  51670 1857668  6619   476  2488 119835  1976 14328  5735 36016 11421 129757     0
SRM_1831_300s_20x20det_1_18_6.spx  10367 11629 15776 1676388  9805     0  45558 1853485  6169   333  2298 119999  2442 13704  7165 35052 11534 130724     0
SRM_1831_300s_20x20det_1_18_7.spx   9864 11289 15678 1667927  9855    82  51272 1855201  6262   395  2556 120066  2164 15225  5935 35626 11586 130599     0
SRM_1831_300s_20x20det_1_18_8.spx  10097 11535 15853 1677397 10138   175  50891 1854292  6651   293  2190 119539  2296 14834  6611 36029 11369 130413     0
SRM_1831_300s_20x20det_1_18_9.spx  10369 11579 15871 1675487 10189     0  49158 1855566  6499   579  2461 119593  2044 14946  7461 35710 11927 131359     0
SRM_1831_300s_20x20det_1_19_0.spx  10657 11773 16164 1676991  9944     0  47285 1853950  6518   461  2569 120150  2023 14088  6718 35523 11541 131998     0
SRM_1831_300s_20x20det_1_19_1.spx  10051 11472 16147 1673337 10280     0  43577 1852697  6407   422  2216 119690  1769 14889  6136 34973 11692 130838     0
SRM_1831_300s_20x20det_1_19_10.spx 10268 11452 15606 1673855 10030     0  45270 1853612  6395   726  2681 119881  1816 14932  5679 35029 11612 131172     0
SRM_1831_300s_20x20det_1_19_11.spx 10062 11342 15539 1678662 10020     0  49923 1857298  6377   623  2812 120193  1482 14515  6735 35255 11205 130403     0
SRM_1831_300s_20x20det_1_19_12.spx 10482 11619 15636 1677755 10527     0  46485 1855355  6345   580  2267 119384  2008 14447  7040 35523 11866 130696     0
SRM_1831_300s_20x20det_1_19_13.spx 10234 11638 15939 1680239 10206    23  51798 1858945  6703   853  2785 120289  1971 14540  6935 36312 12367 130345     0
SRM_1831_300s_20x20det_1_19_14.spx 10307 11473 16157 1674885  9812     0  46486 1857507  6413   199  2490 121031  2727 14495  7360 36807 11316 131018     0
SRM_1831_300s_20x20det_1_19_15.spx 10291 11490 15747 1671662  9782     0  45044 1847933  6587   346  2103 119369  1731 15172  7364 35809 11283 130923     0
SRM_1831_300s_20x20det_1_19_16.spx 10390 11404 16038 1677208 10239   188  50303 1853840  6591   892  2333 119373  2367 15159  7322 35620 11749 131609     0
SRM_1831_300s_20x20det_1_19_17.spx 10209 11819 15980 1674851 10347     0  42655 1852928  6514   455  2731 119250  1949 14807  6773 35132 11786 130096     0
SRM_1831_300s_20x20det_1_19_18.spx 10276 11645 15935 1679702  9855     0  45507 1859431  6679   433  2538 120245  2401 15241  7110 36743 11739 131613     0
SRM_1831_300s_20x20det_1_19_19.spx 10223 11480 15844 1679260 10167    69  51059 1861356  6456   568  2219 120545  1856 14173  6806 35844 12392 130923     0
SRM_1831_300s_20x20det_1_19_2.spx  10061 11742 16022 1674815 10000    49  50590 1854677  6278   298  2483 119747  2401 14959  7374 36631 11428 131117     0
SRM_1831_300s_20x20det_1_19_3.spx  10196 11816 15850 1671374 10064   211  40724 1852171  6678   700  2594 120414  1891 15423  7213 36202 11498 131013     0
SRM_1831_300s_20x20det_1_19_4.spx  10341 11674 15947 1673037  9829     0  43315 1854593  6559   370  2354 119372  2157 15167  6244 35156 11368 130284     0
SRM_1831_300s_20x20det_1_19_5.spx  10282 11689 15812 1679337 10075     0  41771 1858209  6863   651  2869 120176  1721 14690  6201 35551 12475 129526     0
SRM_1831_300s_20x20det_1_19_6.spx  10488 11857 15930 1673603 10070   317  47403 1854768  6520   598  2872 120117  2726 14731  7316 34845 11774 130495     0
SRM_1831_300s_20x20det_1_19_7.spx  10258 11755 16175 1674499  9835     0  45421 1854697  6761   845  2510 120043  1775 14604  6762 35694 11091 130937     0
SRM_1831_300s_20x20det_1_19_8.spx   9970 11663 15652 1672825 10459    83  46242 1853598  6616   441  2561 120042  1901 14156  5971 35617 11133 130490     0
SRM_1831_300s_20x20det_1_19_9.spx  10038 11786 15938 1677668 10145   148  48856 1858743  6255   282  2537 118808  2257 14964  6909 35744 11393 130939     0
SRM_1831_300s_20x20det_1_2_0.spx   10090 11385 15761 1674952 10109     0  50022 1861444  6526   393  2545 120417  2692 14855  7005 36263 11784 131282     0
SRM_1831_300s_20x20det_1_2_1.spx   10466 11503 15939 1675541  9984     0  47267 1859625  6715   431  2572 119053  2273 14473  7079 35428 10854 131436     0
SRM_1831_300s_20x20det_1_2_10.spx  10132 11597 15697 1674472 10271     0  48753 1859629  6873   671  2647 120112  2398 14781  7086 35361 12199 130543     0
SRM_1831_300s_20x20det_1_2_11.spx  10324 11827 15738 1669274 10126    62  52215 1855451  6528   484  2589 119258  1639 14420  6457 35717 11580 130581     0
SRM_1831_300s_20x20det_1_2_12.spx  10108 11492 15796 1674320 10097    67  47745 1856244  6542   166  2360 119486  1679 14295  6673 36093 11585 129140     0
SRM_1831_300s_20x20det_1_2_13.spx  10213 11666 15842 1675968 10025     0  48425 1860096  6492   548  2921 121170  2234 15097  6285 34866 11273 131889     0
SRM_1831_300s_20x20det_1_2_14.spx  10196 11524 15825 1672588 10024   169  48521 1852556  6680   350  1951 119877  2734 15325  6209 35116 10610 130652     0
SRM_1831_300s_20x20det_1_2_15.spx  10084 11664 15661 1671397 10411    84  50369 1853515  6451   539  2746 120290  2314 14796  7089 36311 11968 130007     0
SRM_1831_300s_20x20det_1_2_16.spx   9991 11491 15884 1662492  9626     0  48368 1846108  6440   407  2315 119002  1696 13891  6680 35954 11015 130522     0
SRM_1831_300s_20x20det_1_2_17.spx  10312 11750 15914 1672305  9797   162  46452 1851814  6698   707  2560 120003  2743 14640  6738 36054 11427 129970     0
SRM_1831_300s_20x20det_1_2_18.spx   9991 11569 15533 1672940  9824   300  53597 1857849  6337   365  2097 120814  2076 15294  6651 35349 11461 130400     0
SRM_1831_300s_20x20det_1_2_19.spx  10382 11343 15666 1675431 10421    27  53327 1861828  6503   171  2017 120208  1719 14880  7444 35954 10945 132121     0
SRM_1831_300s_20x20det_1_2_2.spx   10134 11599 15959 1672014 10101   208  47145 1856013  6341   395  2515 119764  2384 13926  7687 35773 11951 130662     0
SRM_1831_300s_20x20det_1_2_3.spx   10388 11809 15866 1677059  9868     0  51596 1861984  6944   586  2864 120654  2265 15372  7479 35636 11709 130247     0
SRM_1831_300s_20x20det_1_2_4.spx   10463 11336 16097 1670713 10412    96  48820 1855561  6265   668  2183 119999  2100 14621  6309 35049 11297 129654     0
SRM_1831_300s_20x20det_1_2_5.spx   10311 11466 15749 1672420 10101     0  56172 1854208  6888   620  2527 119282  1761 14713  7450 35698 11170 130106     0
SRM_1831_300s_20x20det_1_2_6.spx   10272 11559 15840 1676075  9711     0  52167 1856547  6865   522  2431 119719  2286 15253  7204 35975 11578 130006     0
SRM_1831_300s_20x20det_1_2_7.spx   10286 11583 15755 1671103  9928     0  48685 1854636  6607   763  2826 120031  2617 15757  7479 34936 11770 130588     0
SRM_1831_300s_20x20det_1_2_8.spx   10397 11545 15747 1674710 10101     0  47048 1855353  6420   361  2041 120690  2234 14511  7112 36491 11114 130734     0
SRM_1831_300s_20x20det_1_2_9.spx   10343 11480 15893 1676024  9985    76  52889 1857148  6774   728  2301 121016  2227 14833  7402 35388 11267 130719     0
SRM_1831_300s_20x20det_1_3_0.spx    9982 11508 15846 1672368 10043   271  52679 1858802  6620   614  2149 120015  1861 14644  6594 35196 11292 132095     0
SRM_1831_300s_20x20det_1_3_1.spx   10404 11622 16012 1674054  9930   329  53796 1859633  6564   662  2385 119795  2221 14720  6970 35065 11337 130711     0
SRM_1831_300s_20x20det_1_3_10.spx  10214 11685 15710 1673902 10323     0  49029 1857956  6304   603  2788 120896  2353 14154  6146 34832 11130 130034     0
SRM_1831_300s_20x20det_1_3_11.spx  10412 11716 15834 1675636 10289    30  54389 1860860  6813   239  2351 119294  2217 14810  6895 35278 10138 129431     0
SRM_1831_300s_20x20det_1_3_12.spx  10101 11515 15970 1677974 10358     2  47654 1856137  6483   392  2505 119518  2246 14270  6693 36485 10889 130210     0
SRM_1831_300s_20x20det_1_3_13.spx  10113 11242 15827 1672182 10003   125  49583 1853793  6777   328  2674 119470  2000 14757  7525 36062 11368 129959     0
SRM_1831_300s_20x20det_1_3_14.spx  10396 11509 16008 1673689 10769    57  53483 1855937  6473   458  2737 120220  2538 14539  8015 35917 12362 129253     0
SRM_1831_300s_20x20det_1_3_15.spx  10291 11824 15885 1677292 10145     0  49070 1854659  6468   356  2247 120874  2128 14258  6961 35408 10774 130569     0
SRM_1831_300s_20x20det_1_3_16.spx  10459 11755 15830 1674305 10113     0  50256 1857886  6745   736  2947 120547  2583 13966  6705 35807 10555 128843     0
SRM_1831_300s_20x20det_1_3_17.spx  10338 12018 15867 1674756 10197     0  51433 1852696  6646   319  2780 119931  2033 14256  6665 35712 11611 131160     0
SRM_1831_300s_20x20det_1_3_18.spx  10111 11607 15995 1673473 10131   102  45464 1858659  6514   374  2273 120166  3114 14936  7711 36587 10795 129641     0
SRM_1831_300s_20x20det_1_3_19.spx  10247 11829 15861 1674080 10295     0  50053 1859396  6765   314  2989 120494  2441 14043  6823 35954 11723 130042     0
SRM_1831_300s_20x20det_1_3_2.spx   10383 11607 15925 1672627  9624     0  46248 1858454  6671   245  2272 120242  2954 14519  6049 34795 11255 130976     0
SRM_1831_300s_20x20det_1_3_3.spx   10149 11578 15670 1678010 10062   195  51049 1858185  6633   569  2470 120448  2449 15368  7258 35338 11025 131214     0
SRM_1831_300s_20x20det_1_3_4.spx   10388 11437 15880 1675529 10022    17  54766 1857620  7019   732  2478 119315  1379 14464  7229 36747 11678 131159     0
SRM_1831_300s_20x20det_1_3_5.spx   10551 11537 16148 1675107  9793     0  46364 1856984  6445   357  2526 120395  2199 14356  7150 35707 10981 131089     0
SRM_1831_300s_20x20det_1_3_6.spx   10347 11809 15678 1676695  9948   105  51390 1855521  6803   683  2324 120455  1899 14242  7298 35362 11950 130814     0
SRM_1831_300s_20x20det_1_3_7.spx   10193 11432 15620 1671510  9953     0  49486 1857134  7185   876  2575 120012  2408 14644  6919 36679 11969 130575     0
SRM_1831_300s_20x20det_1_3_8.spx   10602 11503 15867 1673862  9977   159  49628 1859092  6502   426  2766 119654  2306 13981  7143 34992 11760 130715     0
SRM_1831_300s_20x20det_1_3_9.spx   10389 11419 15905 1676261  9842   232  47684 1858571  6511   484  2787 120728  2165 14905  6933 35377 11417 130606     0
SRM_1831_300s_20x20det_1_4_0.spx   10357 11783 15805 1674160 10159    15  45339 1858539  6358   785  2401 120731  2551 14789  7571 35856 11630 131474     0
SRM_1831_300s_20x20det_1_4_1.spx   10202 11515 15782 1673761  9911     0  44555 1856489  6984   832  3112 119872  2526 15018  5366 35097 10439 131098     0
SRM_1831_300s_20x20det_1_4_10.spx   9951 11543 15705 1673099 10220   115  51723 1853702  6563   672  2328 118816  1888 15385  7080 35101 12039 131862     0
SRM_1831_300s_20x20det_1_4_11.spx  10207 11678 16059 1672156  9979    27  45823 1851089  6559   640  2652 119759  2485 13907  7088 36185 11439 130044     0
SRM_1831_300s_20x20det_1_4_12.spx  10471 12012 15979 1671478 10193   239  54702 1855354  7069   670  2604 121167  1940 14268  5469 35244 11272 129795     0
SRM_1831_300s_20x20det_1_4_13.spx  10238 11518 15779 1673985  9721    23  51044 1857772  6715   258  2602 120916  1844 14685  7420 35249 11821 130942     0
SRM_1831_300s_20x20det_1_4_14.spx  10010 11376 15706 1672243 10088    65  48612 1855391  6430   390  2701 120193  2229 14706  6984 35974 11091 129775     0
SRM_1831_300s_20x20det_1_4_15.spx  10225 11651 15679 1671096 10370     0  48441 1855882  6597   660  2853 120667  1915 15229  7062 36002 11938 130157     0
SRM_1831_300s_20x20det_1_4_16.spx   9931 11297 15106 1646383 10147   787  52449 1855147  6685   732  2952 120625  2061 14813  6894 35765 11313 129505     0
SRM_1831_300s_20x20det_1_4_17.spx  10250 11480 15770 1671158 10180     0  50766 1853406  6514   436  2070 119431  2309 14507  6679 35038 12085 130445     0
SRM_1831_300s_20x20det_1_4_18.spx  10088 11590 15818 1674167 10210     0  50984 1856722  6575   783  2423 120498  2688 15004  7018 35080 10708 131340     0
SRM_1831_300s_20x20det_1_4_19.spx  10121 11423 15919 1677433 10189   450  52073 1860011  6325   514  2871 120760  2104 14065  7043 36033 11157 131009     0
SRM_1831_300s_20x20det_1_4_2.spx    9963 11595 15485 1673516  9769   153  47088 1859135  6312   351  2350 120092  2768 14863  7317 35509 10890 132002     0
SRM_1831_300s_20x20det_1_4_3.spx   10105 11431 15597 1672897 10146     0  46359 1853221  6628   579  2567 119840  2585 14993  6337 35086 11260 129039     0
SRM_1831_300s_20x20det_1_4_4.spx    9906 11632 15913 1667550  9998     0  49600 1848535  6217   619  2722 119975  1994 14832  6980 35579 11421 130433     0
SRM_1831_300s_20x20det_1_4_5.spx   10303 11545 15842 1669952 10078     0  45220 1852321  6700   654  2238 119458  2287 14832  6315 35704 11942 129768     0
SRM_1831_300s_20x20det_1_4_6.spx   10249 11645 15893 1668784  9765     0  50203 1851995  6759   372  2247 119753  2515 14612  7279 35406 11425 130284     0
SRM_1831_300s_20x20det_1_4_7.spx   10172 11391 15605 1672299  9868   119  49103 1855234  6310   585  2687 119132  1959 14304  6411 35768 11414 129877     0
SRM_1831_300s_20x20det_1_4_8.spx   10152 11767 15645 1671464  9856    21  55156 1855961  6317   590  2671 119672  2312 14727  7490 34721 11892 130986     0
SRM_1831_300s_20x20det_1_4_9.spx   10177 11970 15994 1672507 10162     0  44735 1850484  6355   510  2519 119825  2380 14814  7211 35496 10884 129432     0
SRM_1831_300s_20x20det_1_5_0.spx   10360 11522 16046 1675369 10039    12  52625 1859170  6582   282  2523 120233  2179 15410  6465 34834 11801 131113     0
SRM_1831_300s_20x20det_1_5_1.spx   10434 11760 15944 1675076  9878   138  50381 1860597  6395   315  2115 119558  1301 14195  7215 35445 11553 129900     0
SRM_1831_300s_20x20det_1_5_10.spx  10136 11624 15744 1672824  9851     0  50190 1855127  6362   367  2422 120133  2335 14800  6573 34918 11582 129740     0
SRM_1831_300s_20x20det_1_5_11.spx  10325 11445 15976 1679122 10154   249  47735 1861546  6652   682  2958 120590  1731 14770  6883 35524 11652 130653     0
SRM_1831_300s_20x20det_1_5_12.spx  10129 11539 16090 1673209 10209   246  45494 1855941  6433   728  2556 119951  2140 13996  6308 34796 10972 131056     0
SRM_1831_300s_20x20det_1_5_13.spx  10203 11486 15963 1673134 10006     0  43371 1856192  6472   663  2554 119851  1878 14035  7566 36255 10742 130544     0
SRM_1831_300s_20x20det_1_5_14.spx  10276 11832 15632 1677741 10017    60  49363 1863232  6733   620  2294 120781  1838 14778  6479 35793 12010 130493     0
SRM_1831_300s_20x20det_1_5_15.spx  10311 11442 16020 1674428 10445   148  48675 1857656  6290   811  2414 119589  2218 15033  6725 35926 11646 130776     0
SRM_1831_300s_20x20det_1_5_16.spx  10373 11531 15885 1670280 10268     0  47950 1853055  6768   793  3022 120318  2532 14734  6190 35588 11320 131288     0
SRM_1831_300s_20x20det_1_5_17.spx  10195 11439 15678 1672551 10010    59  50200 1856727  6127   622  2712 120098  2680 14049  6595 34614 11177 129606     0
SRM_1831_300s_20x20det_1_5_18.spx  10449 11674 15833 1674493  9730    56  49310 1853605  6722   397  2044 119578  2029 14330  6741 35980 11461 130138     0
SRM_1831_300s_20x20det_1_5_19.spx  10274 11643 15682 1671009 10118     0  48449 1856048  6877   371  2012 119796  1906 14528  7306 35550 11532 130549     0
SRM_1831_300s_20x20det_1_5_2.spx   10046 11543 15784 1674924 10312     0  50744 1856231  6528   144  2725 120044  2249 14647  6899 35832 11409 130261     0
SRM_1831_300s_20x20det_1_5_3.spx   10099 11633 15676 1669793 10149     2  56018 1855725  6617   332  1768 119485  1992 14629  6229 35541 10961 131200     0
SRM_1831_300s_20x20det_1_5_4.spx   10522 11576 15746 1675352  9912     0  44898 1856871  7001   351  2400 119834  2329 15224  6627 35096 11379 130842     0
SRM_1831_300s_20x20det_1_5_5.spx    9972 11440 15995 1667761 10127     0  50954 1853291  6687   338  2650 120516  2911 15330  7035 35648 11598 131651     0
SRM_1831_300s_20x20det_1_5_6.spx    9968 11471 15750 1671322  9963     0  51226 1855544  6449   129  2644 119790  2538 14516  6641 35247 10980 130737     0
SRM_1831_300s_20x20det_1_5_7.spx    1426  1669  2291  238425  1360     0   6723  264194   821    19   309  17047   249  2148   623  4931  1320  18768     0
SRM_1831_300s_20x20det_1_5_8.spx   10410 11401 15815 1672671  9837     0  51943 1854735  6455   335  2275 119608  2356 14156  7175 35571 11906 130977     0
SRM_1831_300s_20x20det_1_5_9.spx    9866 11450 15922 1671235  9871     0  44051 1852778  6441   401  2521 120463  2473 15062  6098 34741 10337 130672     0
SRM_1831_300s_20x20det_1_6_0.spx   10358 11688 16048 1675379  9892     0  49851 1859870  6372   132  2419 120210  1741 14743  6473 35025 12087 131455     0
SRM_1831_300s_20x20det_1_6_1.spx   10323 11312 15812 1673365  9879    36  54122 1856370  6455    32  2011 120219  2333 14477  6067 35457 11048 132205     0
SRM_1831_300s_20x20det_1_6_10.spx   9966 11533 15728 1673630 10200    22  48292 1856197  6311   445  2416 119687  1402 13611  6081 35899 11405 130157     0
SRM_1831_300s_20x20det_1_6_11.spx  10017 11783 15420 1671391  9918     0  46028 1856987  6520   549  2539 119553  1901 14577  6561 36026 10864 130521     0
SRM_1831_300s_20x20det_1_6_12.spx  10207 11589 15992 1677479 10061     0  46473 1858167  6443   114  2316 120528  2634 14499  7036 36002 11507 130500     0
SRM_1831_300s_20x20det_1_6_13.spx  10406 11687 16005 1672578  9851     0  44680 1853167  6696   504  2079 119880  1917 14780  6125 36339 11928 130715     0
SRM_1831_300s_20x20det_1_6_14.spx   9934 11617 15907 1678852 10310   230  47649 1858467  6404   452  2593 119856  2562 14999  6892 35210 11263 129450     0
SRM_1831_300s_20x20det_1_6_15.spx  10230 11657 15902 1675856  9818     0  52040 1856124  6507   577  2232 120642  2389 14896  7155 35519 12188 131900     0
SRM_1831_300s_20x20det_1_6_16.spx  10040 11625 15682 1674521  9920   309  49609 1855388  6650   350  2559 119794  1846 15287  7574 34905 11171 130679     0
SRM_1831_300s_20x20det_1_6_17.spx  10060 11438 15735 1671633  9965     0  47388 1854262  6766    77  2289 118934  1958 15117  7213 34912 11351 129005     0
SRM_1831_300s_20x20det_1_6_18.spx  10112 11831 15952 1676713  9937     0  47767 1856822  6923   391  2745 120131  2135 14551  7411 36931 10901 130771     0
SRM_1831_300s_20x20det_1_6_19.spx  10169 11589 15559 1674823  9809     0  42976 1855286  6533   802  2469 119033  1756 13772  7093 35414 11548 130262     0
SRM_1831_300s_20x20det_1_6_2.spx   10161 11553 15910 1673866 10156     0  49909 1854797  6728   599  2674 119585  1985 14147  6747 34811 11959 129144     0
SRM_1831_300s_20x20det_1_6_3.spx   10160 11545 15814 1672437  9789     0  48265 1854294  6339   470  2147 119741  2305 14745  7297 35743 11339 129943     0
SRM_1831_300s_20x20det_1_6_4.spx   10087 11779 15764 1675324  9863     0  47047 1857970  6387   177  2935 120293  2865 14773  7564 35323 11063 131282     0
SRM_1831_300s_20x20det_1_6_5.spx   10237 11650 16158 1671853 10070   244  45906 1850870  6411   455  2343 119520  1664 14985  7177 36454 11523 130230     0
SRM_1831_300s_20x20det_1_6_6.spx   10107 11695 15619 1671669  9915     0  46213 1855175  6568   481  2896 119696  2271 15226  7120 35818 11496 130085     0
SRM_1831_300s_20x20det_1_6_7.spx   10263 11632 15894 1673228  9905     0  47803 1853782  6569   184  2131 119749  2239 14752  7040 35896 10862 129992     0
SRM_1831_300s_20x20det_1_6_8.spx   10195 11472 15830 1675576  9898   141  48880 1858366  6609   776  2812 119638  2554 14475  7320 35732 11292 130223     0
SRM_1831_300s_20x20det_1_6_9.spx    9936 11524 15831 1672213  9914     0  47784 1855283  6451   749  2431 119193  2152 14761  6937 35886 11640 131586     0
SRM_1831_300s_20x20det_1_7_0.spx   10245 11716 16154 1674399  9940     0  52152 1853773  6696   559  2793 119609  2573 14749  7094 35654 11465 131179     0
