Net counts

Spectrum                            Si      Ca     Rh
SRM_1831_300s_20x20det_2_1_2   1808389 1997173 126734
SRM_1831_300s_20x20det_2_1_3   1807065 1992720 126460
SRM_1831_300s_20x20det_2_1_4   1141236 1259256  79547
SRM_1831_300s_20x20det_2_1_5   1805791 1991769 129511
SRM_1831_300s_20x20det_2_1_6   1805776 1994753 126636
SRM_1831_300s_20x20det_2_1_7   1807795 1995945 126862
SRM_1831_300s_20x20det_2_1_8   1808906 1994344 126937
SRM_1831_300s_20x20det_2_1_9   1806636 1992039 127656
SRM_1831_300s_20x20det_2_10_0  1807007 1993587 127205
SRM_1831_300s_20x20det_2_10_1  1806897 1995077 127321
SRM_1831_300s_20x20det_2_10_10 1776845 1987518 126674
SRM_1831_300s_20x20det_2_10_11 1809111 1995681 125684
SRM_1831_300s_20x20det_2_10_12 1808341 1996207 126294
SRM_1831_300s_20x20det_2_10_13 1806401 1993404 127412
SRM_1831_300s_20x20det_2_10_14 1805798 1994220 127846
SRM_1831_300s_20x20det_2_10_15 1811711 1997227 127600
SRM_1831_300s_20x20det_2_10_16 1810010 1992948 126584
SRM_1831_300s_20x20det_2_10_17 1804304 1992937 127555
SRM_1831_300s_20x20det_2_10_18 1807623 1995640 127948
SRM_1831_300s_20x20det_2_10_19 1807656 1997071 128321
SRM_1831_300s_20x20det_2_10_2  1811338 1997847 127206
SRM_1831_300s_20x20det_2_10_3  1810712 1991930 126751
SRM_1831_300s_20x20det_2_10_4  1809988 1993618 127093
SRM_1831_300s_20x20det_2_10_5  1809522 1995507 126446
SRM_1831_300s_20x20det_2_10_6  1807820 1992293 126337
SRM_1831_300s_20x20det_2_10_7  1809286 1996239 126508
SRM_1831_300s_20x20det_2_10_8  1808418 1994884 126990
SRM_1831_300s_20x20det_2_10_9  1128546 1244457  78864
SRM_1831_300s_20x20det_2_11_0  1802418 1990047 128532
SRM_1831_300s_20x20det_2_11_1  1805762 1992885 127685
SRM_1831_300s_20x20det_2_11_10 1810665 1995561 127005
SRM_1831_300s_20x20det_2_11_11 1810239 1995513 126682
SRM_1831_300s_20x20det_2_11_12 1809993 1995504 126895
SRM_1831_300s_20x20det_2_11_13 1807773 1997053 125978
SRM_1831_300s_20x20det_2_11_14 1810336 1997771 126859
SRM_1831_300s_20x20det_2_11_15 1810605 1998028 127504
SRM_1831_300s_20x20det_2_11_16  845677  933854  59163
SRM_1831_300s_20x20det_2_11_17 1801591 1995113 126912
SRM_1831_300s_20x20det_2_11_18 1809605 1991651 127172
SRM_1831_300s_20x20det_2_11_19 1805062 1995478 126632
SRM_1831_300s_20x20det_2_11_2  1807200 1993865 127141
SRM_1831_300s_20x20det_2_11_3   601553  662869  41406
SRM_1831_300s_20x20det_2_11_4  1805739 1995112 126044
SRM_1831_300s_20x20det_2_11_5  1810620 1995382 127603
SRM_1831_300s_20x20det_2_11_6  1808191 1995551 126947
SRM_1831_300s_20x20det_2_11_7  1811903 1994377 126237
SRM_1831_300s_20x20det_2_11_8  1806931 1994674 126544
SRM_1831_300s_20x20det_2_11_9  1086014 1196542  76142
SRM_1831_300s_20x20det_2_12_0  1808656 1995226 127048
SRM_1831_300s_20x20det_2_12_1   758600  836537  53149
SRM_1831_300s_20x20det_2_12_10 1812282 1997187 127609
SRM_1831_300s_20x20det_2_12_11 1805445 1993978 126117
SRM_1831_300s_20x20det_2_12_12 1804792 1991465 126638
SRM_1831_300s_20x20det_2_12_13 1808938 1996344 127485
SRM_1831_300s_20x20det_2_12_14 1808916 1996072 125663
SRM_1831_300s_20x20det_2_12_15 1805142 1994801 125502
SRM_1831_300s_20x20det_2_12_16 1805485 1993466 127097
SRM_1831_300s_20x20det_2_12_17 1808416 1991926 126665
SRM_1831_300s_20x20det_2_12_18 1807611 1994662 127007
SRM_1831_300s_20x20det_2_12_19 1348094 1486520  94582
SRM_1831_300s_20x20det_2_12_2  1808886 1996724 127546
SRM_1831_300s_20x20det_2_12_3  1808361 1994125 126661
SRM_1831_300s_20x20det_2_12_4  1810231 1994684 127216
SRM_1831_300s_20x20det_2_12_5  1258426 1390226  87713
SRM_1831_300s_20x20det_2_12_6  1805138 1992520 126613
SRM_1831_300s_20x20det_2_12_7  1807673 1993147 126463
SRM_1831_300s_20x20det_2_12_8  1810165 1995415 128376
SRM_1831_300s_20x20det_2_12_9  1810032 1993547 127287
SRM_1831_300s_20x20det_2_13_0   877371  967172  61390
SRM_1831_300s_20x20det_2_13_1  1806726 1990730 127862
SRM_1831_300s_20x20det_2_13_10 1812607 1997801 126129
SRM_1831_300s_20x20det_2_13_11 1812983 1998270 128153
SRM_1831_300s_20x20det_2_13_12 1802963 1995165 128264
SRM_1831_300s_20x20det_2_13_13 1812707 1998619 126969
SRM_1831_300s_20x20det_2_13_14 1810926 1995787 127455
SRM_1831_300s_20x20det_2_13_15 1811300 1996940 127137
SRM_1831_300s_20x20det_2_13_16 1812009 1996235 126907
SRM_1831_300s_20x20det_2_13_17 1810172 1994340 126349
SRM_1831_300s_20x20det_2_13_18 1812619 1995657 127564
SRM_1831_300s_20x20det_2_13_19 1811608 1997530 128271
SRM_1831_300s_20x20det_2_13_2  1808332 1992406 126496
SRM_1831_300s_20x20det_2_13_3  1806635 1993782 126314
SRM_1831_300s_20x20det_2_13_4  1805310 1991264 127228
SRM_1831_300s_20x20det_2_13_5  1810137 1996902 128083
SRM_1831_300s_20x20det_2_13_6  1808563 1995819 126636
SRM_1831_300s_20x20det_2_13_7  1808544 1996510 126741
SRM_1831_300s_20x20det_2_13_8  1809666 1996085 128079
SRM_1831_300s_20x20det_2_13_9  1810938 1997643 126854
SRM_1831_300s_20x20det_2_14_0  1810558 1997584 127156
SRM_1831_300s_20x20det_2_14_1  1811210 1994811 127823
SRM_1831_300s_20x20det_2_14_10 1809140 1996053 125796
SRM_1831_300s_20x20det_2_14_11 1808791 1998404 127572
SRM_1831_300s_20x20det_2_14_12  176766  195487  11766
SRM_1831_300s_20x20det_2_14_13 1815163 2000997 127688
SRM_1831_300s_20x20det_2_14_14 1808737 1992966 127781
SRM_1831_300s_20x20det_2_14_15 1810711 1997470 126957
SRM_1831_300s_20x20det_2_14_16 1810101 1995799 126933
SRM_1831_300s_20x20det_2_14_17 1808063 1991826 126894
SRM_1831_300s_20x20det_2_14_18 1811316 1996822 127142
SRM_1831_300s_20x20det_2_14_19 1809652 1996382 128384
SRM_1831_300s_20x20det_2_14_2  1808554 1991421 126670
SRM_1831_300s_20x20det_2_14_3  1810516 1995693 127891
SRM_1831_300s_20x20det_2_14_4  1809333 1991171 126819
SRM_1831_300s_20x20det_2_14_5  1809752 1993064 127074
SRM_1831_300s_20x20det_2_14_6  1809291 1991272 128571
SRM_1831_300s_20x20det_2_14_7  1808758 1992074 125987
SRM_1831_300s_20x20det_2_14_8  1809435 1996145 126804
SRM_1831_300s_20x20det_2_14_9  1139217 1288845  82123
SRM_1831_300s_20x20det_2_15_0  1810956 1993978 127541
SRM_1831_300s_20x20det_2_15_1  1058995 1170412  74278
SRM_1831_300s_20x20det_2_15_10 1511034 1668961 104902
SRM_1831_300s_20x20det_2_15_11 1808310 1993731 126926
SRM_1831_300s_20x20det_2_15_12 1808566 1993613 126646
SRM_1831_300s_20x20det_2_15_13  366135  405319  25377
SRM_1831_300s_20x20det_2_15_14 1803150 1992736 127211
SRM_1831_300s_20x20det_2_15_15 1816508 2000205 126922
SRM_1831_300s_20x20det_2_15_16 1814009 1996026 128257
SRM_1831_300s_20x20det_2_15_17 1813315 1996206 127444
SRM_1831_300s_20x20det_2_15_18 1810091 1994486 127361
SRM_1831_300s_20x20det_2_15_19 1812556 1997257 127125
SRM_1831_300s_20x20det_2_15_2  1808100 1991766 126278
SRM_1831_300s_20x20det_2_15_3  1807557 1992955 127722
SRM_1831_300s_20x20det_2_15_4  1810759 1993711 126442
SRM_1831_300s_20x20det_2_15_5  1810823 1991035 127192
SRM_1831_300s_20x20det_2_15_6  1809717 1996132 127345
SRM_1831_300s_20x20det_2_15_7  1810633 1996934 126596
SRM_1831_300s_20x20det_2_15_8  1811394 1992517 127583
SRM_1831_300s_20x20det_2_15_9  1811656 1996717 126934
SRM_1831_300s_20x20det_2_16_0  1810916 1996300 127382
SRM_1831_300s_20x20det_2_16_1   202706  223196  13432
SRM_1831_300s_20x20det_2_16_10 1814800 1995855 126617
SRM_1831_300s_20x20det_2_16_11 1809706 1994092 126968
SRM_1831_300s_20x20det_2_16_12 1810085 1996548 127718
SRM_1831_300s_20x20det_2_16_13 1789000 1990613 126801
SRM_1831_300s_20x20det_2_16_14 1811629 1994909 125369
SRM_1831_300s_20x20det_2_16_15 1811137 1998043 127948
SRM_1831_300s_20x20det_2_16_16 1810963 1996241 126608
SRM_1831_300s_20x20det_2_16_17 1810669 1998828 127007
SRM_1831_300s_20x20det_2_16_18 1334383 1468609  93617
SRM_1831_300s_20x20det_2_16_19 1815248 2002375 127432
SRM_1831_300s_20x20det_2_16_2  1807150 1992692 126492
SRM_1831_300s_20x20det_2_16_3  1357205 1494852  93771
SRM_1831_300s_20x20det_2_16_4  1810162 1996044 126889
SRM_1831_300s_20x20det_2_16_5  1810621 1996138 127409
SRM_1831_300s_20x20det_2_16_6  1807937 1993987 126503
SRM_1831_300s_20x20det_2_16_7  1809287 1994420 126831
SRM_1831_300s_20x20det_2_16_8  1808556 1993805 127288
SRM_1831_300s_20x20det_2_16_9  1774487 1957950 125177
SRM_1831_300s_20x20det_2_17_0  1812730 1999839 128509
SRM_1831_300s_20x20det_2_17_1  1814753 1998864 127264
SRM_1831_300s_20x20det_2_17_10 1812097 1999876 125927
SRM_1831_300s_20x20det_2_17_11 1816938 1999352 127736
SRM_1831_300s_20x20det_2_17_12 1812359 1996873 127177
SRM_1831_300s_20x20det_2_17_13 1813794 2002919 128641
SRM_1831_300s_20x20det_2_17_14 1173384 1293133  81764
SRM_1831_300s_20x20det_2_17_15 1810123 2002269 126400
SRM_1831_300s_20x20det_2_17_16 1812864 1998102 126581
SRM_1831_300s_20x20det_2_17_17 1813456 1999145 127361
SRM_1831_300s_20x20det_2_17_18 1811757 2000538 126992
SRM_1831_300s_20x20det_2_17_19 1477639 1632034 103405
SRM_1831_300s_20x20det_2_17_2  1814276 2001020 127476
SRM_1831_300s_20x20det_2_17_3  1813725 2002399 127884
SRM_1831_300s_20x20det_2_17_4  1813734 2000823 126368
SRM_1831_300s_20x20det_2_17_5  1815533 2000571 127228
SRM_1831_300s_20x20det_2_17_6  1818139 2001655 126914
SRM_1831_300s_20x20det_2_17_7  1814910 2004590 126047
SRM_1831_300s_20x20det_2_17_8  1813854 2002721 127281
SRM_1831_300s_20x20det_2_17_9  1809561 2000076 127029
SRM_1831_300s_20x20det_2_18_0  1812461 1996865 128254
SRM_1831_300s_20x20det_2_18_1  1810528 1997563 128402
SRM_1831_300s_20x20det_2_18_10 1811959 1993529 127850
SRM_1831_300s_20x20det_2_18_11 1813381 1997189 125838
SRM_1831_300s_20x20det_2_18_12 1811127 2002121 126815
SRM_1831_300s_20x20det_2_18_13 1812862 1997222 127440
SRM_1831_300s_20x20det_2_18_14 1814455 2000527 127322
SRM_1831_300s_20x20det_2_18_15 1811367 1996085 127139
SRM_1831_300s_20x20det_2_18_16 1813012 1998003 127517
SRM_1831_300s_20x20det_2_18_17 1812900 1992509 126810
SRM_1831_300s_20x20det_2_18_18 1811280 1998640 128125
SRM_1831_300s_20x20det_2_18_19 1802676 1989619 127242
SRM_1831_300s_20x20det_2_18_2  1808606 1996482 127100
SRM_1831_300s_20x20det_2_18_3  1811419 1996366 126609
SRM_1831_300s_20x20det_2_18_4  1809730 1994860 127632
SRM_1831_300s_20x20det_2_18_5  1803664 1989280 127013
SRM_1831_300s_20x20det_2_18_6  1809721 1995117 126385
SRM_1831_300s_20x20det_2_18_7  1800437 1995204 126762
SRM_1831_300s_20x20det_2_18_8  1811476 1996415 126701
SRM_1831_300s_20x20det_2_18_9  1808888 1994800 127207
SRM_1831_300s_20x20det_2_19_0  1806776 1995573 128024
SRM_1831_300s_20x20det_2_19_1  1808515 1994065 126274
SRM_1831_300s_20x20det_2_19_10 1809575 1996207 126842
SRM_1831_300s_20x20det_2_19_11 1814134 1999226 125763
SRM_1831_300s_20x20det_2_19_12 1817026 2000080 127423
SRM_1831_300s_20x20det_2_19_13 1817926 1999890 127087
SRM_1831_300s_20x20det_2_19_14 1815248 1996897 126585
SRM_1831_300s_20x20det_2_19_15 1811903 1998482 126571
SRM_1831_300s_20x20det_2_19_16 1814995 1994825 127326
SRM_1831_300s_20x20det_2_19_17 1816095 1998417 126260
SRM_1831_300s_20x20det_2_19_18 1815282 1997857 127154
SRM_1831_300s_20x20det_2_19_19 1813865 1999797 126465
SRM_1831_300s_20x20det_2_19_2  1809124 1996441 127782
SRM_1831_300s_20x20det_2_19_3  1810457 1996345 125538
SRM_1831_300s_20x20det_2_19_4  1811300 1998753 126207
SRM_1831_300s_20x20det_2_19_5  1810722 1996678 126011
SRM_1831_300s_20x20det_2_19_6  1811237 2000994 127128
SRM_1831_300s_20x20det_2_19_7  1810962 1996598 126605
SRM_1831_300s_20x20det_2_19_8  1808941 1995619 127710
SRM_1831_300s_20x20det_2_19_9  1813916 2000374 126294
SRM_1831_300s_20x20det_2_2_0   1804541 1989848 128266
SRM_1831_300s_20x20det_2_2_1   1806131 1991315 127328
SRM_1831_300s_20x20det_2_2_10  1810649 1996782 126860
SRM_1831_300s_20x20det_2_2_11  1202369 1330607  84161
SRM_1831_300s_20x20det_2_2_12  1807546 1994309 127159
SRM_1831_300s_20x20det_2_2_13  1809939 1995897 126961
SRM_1831_300s_20x20det_2_2_14  1808632 1995043 127055
SRM_1831_300s_20x20det_2_2_15  1809220 1991601 127461
SRM_1831_300s_20x20det_2_2_16  1804910 1995719 126557
SRM_1831_300s_20x20det_2_2_17  1809093 1996594 127374
SRM_1831_300s_20x20det_2_2_18  1805232 1996672 127739
SRM_1831_300s_20x20det_2_2_19  1809399 1997795 127122
SRM_1831_300s_20x20det_2_2_2   1803812 1989410 126524
SRM_1831_300s_20x20det_2_2_3   1805911 1994097 126148
SRM_1831_300s_20x20det_2_2_4   1807321 1991893 126396
SRM_1831_300s_20x20det_2_2_5     77840   86193   4982
SRM_1831_300s_20x20det_2_2_6   1807567 1995221 126782
SRM_1831_300s_20x20det_2_2_7    575608  634609  40416
SRM_1831_300s_20x20det_2_2_8   1809230 1998257 126319
SRM_1831_300s_20x20det_2_2_9   1806124 1996055 126958
SRM_1831_300s_20x20det_2_3_0   1811006 1996820 128718
SRM_1831_300s_20x20det_2_3_1   1808048 1995394 127194
SRM_1831_300s_20x20det_2_3_10  1809838 1996753 126452
SRM_1831_300s_20x20det_2_3_11  1808475 1996440 127276
SRM_1831_300s_20x20det_2_3_12  1806155 1993966 126941
SRM_1831_300s_20x20det_2_3_13  1808660 1997730 126753
SRM_1831_300s_20x20det_2_3_14  1804576 1993516 127055
SRM_1831_300s_20x20det_2_3_15  1810319 1997250 126369
SRM_1831_300s_20x20det_2_3_16  1809377 1998786 126268
SRM_1831_300s_20x20det_2_3_17  1809359 1998182 125985
SRM_1831_300s_20x20det_2_3_18  1809244 1998862 126257
SRM_1831_300s_20x20det_2_3_19  1809533 1997375 126574
SRM_1831_300s_20x20det_2_3_2   1808719 1997878 127864
SRM_1831_300s_20x20det_2_3_3   1807199 1994573 126010
SRM_1831_300s_20x20det_2_3_4   1396578 1540322  97795
SRM_1831_300s_20x20det_2_3_5   1808931 1996994 127447
SRM_1831_300s_20x20det_2_3_6   1805739 1997329 127412
SRM_1831_300s_20x20det_2_3_7   1808453 1995948 127168
SRM_1831_300s_20x20det_2_3_8   1810594 1999823 128393
SRM_1831_300s_20x20det_2_3_9   1807583 1993545 127171
SRM_1831_300s_20x20det_2_4_0   1809479 1997284 128779
SRM_1831_300s_20x20det_2_4_1   1808397 1999013 127130
SRM_1831_300s_20x20det_2_4_10  1806099 1994845 127701
SRM_1831_300s_20x20det_2_4_11  1808356 1995087 127137
SRM_1831_300s_20x20det_2_4_12  1804828 1993716 127160
SRM_1831_300s_20x20det_2_4_13  1807851 1994332 127107
SRM_1831_300s_20x20det_2_4_14  1806525 1991766 127194
SRM_1831_300s_20x20det_2_4_15  1809308 1996553 126553
SRM_1831_300s_20x20det_2_4_16  1779684 1992782 127225
SRM_1831_300s_20x20det_2_4_17  1807848 1995516 126305
SRM_1831_300s_20x20det_2_4_18  1810373 1997775 126464
SRM_1831_300s_20x20det_2_4_19  1808798 1995821 126260
SRM_1831_300s_20x20det_2_4_2   1804328 1995989 126833
SRM_1831_300s_20x20det_2_4_3   1805864 1992486 127343
SRM_1831_300s_20x20det_2_4_4   1801348 1988701 126503
SRM_1831_300s_20x20det_2_4_5   1802028 1989305 125407
SRM_1831_300s_20x20det_2_4_6   1806082 1992245 126410
SRM_1831_300s_20x20det_2_4_7   1806639 1992182 125421
SRM_1831_300s_20x20det_2_4_8   1806651 1993429 127339
SRM_1831_300s_20x20det_2_4_9   1804598 1995890 127095
SRM_1831_300s_20x20det_2_5_0   1806604 1993439 127294
SRM_1831_300s_20x20det_2_5_1   1808005 1995917 126965
SRM_1831_300s_20x20det_2_5_10  1810940 1998265 128551
SRM_1831_300s_20x20det_2_5_11  1809167 2001053 127349
SRM_1831_300s_20x20det_2_5_12  1805479 1992937 125980
SRM_1831_300s_20x20det_2_5_13  1204684 1332480  84812
SRM_1831_300s_20x20det_2_5_14  1808301 2000504 126866
SRM_1831_300s_20x20det_2_5_15  1806445 1996856 128346
SRM_1831_300s_20x20det_2_5_16  1808543 1994451 125618
SRM_1831_300s_20x20det_2_5_17  1807600 1994313 127324
SRM_1831_300s_20x20det_2_5_18  1808526 1992488 126327
SRM_1831_300s_20x20det_2_5_19  1808366 1994769 127765
SRM_1831_300s_20x20det_2_5_2   1803809 1993520 127237
SRM_1831_300s_20x20det_2_5_3   1803967 1993217 126841
SRM_1831_300s_20x20det_2_5_4   1746765 1986386 125810
SRM_1831_300s_20x20det_2_5_5   1807989 1994681 126509
SRM_1831_300s_20x20det_2_5_6   1809275 1992444 126368
SRM_1831_300s_20x20det_2_5_7   1808207 1994759 125690
SRM_1831_300s_20x20det_2_5_8   1808956 1994491 126932
SRM_1831_300s_20x20det_2_5_9   1808508 1997458 127727
SRM_1831_300s_20x20det_2_6_0   1036888 1144618  72550
SRM_1831_300s_20x20det_2_6_1   1801028 1994572 127704
SRM_1831_300s_20x20det_2_6_10  1806885 1992165 126382
SRM_1831_300s_20x20det_2_6_11  1808693 1992790 126805
SRM_1831_300s_20x20det_2_6_12  1808415 1996857 125738
SRM_1831_300s_20x20det_2_6_13  1687534 1863903 117844
SRM_1831_300s_20x20det_2_6_14  1809727 1995990 127498
SRM_1831_300s_20x20det_2_6_15  1811095 1998579 126833
SRM_1831_300s_20x20det_2_6_16  1804867 1992938 127636
SRM_1831_300s_20x20det_2_6_17  1809332 1994262 127244
SRM_1831_300s_20x20det_2_6_18   202794  223936  13367
SRM_1831_300s_20x20det_2_6_19  1807262 1997461 126845
SRM_1831_300s_20x20det_2_6_2   1807513 1992293 125908
SRM_1831_300s_20x20det_2_6_3   1635821 1803502 115131
SRM_1831_300s_20x20det_2_6_4   1808080 1993465 126836
SRM_1831_300s_20x20det_2_6_5   1806119 1992037 126200
SRM_1831_300s_20x20det_2_6_6   1807259 1992942 126518
SRM_1831_300s_20x20det_2_6_7   1807200 1994214 126983
SRM_1831_300s_20x20det_2_6_8   1807964 1993036 125519
SRM_1831_300s_20x20det_2_6_9   1808993 1998376 125921
SRM_1831_300s_20x20det_2_7_0   1807048 1993311 127372
SRM_1831_300s_20x20det_2_7_1   1810225 1991804 126514
SRM_1831_300s_20x20det_2_7_10  1812795 1997470 126696
SRM_1831_300s_20x20det_2_7_11  1809047 1993940 127450
SRM_1831_300s_20x20det_2_7_12  1809866 1997005 126915
SRM_1831_300s_20x20det_2_7_13  1386873 1527162  97036
SRM_1831_300s_20x20det_2_7_14  1811048 1994093 127086
SRM_1831_300s_20x20det_2_7_15  1806059 1997457 126763
SRM_1831_300s_20x20det_2_7_16  1805802 1992395 126679
SRM_1831_300s_20x20det_2_7_17  1809502 1998145 127648
SRM_1831_300s_20x20det_2_7_18  1806778 1994597 126314
SRM_1831_300s_20x20det_2_7_19  1806723 1994166 126668
SRM_1831_300s_20x20det_2_7_2   1806838 1992434 127206
SRM_1831_300s_20x20det_2_7_3   1807124 1996943 126924
SRM_1831_300s_20x20det_2_7_4   1809304 1995117 126894
SRM_1831_300s_20x20det_2_7_5   1810982 1994969 127431
SRM_1831_300s_20x20det_2_7_6   1808488 1996637 126753
SRM_1831_300s_20x20det_2_7_7   1806983 1993181 126691
SRM_1831_300s_20x20det_2_7_8   1811548 1997457 128025
SRM_1831_300s_20x20det_2_7_9   1808298 1994357 126704
SRM_1831_300s_20x20det_2_8_0   1811412 1996907 127798
SRM_1831_300s_20x20det_2_8_1   1809381 1997243 127047
SRM_1831_300s_20x20det_2_8_10  1808642 1997596 127572
SRM_1831_300s_20x20det_2_8_11  1807085 1991550 127325
SRM_1831_300s_20x20det_2_8_12  1806344 1994423 127749
SRM_1831_300s_20x20det_2_8_13  1805596 1992819 125657
SRM_1831_300s_20x20det_2_8_14  1804640 1991917 127081
SRM_1831_300s_20x20det_2_8_15  1808219 1996843 127570
SRM_1831_300s_20x20det_2_8_16   566722  625716  39289
SRM_1831_300s_20x20det_2_8_17  1807637 1992619 126478
SRM_1831_300s_20x20det_2_8_18  1808305 1997928 126836
SRM_1831_300s_20x20det_2_8_19  1812231 1999084 127321
SRM_1831_300s_20x20det_2_8_2   1807578 1995092 127935
SRM_1831_300s_20x20det_2_8_3   1812979 1997330 128631
SRM_1831_300s_20x20det_2_8_4   1813670 1998127 126655
SRM_1831_300s_20x20det_2_8_5   1810204 1994881 128381
SRM_1831_300s_20x20det_2_8_6   1809498 1995357 127154
SRM_1831_300s_20x20det_2_8_7   1813090 1997793 127738
SRM_1831_300s_20x20det_2_8_8   1810269 1997375 128372
SRM_1831_300s_20x20det_2_8_9   1810248 1995515 126362
SRM_1831_300s_20x20det_2_9_0   1805333 1995921 128036
SRM_1831_300s_20x20det_2_9_1   1431011 1577671 100613
SRM_1831_300s_20x20det_2_9_10  1807786 1996441 127297
SRM_1831_300s_20x20det_2_9_11  1808305 1997943 126550
SRM_1831_300s_20x20det_2_9_12   360767  397340  24857
SRM_1831_300s_20x20det_2_9_13  1809410 1995656 126620
SRM_1831_300s_20x20det_2_9_14  1806987 1995064 127596
SRM_1831_300s_20x20det_2_9_15  1806054 1989632 126861
SRM_1831_300s_20x20det_2_9_16  1809006 1995363 126622
SRM_1831_300s_20x20det_2_9_17  1794492 1993521 126581
SRM_1831_300s_20x20det_2_9_18  1809390 1996335 126964
SRM_1831_300s_20x20det_2_9_19  1809622 1995557 126247
SRM_1831_300s_20x20det_2_9_2   1756349 1988215 127591
SRM_1831_300s_20x20det_2_9_3   1808609 1996364 127171
SRM_1831_300s_20x20det_2_9_4   1803031 1990198 126490
SRM_1831_300s_20x20det_2_9_5   1807466 1996119 127603
SRM_1831_300s_20x20det_2_9_6   1807129 1996227 126379
SRM_1831_300s_20x20det_2_9_7   1805238 1995277 126467
SRM_1831_300s_20x20det_2_9_8    268286  295671  18105
SRM_1831_300s_20x20det_2_9_9   1810319 1995017 126322
-----------------------------------------------------
Mean value:                    1691121 1865532 120580
Std. Abw.:                      213005  234886  14833
Std. Abw. rel. [%]:              12.60   12.59  12.30
Conf. interval:                   7531    8304    524
