Net counts

Spectrum                          Na    Mg    Al      Si     S     K      Ca    Ti     V     Fe    Zn    Sr    Zr     Rh
SRM_1831_300s_20x20det_1_18_2   9402  9409  8547 1657802  9552 40489 1821512  6674    53 119348  4738 31228  9793 119520
SRM_1831_300s_20x20det_1_18_3   9415  9362  8100 1654884  9251 40153 1815302  6428     0 119945  5671 31900 10760 119178
SRM_1831_300s_20x20det_1_18_4   9641  9795  8491 1659403  9437 40021 1819339  6098   336 119887  5251 31346 10246 120041
SRM_1831_300s_20x20det_1_18_5   9394  9532  8353 1653201  9581 39692 1819714  6493   146 119494  4652 31664 10086 119320
SRM_1831_300s_20x20det_1_18_6   9605  9583  8640 1656876  9253 40641 1815928  6134   163 119825  3961 30444 10394 120462
SRM_1831_300s_20x20det_1_18_7   9064  9188  8420 1648683  9220 40393 1817964  6250     0 119639  5552 31097 10289 119375
SRM_1831_300s_20x20det_1_18_8   9330  9444  8460 1657789  9314 40440 1816428  6557     0 119424  4837 31212 10279 119540
SRM_1831_300s_20x20det_1_18_9   9492  9345  8362 1656011  9423 40411 1817752  6368   129 119561  5492 30970 10859 120203
SRM_1831_300s_20x20det_1_19_0   9760  9455  8578 1657274  9277 40413 1816585  6469   117 120051  4653 30850 10288 121029
SRM_1831_300s_20x20det_1_19_1   9296  9336  8844 1654201  9475 40007 1814626  6386   191 119611  5023 30535 10395 119749
SRM_1831_300s_20x20det_1_19_10  9537  9482  8411 1654835  9323 40709 1815264  6352   354 119847  5281 30570 10418 120256
SRM_1831_300s_20x20det_1_19_11  9225  9116  8317 1659541  9151 40823 1819658  6244   130 120280  4819 30808 10006 119606
SRM_1831_300s_20x20det_1_19_12  9573  9374  8371 1658590  9738 40285 1817436  6312   406 119316  4322 30984 10645 119482
SRM_1831_300s_20x20det_1_19_13  9477  9553  8630 1660878  9455 40732 1821005  6470   338 120074  5081 31409 11140 119929
SRM_1831_300s_20x20det_1_19_14  9501  9363  8834 1655589  9196 40372 1819299  6293     0 120608  4380 31731 10082 119821
SRM_1831_300s_20x20det_1_19_15  9554  9470  8472 1652263  9146 40288 1810168  6470    84 119332  5102 31387  9980 119923
SRM_1831_300s_20x20det_1_19_16  9589  9269  8645 1657712  9520 40286 1816514  6568   580 119159  5089 30734 10386 120900
SRM_1831_300s_20x20det_1_19_17  9494  9742  8605 1655099  9629 40656 1814787  6495    96 119089  4754 30373 10649 119058
SRM_1831_300s_20x20det_1_19_18  9512  9554  8626 1659932  9189 40654 1821493  6638   212 120032  5161 32112 10510 120943
SRM_1831_300s_20x20det_1_19_19  9476  9489  8672 1659726  9371 40205 1823608  6430   415 120416  4689 31563 11198 119590
SRM_1831_300s_20x20det_1_19_2   9225  9522  8579 1655480  9197 40000 1817411  6193    71 119597  5195 31878 10288 120500
SRM_1831_300s_20x20det_1_19_3   9402  9605  8338 1651694  9318 40451 1813955  6552   211 119972  5405 31349 10379 120105
SRM_1831_300s_20x20det_1_19_4   9551  9520  8544 1653333  9081 40049 1816870  6564    83 119287  4763 30484 10277 119554
SRM_1831_300s_20x20det_1_19_5   9447  9552  8368 1659510  9388 41015 1820225  6827   404 120180  5110 30858 11282 118922
SRM_1831_300s_20x20det_1_19_6   9627  9609  8451 1653541  9246 40180 1816765  6519   216 119775  5023 29753 10458 120057
SRM_1831_300s_20x20det_1_19_7   9479  9528  8628 1654748  9065 40242 1816984  6727   517 120164  4605 31618  9672 119720
SRM_1831_300s_20x20det_1_19_8   9181  9466  8291 1653406  9680 41021 1815596  6569    96 120018  4502 31364  9825 119374
SRM_1831_300s_20x20det_1_19_9   9283  9611  8473 1658075  9251 39948 1820319  6128    31 118765  4843 30997 10123 120025
SRM_1831_300s_20x20det_1_2_0    9294  9211  8399 1655400  9428 40751 1823965  6484   124 119961  4802 31317 10593 119839
SRM_1831_300s_20x20det_1_2_1    9508  9222  8599 1656244  9300 40608 1821919  6667   208 118905  4780 30938  9605 120860
SRM_1831_300s_20x20det_1_2_10   9366  9514  8448 1654879  9502 40047 1821830  6770   347 119990  4741 30557 10888 119885
SRM_1831_300s_20x20det_1_2_11   9549  9659  8278 1649607  9448 40272 1817593  6314    19 119267  4949 31168 10352 119892
SRM_1831_300s_20x20det_1_2_12   9303  9370  8440 1654583  9282 40467 1818785  6509    10 119436  4700 31568 10482 118487
SRM_1831_300s_20x20det_1_2_13   9468  9588  8410 1656127  9248 40775 1822221  6304   164 121203  5395 30421  9970 120567
SRM_1831_300s_20x20det_1_2_14   9352  9363  8492 1653354  9216 41023 1814394  6503     0 119686  4981 30506  9184 119779
SRM_1831_300s_20x20det_1_2_15   9308  9507  8336 1652087  9774 40406 1816323  6439   273 120305  4906 31532 10740 119296
SRM_1831_300s_20x20det_1_2_16   9200  9417  8753 1643243  9068 40223 1808782  6439   224 118892  4068 31213 10080 119907
SRM_1831_300s_20x20det_1_2_17   9500  9511  8536 1653007  8972 40771 1813874  6537   170 119530  5010 31573  9889 119337
SRM_1831_300s_20x20det_1_2_18   9241  9557  8288 1653841  8997 39999 1820372  6293   119 120235  5546 30447 10151 119287
SRM_1831_300s_20x20det_1_2_19   9596  9182  8306 1656003  9491 40429 1824232  6383     0 120148  4919 31238  9712 121034
SRM_1831_300s_20x20det_1_2_2    9394  9573  8691 1652156  9308 40400 1818351  6338   107 119533  4407 31283 10700 120057
SRM_1831_300s_20x20det_1_2_3    9571  9643  8511 1657713  9073 40877 1824345  6915   317 120265  5136 30971 10568 119036
SRM_1831_300s_20x20det_1_2_4    9614  9179  8750 1651467  9564 40547 1817931  6268   481 119937  4884 30901 10077 119375
SRM_1831_300s_20x20det_1_2_5    9498  9381  8502 1652902  9302 40981 1817115  6890   416 119158  4917 31494 10048 119415
SRM_1831_300s_20x20det_1_2_6    9497  9524  8609 1656851  9053 40459 1818713  6832   222 119749  5522 31734 10319 119570
SRM_1831_300s_20x20det_1_2_7    9535  9419  8337 1651467  9266 40210 1817244  6568   624 119509  5996 30595 10500 119669
SRM_1831_300s_20x20det_1_2_8    9514  9412  8401 1654937  9426 39930 1817413  6326   125 120633  4436 32316  9848 120132
SRM_1831_300s_20x20det_1_2_9    9536  9404  8454 1656071  9384 40484 1819711  6741   486 120849  4983 30634 10123 119873
SRM_1831_300s_20x20det_1_3_0    9209  9294  8371 1652591  9390 40468 1821398  6498   224 119839  4812 31027  9851 120436
SRM_1831_300s_20x20det_1_3_1    9664  9486  8706 1654819  9021 40685 1822322  6541   345 119686  4897 30581  9935 119766
SRM_1831_300s_20x20det_1_3_10   9440  9550  8303 1654318  9480 40647 1820300  6302   352 120696  4398 30371  9880 119211
SRM_1831_300s_20x20det_1_3_11   9607  9584  8475 1656072  9410 40678 1823246  6775     0 119301  4813 30815  8921 118602
SRM_1831_300s_20x20det_1_3_12   9336  9450  8698 1658795  9552 40718 1818321  6374    82 119178  4750 32012  9593 119378
SRM_1831_300s_20x20det_1_3_13   9277  9153  8552 1652929  9244 40918 1816240  6629     0 119102  5392 31256 10236 119594
SRM_1831_300s_20x20det_1_3_14   9570  9285  8398 1653641 10021 41279 1818196  6453   300 119976  4517 31329 11101 118406
SRM_1831_300s_20x20det_1_3_15   9453  9565  8387 1657490  9252 40837 1817214  6424    35 120765  4553 30757  9640 119854
SRM_1831_300s_20x20det_1_3_16   9645  9515  8471 1654632  9448 40763 1820268  6586   372 120058  4177 31210  9400 118138
SRM_1831_300s_20x20det_1_3_17   9477  9695  8363 1655221  9409 40137 1815210  6516     0 119809  4534 31041 10429 120529
SRM_1831_300s_20x20det_1_3_18   9412  9639  8736 1654017  9382 40492 1820749  6390   141 120117  4490 31849  9692 118563
SRM_1831_300s_20x20det_1_3_19   9448  9721  8559 1654838  9466 40386 1821487  6648     0 120157  4554 31374 10486 118902
SRM_1831_300s_20x20det_1_3_2    9554  9496  8612 1653260  8975 40408 1820674  6641     0 120059  4435 30622  9998 120067
SRM_1831_300s_20x20det_1_3_3    9433  9610  8600 1658835  9427 40591 1820294  6477   292 120208  5756 31390  9709 120599
SRM_1831_300s_20x20det_1_3_4    9592  9192  8454 1656258  9200 41011 1819929  6855   338 119262  4847 32070 10440 120311
SRM_1831_300s_20x20det_1_3_5    9783  9546  8935 1655773  9172 40314 1818586  6353   154 120313  4585 30830  9856 120409
SRM_1831_300s_20x20det_1_3_6    9497  9551  8367 1657414  9162 40718 1818166  6645   227 120374  4327 31146 10724 119638
SRM_1831_300s_20x20det_1_3_7    9286  9201  8287 1652155  9130 40438 1819303  7188   497 119802  4832 32267 10632 119869
SRM_1831_300s_20x20det_1_3_8    9691  9211  8429 1654658  9144 40442 1821711  6411    54 119267  4307 30402 10514 119858
SRM_1831_300s_20x20det_1_3_9    9600  9274  8524 1656761  9107 40519 1820560  6400   148 120375  4957 30933 10245 119556
SRM_1831_300s_20x20det_1_4_0    9568  9672  8599 1654585  9487 40312 1820740  6301   398 120831  4856 31207 10459 120361
SRM_1831_300s_20x20det_1_4_1    9459  9334  8337 1653873  9218 40344 1818636  6843   448 119573  5005 30774  9295 120449
SRM_1831_300s_20x20det_1_4_10   9156  9420  8403 1653709  9411 40923 1816002  6514   328 118904  5560 30328 10838 120896
SRM_1831_300s_20x20det_1_4_11   9409  9426  8518 1652165  9193 40368 1813368  6541   415 119454  4140 31694 10163 119513
SRM_1831_300s_20x20det_1_4_12   9588  9838  8637 1651662  9338 40249 1817581  6959   271 120771  4499 30378 10204 119147
SRM_1831_300s_20x20det_1_4_13   9454  9397  8478 1654581  8927 40221 1820383  6610     0 120691  4804 30640 10367 120641
SRM_1831_300s_20x20det_1_4_14   9318  9364  8504 1653182  9368 40353 1817336  6336     0 119744  4634 31511  9963 119424
SRM_1831_300s_20x20det_1_4_15   9491  9567  8390 1651692  9718 40480 1818721  6558   331 120445  5629 31189 10610 119708
SRM_1831_300s_20x20det_1_4_16   9156  9194  8007 1627332  9356 40232 1818169  6529   460 120143  5095 31092 10102 118635
SRM_1831_300s_20x20det_1_4_17   9504  9417  8519 1651821  9313 39992 1815475  6443   135 119413  4845 30236 10670 119235
SRM_1831_300s_20x20det_1_4_18   9284  9350  8402 1654606  9415 40384 1818993  6477   568 120037  5018 30805  9553 120616
SRM_1831_300s_20x20det_1_4_19   9280  9242  8498 1657756  9438 40676 1822432  6255   146 120597  4112 30982 10049 119962
SRM_1831_300s_20x20det_1_4_2    9175  9588  8356 1654030  8980 40634 1821107  6313    99 120013  4693 31486  9576 120720
SRM_1831_300s_20x20det_1_4_3    9383  9392  8304 1653415  9445 40376 1815026  6521   232 119623  5008 30664 10000 118549
SRM_1831_300s_20x20det_1_4_4    9172  9598  8652 1648004  9050 40507 1811278  6156   379 119676  4967 30947 10261 119657
SRM_1831_300s_20x20det_1_4_5    9538  9488  8590 1650578  9285 40483 1814436  6581   302 119383  4834 31151 10774 119191
SRM_1831_300s_20x20det_1_4_6    9478  9525  8593 1649508  8985 40059 1814594  6579     0 119688  4617 31188 10323 119201
SRM_1831_300s_20x20det_1_4_7    9328  9229  8268 1652852  9084 40931 1817628  6283   348 119156  4703 31501 10143 119079
SRM_1831_300s_20x20det_1_4_8    9417  9597  8276 1651997  9046 40216 1818467  6177   120 119638  5049 29883 10719 119866
SRM_1831_300s_20x20det_1_4_9    9395  9854  8599 1652679  9396 40632 1812637  6251   141 119827  4997 31303  9800 118607
SRM_1831_300s_20x20det_1_5_0    9577  9327  8547 1655841  9363 40368 1821252  6487     0 120194  5661 30340 10563 120350
SRM_1831_300s_20x20det_1_5_1    9593  9725  8730 1655719  9107 39983 1822534  6237     0 119429  4510 30648 10435 119443
SRM_1831_300s_20x20det_1_5_10   9382  9445  8361 1653415  9068 40401 1817158  6335   123 120023  5080 30344 10526 118599
SRM_1831_300s_20x20det_1_5_11   9500  9224  8629 1659708  9427 40739 1823219  6593   302 120247  4979 30484 10371 120166
SRM_1831_300s_20x20det_1_5_12   9213  9283  8420 1653450  9441 39929 1818506  6360   452 119805  3955 30659  9759 120672
SRM_1831_300s_20x20det_1_5_13   9431  9491  8763 1653842  9342 40412 1818183  6449   474 119814  4349 31420  9498 119917
SRM_1831_300s_20x20det_1_5_14   9454  9641  8296 1658267  9367 40815 1825042  6689   185 120613  5195 31193 10689 119470
SRM_1831_300s_20x20det_1_5_15   9486  9271  8724 1654868  9656 40502 1819985  6285   666 119528  4798 31245 10259 120069
SRM_1831_300s_20x20det_1_5_16   9606  9465  8376 1650084  9560 40346 1815364  6717   634 120140  5006 30727  9932 120204
SRM_1831_300s_20x20det_1_5_17   9412  9492  8556 1653500  9258 40434 1819412  6020   302 119773  4179 30524  9826 118770
SRM_1831_300s_20x20det_1_5_18   9622  9609  8628 1655264  9098 40091 1815903  6644    46 119404  4609 31848 10279 119149
SRM_1831_300s_20x20det_1_5_19   9504  9454  8387 1651935  9491 40216 1818480  6817    37 119717  4815 30829 10469 119636
SRM_1831_300s_20x20det_1_5_2    9310  9548  8618 1655588  9680 40372 1819060  6303     0 119902  4834 31572 10145 119203
SRM_1831_300s_20x20det_1_5_3    9310  9547  8383 1650526  9239 40403 1818217  6584   171 119334  5217 31274  9641 120192
SRM_1831_300s_20x20det_1_5_4    9756  9472  8431 1655841  9191 40466 1819012  6855     0 119601  4937 30724 10021 120454
SRM_1831_300s_20x20det_1_5_5    9167  9308  8651 1648442  9319 41152 1815508  6471     0 120171  5445 31073 10271 120877
SRM_1831_300s_20x20det_1_5_6    9091  9283  8414 1652180  9352 40599 1818098  6406    11 119522  4399 30780  9714 119861
SRM_1831_300s_20x20det_1_5_7    1302  1333  1181  235624  1233  5613  258772   776     0  16890   688  4370  1129  17049
SRM_1831_300s_20x20det_1_5_8    9608  9393  8781 1653894  9304 40069 1817160  6387   176 119492  4743 30757 10681 119421
SRM_1831_300s_20x20det_1_5_9    9098  9515  8798 1652189  8970 40730 1815314  6397   235 120200  5108 30697  9218 119965
SRM_1831_300s_20x20det_1_6_0    9526  9409  8479 1655725  9186 40655 1822658  6316     0 120188  4984 30965 10694 120885
SRM_1831_300s_20x20det_1_6_1    9441  9140  8498 1653880  9187 40228 1818869  6389     0 120075  4689 31403  9783 120833
SRM_1831_300s_20x20det_1_6_10   9171  9437  8450 1654131  9477 40248 1818921  6175    47 119725  4318 31338 10109 119703
SRM_1831_300s_20x20det_1_6_11   9279  9779  8244 1652228  9216 39905 1818760  6412   259 119411  4654 31547  9750 119723
SRM_1831_300s_20x20det_1_6_12   9365  9402  8561 1657521  9384 40479 1819868  6396     0 120167  4581 31376 10332 119843
SRM_1831_300s_20x20det_1_6_13   9568  9495  8633 1652842  9223 40770 1815717  6696   318 119813  5033 31504 10734 119823
SRM_1831_300s_20x20det_1_6_14   9160  9637  8736 1659368  9518 40622 1820598  6382   150 119788  4699 31149  9782 118608
SRM_1831_300s_20x20det_1_6_15   9319  9491  8500 1656369  9077 40890 1818684  6454   294 120575  4915 31020 11077 120882
SRM_1831_300s_20x20det_1_6_16   9197  9494  8358 1655056  9216 40399 1817501  6588    97 119401  5348 29929 10039 119973
SRM_1831_300s_20x20det_1_6_17   9286  9547  8751 1652460  9350 40366 1816125  6633     0 118956  4957 30451 10066 117697
SRM_1831_300s_20x20det_1_6_18   9304  9652  8620 1657142  9229 40465 1818941  6880   137 119828  4563 32347  9775 119574
SRM_1831_300s_20x20det_1_6_19   9325  9383  8325 1655309  9062 40848 1817442  6538   528 119084  4303 30929 10391 119804
SRM_1831_300s_20x20det_1_6_2    9316  9476  8633 1654495  9416 40359 1817275  6657   233 119557  4006 30478 10663 118263
SRM_1831_300s_20x20det_1_6_3    9441  9580  8627 1653085  9073 41046 1816686  6311   198 119616  5213 31065 10158 119248
SRM_1831_300s_20x20det_1_6_4    9340  9777  8450 1655946  9101 40153 1820309  6265     0 120209  4830 31291  9888 120669
SRM_1831_300s_20x20det_1_6_5    9423  9502  8746 1652428  9326 40230 1813411  6394   247 119503  5328 32031 10271 119770
SRM_1831_300s_20x20det_1_6_6    9343  9477  8276 1652431  9234 40014 1817543  6371    53 119805  5266 31563 10220 119443
SRM_1831_300s_20x20det_1_6_7    9506  9550  8536 1653348  9198 40834 1816478  6488     0 119345  4551 30806  9706 119765
SRM_1831_300s_20x20det_1_6_8    9395  9341  8506 1656250  9227 40383 1821072  6356   331 119538  4741 31001 10030 119319
SRM_1831_300s_20x20det_1_6_9    9158  9332  8413 1652438  9095 40349 1817703  6445   504 118933  4808 31497 10201 120536
SRM_1831_300s_20x20det_1_7_0    9329  9338  8620 1654889  9303 39946 1815618  6535   175 119366  4621 31077 10155 120205
SRM_1831_300s_20x20det_1_7_1    9357  9800  8255 1657691  9569 40635 1820405  6689   250 120183  4742 31168  9726 120639
SRM_1831_300s_20x20det_1_7_10   9556  9685  8359 1655189  9367 40178 1818482  6568   230 120218  4234 30963  9820 120081
SRM_1831_300s_20x20det_1_7_11   9266  9562  8226 1655785  9291 40948 1821710  7014     0 119913  4927 29527 10295 120609
SRM_1831_300s_20x20det_1_7_12   9596  9385  8374 1656470  9231 40122 1822292  6344   378 119538  4548 30559  9772 120632
SRM_1831_300s_20x20det_1_7_13   9331  9276  8498 1654349  9124 40275 1818527  6331    87 120680  5398 30817  9718 119829
SRM_1831_300s_20x20det_1_7_14   9345  9656  8490 1655740  9029 40436 1819851  6454   441 120136  4508 31779  9701 119865
SRM_1831_300s_20x20det_1_7_15   9364  9387  8400 1653257  9193 40648 1819511  6640   107 120150  4570 31097 11027 120054
SRM_1831_300s_20x20det_1_7_16   9407  9334  8421 1655297  9481 40317 1818154  6245   343 119939  4465 30546 10860 118996
SRM_1831_300s_20x20det_1_7_17   9396  9259  8523 1649303  9576 40225 1814106  6507    57 119947  4485 30675 10384 118854
SRM_1831_300s_20x20det_1_7_18   9362  9360  8469 1656152  9106 40500 1819880  6523   185 120120  4283 31112 10703 121165
SRM_1831_300s_20x20det_1_7_19   9451  9540  8278 1657276  9049 40621 1822204  6052   271 119789  5778 31045  9472 120419
SRM_1831_300s_20x20det_1_7_2    9540  9138  8527 1654832  9377 40469 1820468  6319   457 119150  5127 30724 10413 119987
SRM_1831_300s_20x20det_1_7_3    9181  9801  8612 1656012  9208 39961 1819251  6581     5 119318  4786 31039  9978 119989
SRM_1831_300s_20x20det_1_7_4    9204  9429  8179 1657091  9160 40825 1818872  6745     0 120193  4414 30570 10484 120395
SRM_1831_300s_20x20det_1_7_5    9541  9435  8637 1656768  9364 40451 1822303  6458   297 119928  4984 32195 10342 119820
SRM_1831_300s_20x20det_1_7_6    9322  9779  8411 1654326  9453 40241 1816312  6655    96 119780  4416 30608 10094 119048
SRM_1831_300s_20x20det_1_7_7    9409  9260  8331 1653117  9297 39862 1817672  6348   334 118632  4355 30971 10640 119484
SRM_1831_300s_20x20det_1_7_8    9235  9205  8388 1658531  9387 40522 1819254  6336   338 121207  4456 31567 10073 119761
SRM_1831_300s_20x20det_1_7_9    9582  9517  8585 1657803  8948 40904 1821605  6648     0 120798  4739 31915 10313 119868
SRM_1831_300s_20x20det_1_8_0    9418  9394  8530 1655488  9442 40494 1821371  6698     0 119274  4964 30985  9908 119909
SRM_1831_300s_20x20det_1_8_1    9542  9671  8638 1653688  9274 40145 1820527  6452    30 120232  4553 32408  9717 119846
SRM_1831_300s_20x20det_1_8_10   9622  9571  8715 1655191  9095 40026 1820773  6915   138 119956  4604 30601  9552 119799
SRM_1831_300s_20x20det_1_8_11   9338  9408  8833 1656645  9288 40574 1821125  6346   289 119501  4679 31477 10089 120456
SRM_1831_300s_20x20det_1_8_12   9852  9363  8433 1654690  9124 40674 1817253  6367   600 119272  4649 30664 10448 119504
SRM_1831_300s_20x20det_1_8_13   9478  9448  8379 1656310  9282 40233 1820169  6212   236 120052  5009 31232 10161 120314
SRM_1831_300s_20x20det_1_8_14   9378  9538  8569 1656078  9196 40212 1820667  6413   164 119641  4563 31431  9706 119637
SRM_1831_300s_20x20det_1_8_15   9792  9317  8015 1654961  9423 40084 1820700  6519   110 120107  5033 30885 10158 119579
SRM_1831_300s_20x20det_1_8_16   9403  9155  8380 1653401  9542 40794 1815871  6787     0 120066  4782 31413 10085 119074
SRM_1831_300s_20x20det_1_8_17   9413  9256  8438 1649823  9102 40308 1817271  6836   241 119867  4737 31058  9802 118782
SRM_1831_300s_20x20det_1_8_18   9450  9202  8510 1653336  9328 40917 1819251  6776   273 119168  5615 31513 11189 119055
SRM_1831_300s_20x20det_1_8_19   9257  9412  8598 1653664  8886 40089 1817209  6610   145 119136  5899 31673 10099 120004
SRM_1831_300s_20x20det_1_8_2    9489  9318  8506 1654340  9278 40438 1819909  6622    99 119240  4661 31323  9727 119379
SRM_1831_300s_20x20det_1_8_3    9280  9404  8220 1655277  9191 40590 1817600  6377   374 120991  4320 30705  9786 118660
SRM_1831_300s_20x20det_1_8_4    9240  9216  8372 1656933  9352 39814 1820180  6381    48 119396  5401 30206  9944 119314
SRM_1831_300s_20x20det_1_8_5    9431  9515  8411 1658113  9044 40199 1823742  6504    79 120381  5097 31013  9934 120383
SRM_1831_300s_20x20det_1_8_6    9741  9547  8684 1657765  9661 40398 1822341  6517   250 119483  4309 31476  9313 120512
SRM_1831_300s_20x20det_1_8_7    9191  9304  8342 1656647  9071 40983 1819622  6373     0 118975  4984 31096 10164 119065
SRM_1831_300s_20x20det_1_8_8    9313  9191  8210 1657736  9287 40601 1817942  6155   106 119557  5024 31124  9703 120530
SRM_1831_300s_20x20det_1_8_9    9270  9114  8444 1659070  9283 40500 1823295  6844     0 120412  4371 31375  9278 120265
SRM_1831_300s_20x20det_1_9_0    9501  9569  8654 1658746  9424 40689 1822812  6629   463 120507  4460 31045 10326 120436
SRM_1831_300s_20x20det_1_9_1    9616  9620  8554 1653767  9244 40452 1820935  6534   118 119857  4413 31227  9705 120746
SRM_1831_300s_20x20det_1_9_10   9399  9492  8620 1654549  9316 40284 1819329  6601   272 120200  4649 30810 10079 119760
SRM_1831_300s_20x20det_1_9_11   9431  9394  8752 1657189  9374 40355 1819048  6816   453 119911  4578 30624 10241 119276
SRM_1831_300s_20x20det_1_9_12   9790  9751  8714 1657226  9379 40183 1819312  6301   225 119342  5153 31546 10013 119451
SRM_1831_300s_20x20det_1_9_13   9400  9498  8542 1652937  9494 40022 1817769  6389   369 120095  4703 31430 10258 119415
SRM_1831_300s_20x20det_1_9_14   9514  9603  8607 1653290  9196 40648 1818645  6230     0 119538  4892 30738 10078 119244
SRM_1831_300s_20x20det_1_9_15   9494  9491  8210 1653076  9326 40150 1813871  6748     0 119739  5419 30565 10502 119722
SRM_1831_300s_20x20det_1_9_16   9356  9485  8290 1656231  9244 40314 1821591  6787    50 120862  4808 31475 11047 120302
SRM_1831_300s_20x20det_1_9_17   9005  8863  7947 1612991  9118 39960 1810303  6354   435 120739  4961 30725 10500 119389
SRM_1831_300s_20x20det_1_9_18   9530  9733  8679 1656146  9302 40392 1819108  6845   318 119466  4753 30813 10378 119969
SRM_1831_300s_20x20det_1_9_19   9573  9523  8283 1657503  9225 40522 1818625  6306     9 119700  5230 30711 10327 120039
SRM_1831_300s_20x20det_1_9_2    9355  9515  8590 1654000  9202 40199 1819233  6582   220 119938  5055 31278  9815 120444
SRM_1831_300s_20x20det_1_9_3    9451  9409  8379 1657874  9085 40892 1823442  6826   249 120342  4675 31694  9286 119939
SRM_1831_300s_20x20det_1_9_4    9514  9436  8599 1657849  9326 40897 1817144  6573   225 119821  4578 30281 10040 120344
SRM_1831_300s_20x20det_1_9_5    9228  9412  8454 1654788  9224 40497 1819505  6558    55 119071  3551 31037 10076 120013
SRM_1831_300s_20x20det_1_9_6    9355  9532  8508 1658735  9393 40102 1821707  6362   410 119147  5035 30835 10669 119206
SRM_1831_300s_20x20det_1_9_7    9454  9301  8393 1653159  9706 40250 1818567  6847   303 120490  5080 31537 10752 119666
SRM_1831_300s_20x20det_1_9_8    9336  9205  8252 1656318  9175 40395 1820081  6620    82 119807  5272 30988  9868 120679
SRM_1831_300s_20x20det_1_9_9    9500  9331  8427 1652005  8940 40424 1819674  6524    88 119705  4546 30728 10131 120194
SRM_1831_300s_20x20det_2_0_0    9721 10127  8882 1807261  8965 41391 1980695  7294   444 129625  5730 33693 10515 126788
SRM_1831_300s_20x20det_2_0_1   10067 10178  9224 1804693  9232 40542 1979763  7336   259 131277  5436 32858 11281 127001
SRM_1831_300s_20x20det_2_0_10  10142 10221  9018 1810785  9299 41450 1989764  7016   372 131996  5033 34930 10531 128176
SRM_1831_300s_20x20det_2_0_11  10044 10220  8853 1811426  9187 41280 1991548  7165   242 131540  4903 33438 12571 126904
SRM_1831_300s_20x20det_2_0_12   9921  9948  8894 1812905  9229 40591 1993956  7151   470 132023  5253 33947 11345 127875
SRM_1831_300s_20x20det_2_0_13   9811 10040  9135 1811309  8879 41219 1990169  7002   243 131110  5365 33694 11471 128236
SRM_1831_300s_20x20det_2_0_14  10013 10259  9233 1812240  9184 41719 1993541  6994   542 132082  5114 34120 10455 128172
SRM_1831_300s_20x20det_2_0_15   9998 10216  8894 1807464  9604 41666 1989536  6789   270 132372  4673 33117 11832 128064
SRM_1831_300s_20x20det_2_0_16  10151 10212  9274 1810779  9316 41023 1989823  7060   217 131257  5244 34786 10667 127409
SRM_1831_300s_20x20det_2_0_17  10051 10488  9229 1811068  9457 40639 1987397  7553   380 131335  5612 33381 11497 128055
SRM_1831_300s_20x20det_2_0_18  10127 10292  9538 1808480  9441 41003 1988658  7064    84 131043  5243 33186 11417 126609
SRM_1831_300s_20x20det_2_0_19  10200 10268  9095 1813092  9251 40581 1989606  7179    12 130999  4740 33494 11054 127664
SRM_1831_300s_20x20det_2_0_2    1751  1711  1412  327684  1662  7143  359915  1165     0  23345   628  5930  1613  22365
SRM_1831_300s_20x20det_2_0_3   10111 10067  9217 1807821  9423 41107 1981823  6955     5 130878  5544 33521 11433 128049
SRM_1831_300s_20x20det_2_0_4   10191 10161  9247 1809285  9263 41039 1987822  7523   291 130640  5314 34153 12204 127598
SRM_1831_300s_20x20det_2_0_5    9863 10230  8899 1807600  9617 40559 1987665  7272     0 132866  5101 33533 11465 126971
SRM_1831_300s_20x20det_2_0_6    9892 10081  9359 1816075  9256 41436 1995124  7350   448 131802  5248 33454 12503 127515
SRM_1831_300s_20x20det_2_0_7    9884 10047  9007 1813719  9203 41172 1993394  7403   355 131217  5541 34077 11501 128569
SRM_1831_300s_20x20det_2_0_8   10078 10145  8924 1812343  9391 41394 1991507  6894    57 131260  6371 33770 11543 127808
SRM_1831_300s_20x20det_2_0_9    9752  9959  8976 1765751  8941 41193 1985352  7401   260 131802  6349 33485 11720 127675
SRM_1831_300s_20x20det_2_1_0    9921  9768  8575 1803712  9308 41405 1989526  7057   283 131961  5649 33937 11511 127164
SRM_1831_300s_20x20det_2_1_1   10021  9814  8991 1811628  9427 41190 1991171  7192   137 132203  5321 34292 10998 126441
SRM_1831_300s_20x20det_2_1_10   9953 10131  9181 1806177  9044 40764 1990364  6825   420 131728  5372 34675 11057 125552
SRM_1831_300s_20x20det_2_1_11   9690 10050  8962 1807424  9196 41263 1989084  6931   184 131689  5353 33570 11225 127565
SRM_1831_300s_20x20det_2_1_12   9757 10026  8817 1803150  9255 40954 1987744  7007   218 131858  5496 34113 11301 126135
SRM_1831_300s_20x20det_2_1_13   9902  9989  8877 1805612  9249 41124 1988411  7102   306 130948  5342 33991 11082 128394
SRM_1831_300s_20x20det_2_1_14   9887 10112  9194 1806637  9374 41124 1988555  7094   348 131171  5191 33897 11475 127942
SRM_1831_300s_20x20det_2_1_15   9968 10148  8888 1811815  9282 41135 1990899  6886   175 130725  4339 32952 11738 127413
SRM_1831_300s_20x20det_2_1_16   9986 10034  9369 1803694  9486 41716 1986673  7107   326 130990  5410 33066 11500 126078
