ROI net sum

Spectrum                            Si      Ca     Rh
SRM_1831_300s_20x20det_2_1_2   1657011 1652395 110855
SRM_1831_300s_20x20det_2_1_3   1655908 1645859 110544
SRM_1831_300s_20x20det_2_1_4   1045184 1042055  69698
SRM_1831_300s_20x20det_2_1_5   1653906 1646667 112443
SRM_1831_300s_20x20det_2_1_6   1654674 1648238 110278
SRM_1831_300s_20x20det_2_1_7   1655781 1649690 110282
SRM_1831_300s_20x20det_2_1_8   1656464 1649572 110478
SRM_1831_300s_20x20det_2_1_9   1654673 1647092 110923
SRM_1831_300s_20x20det_2_10_0  1655619 1646644 111636
SRM_1831_300s_20x20det_2_10_1  1654969 1648318 111562
SRM_1831_300s_20x20det_2_10_10 1626512 1642177 111243
SRM_1831_300s_20x20det_2_10_11 1657118 1649042 109489
SRM_1831_300s_20x20det_2_10_12 1656542 1648493 110263
SRM_1831_300s_20x20det_2_10_13 1653687 1645424 110654
SRM_1831_300s_20x20det_2_10_14 1654657 1647629 111158
SRM_1831_300s_20x20det_2_10_15 1660098 1649255 110641
SRM_1831_300s_20x20det_2_10_16 1658089 1646950 111434
SRM_1831_300s_20x20det_2_10_17 1652867 1646413 111028
SRM_1831_300s_20x20det_2_10_18 1655787 1648104 111296
SRM_1831_300s_20x20det_2_10_19 1654776 1648892 111499
SRM_1831_300s_20x20det_2_10_2  1658578 1649556 111178
SRM_1831_300s_20x20det_2_10_3  1658559 1645462 110973
SRM_1831_300s_20x20det_2_10_4  1657113 1647707 111146
SRM_1831_300s_20x20det_2_10_5  1656454 1647920 110142
SRM_1831_300s_20x20det_2_10_6  1656083 1645527 110500
SRM_1831_300s_20x20det_2_10_7  1657731 1648676 110300
SRM_1831_300s_20x20det_2_10_8  1655113 1648941 111158
SRM_1831_300s_20x20det_2_10_9  1033635 1028355  69321
SRM_1831_300s_20x20det_2_11_0  1651897 1643719 112047
SRM_1831_300s_20x20det_2_11_1  1654551 1646389 111327
SRM_1831_300s_20x20det_2_11_10 1658512 1648945 110818
SRM_1831_300s_20x20det_2_11_11 1658504 1650162 110513
SRM_1831_300s_20x20det_2_11_12 1658469 1649071 110255
SRM_1831_300s_20x20det_2_11_13 1655671 1649310 110545
SRM_1831_300s_20x20det_2_11_14 1656583 1650768 110615
SRM_1831_300s_20x20det_2_11_15 1658541 1650514 111471
SRM_1831_300s_20x20det_2_11_16  774923  772102  52621
SRM_1831_300s_20x20det_2_11_17 1650417 1648608 110132
SRM_1831_300s_20x20det_2_11_18 1657604 1646671 110465
SRM_1831_300s_20x20det_2_11_19 1653485 1648825 110973
SRM_1831_300s_20x20det_2_11_2  1655176 1647871 111096
SRM_1831_300s_20x20det_2_11_3   551185  548257  37097
SRM_1831_300s_20x20det_2_11_4  1654343 1648725 110399
SRM_1831_300s_20x20det_2_11_5  1658134 1650217 110858
SRM_1831_300s_20x20det_2_11_6  1655420 1647119 111067
SRM_1831_300s_20x20det_2_11_7  1658888 1647012 110493
SRM_1831_300s_20x20det_2_11_8  1654847 1647829 110372
SRM_1831_300s_20x20det_2_11_9   994219  989558  66637
SRM_1831_300s_20x20det_2_12_0  1657270 1647470 111776
SRM_1831_300s_20x20det_2_12_1   695509  692360  47018
SRM_1831_300s_20x20det_2_12_10 1659860 1650133 110828
SRM_1831_300s_20x20det_2_12_11 1653787 1647908 109687
SRM_1831_300s_20x20det_2_12_12 1652426 1644934 110511
SRM_1831_300s_20x20det_2_12_13 1657214 1649643 111226
SRM_1831_300s_20x20det_2_12_14 1657460 1649018 109990
SRM_1831_300s_20x20det_2_12_15 1653135 1647723 110396
SRM_1831_300s_20x20det_2_12_16 1653678 1648255 110988
SRM_1831_300s_20x20det_2_12_17 1656099 1647069 110619
SRM_1831_300s_20x20det_2_12_18 1655365 1648825 110685
SRM_1831_300s_20x20det_2_12_19 1234265 1227935  82255
SRM_1831_300s_20x20det_2_12_2  1657091 1649583 111070
SRM_1831_300s_20x20det_2_12_3  1656260 1647816 110591
SRM_1831_300s_20x20det_2_12_4  1658020 1648828 111186
SRM_1831_300s_20x20det_2_12_5  1152451 1147836  76742
SRM_1831_300s_20x20det_2_12_6  1653407 1646975 110772
SRM_1831_300s_20x20det_2_12_7  1655287 1645355 110424
SRM_1831_300s_20x20det_2_12_8  1657717 1648576 112028
SRM_1831_300s_20x20det_2_12_9  1657807 1648022 110193
SRM_1831_300s_20x20det_2_13_0   804079  799352  54331
SRM_1831_300s_20x20det_2_13_1  1655065 1646464 110541
SRM_1831_300s_20x20det_2_13_10 1660858 1650716 110664
SRM_1831_300s_20x20det_2_13_11 1660514 1650832 111362
SRM_1831_300s_20x20det_2_13_12 1651501 1648266 111486
SRM_1831_300s_20x20det_2_13_13 1659912 1650236 110425
SRM_1831_300s_20x20det_2_13_14 1658873 1649135 110992
SRM_1831_300s_20x20det_2_13_15 1658985 1650788 110585
SRM_1831_300s_20x20det_2_13_16 1658692 1649954 110692
SRM_1831_300s_20x20det_2_13_17 1658633 1647657 110537
SRM_1831_300s_20x20det_2_13_18 1660439 1649029 111034
SRM_1831_300s_20x20det_2_13_19 1659928 1650588 111478
SRM_1831_300s_20x20det_2_13_2  1655619 1645892 110537
SRM_1831_300s_20x20det_2_13_3  1655272 1647002 110464
SRM_1831_300s_20x20det_2_13_4  1653469 1644840 110862
SRM_1831_300s_20x20det_2_13_5  1658574 1649176 111337
SRM_1831_300s_20x20det_2_13_6  1656630 1649909 110292
SRM_1831_300s_20x20det_2_13_7  1656669 1649942 110262
SRM_1831_300s_20x20det_2_13_8  1657527 1649098 111772
SRM_1831_300s_20x20det_2_13_9  1659033 1651541 110654
SRM_1831_300s_20x20det_2_14_0  1658728 1650271 111551
SRM_1831_300s_20x20det_2_14_1  1658008 1647104 111372
SRM_1831_300s_20x20det_2_14_10 1656947 1648956 110972
SRM_1831_300s_20x20det_2_14_11 1657195 1650080 110880
SRM_1831_300s_20x20det_2_14_12  162032  161904  11106
SRM_1831_300s_20x20det_2_14_13 1661907 1653506 110878
SRM_1831_300s_20x20det_2_14_14 1657532 1646473 110858
SRM_1831_300s_20x20det_2_14_15 1658005 1650391 110635
SRM_1831_300s_20x20det_2_14_16 1658445 1648234 110960
SRM_1831_300s_20x20det_2_14_17 1656348 1646717 110356
SRM_1831_300s_20x20det_2_14_18 1659867 1649894 111451
SRM_1831_300s_20x20det_2_14_19 1657067 1648744 111139
SRM_1831_300s_20x20det_2_14_2  1656479 1644885 110790
SRM_1831_300s_20x20det_2_14_3  1658560 1649104 111824
SRM_1831_300s_20x20det_2_14_4  1659121 1644985 110512
SRM_1831_300s_20x20det_2_14_5  1657923 1646283 110557
SRM_1831_300s_20x20det_2_14_6  1656711 1645287 110906
SRM_1831_300s_20x20det_2_14_7  1656691 1646960 110244
SRM_1831_300s_20x20det_2_14_8  1657301 1649360 110203
SRM_1831_300s_20x20det_2_14_9  1043586 1065206  72326
SRM_1831_300s_20x20det_2_15_0  1658111 1648104 112095
SRM_1831_300s_20x20det_2_15_1   970667  967034  65399
SRM_1831_300s_20x20det_2_15_10 1384609 1378909  91912
SRM_1831_300s_20x20det_2_15_11 1656185 1647928 110946
SRM_1831_300s_20x20det_2_15_12 1656909 1646685 111050
SRM_1831_300s_20x20det_2_15_13  335590  334980  22940
SRM_1831_300s_20x20det_2_15_14 1650592 1647138 110888
SRM_1831_300s_20x20det_2_15_15 1664154 1651370 110905
SRM_1831_300s_20x20det_2_15_16 1661673 1650235 111309
SRM_1831_300s_20x20det_2_15_17 1659769 1649116 110631
SRM_1831_300s_20x20det_2_15_18 1657729 1648385 110691
SRM_1831_300s_20x20det_2_15_19 1659809 1649601 111174
SRM_1831_300s_20x20det_2_15_2  1655514 1645261 110822
SRM_1831_300s_20x20det_2_15_3  1655607 1647128 111053
SRM_1831_300s_20x20det_2_15_4  1657412 1646923 110439
SRM_1831_300s_20x20det_2_15_5  1658454 1645115 110240
SRM_1831_300s_20x20det_2_15_6  1658332 1648953 110654
SRM_1831_300s_20x20det_2_15_7  1658027 1649157 110490
SRM_1831_300s_20x20det_2_15_8  1659076 1646982 111015
SRM_1831_300s_20x20det_2_15_9  1658458 1649964 110925
SRM_1831_300s_20x20det_2_16_0  1658778 1648783 111711
SRM_1831_300s_20x20det_2_16_1   186003  184799  12399
SRM_1831_300s_20x20det_2_16_10 1661362 1649438 110734
SRM_1831_300s_20x20det_2_16_11 1658127 1648066 111371
SRM_1831_300s_20x20det_2_16_12 1658186 1649834 111050
SRM_1831_300s_20x20det_2_16_13 1638457 1644861 110885
SRM_1831_300s_20x20det_2_16_14 1659988 1648179 109607
SRM_1831_300s_20x20det_2_16_15 1658511 1650912 111129
SRM_1831_300s_20x20det_2_16_16 1657911 1648230 110708
SRM_1831_300s_20x20det_2_16_17 1657729 1648086 110916
SRM_1831_300s_20x20det_2_16_18 1221820 1211919  81957
SRM_1831_300s_20x20det_2_16_19 1661192 1652452 111458
SRM_1831_300s_20x20det_2_16_2  1655841 1647478 110437
SRM_1831_300s_20x20det_2_16_3  1243719 1235657  82249
SRM_1831_300s_20x20det_2_16_4  1658373 1650401 111051
SRM_1831_300s_20x20det_2_16_5  1658045 1649806 110911
SRM_1831_300s_20x20det_2_16_6  1655940 1647855 110481
SRM_1831_300s_20x20det_2_16_7  1656741 1647862 110243
SRM_1831_300s_20x20det_2_16_8  1656506 1646864 110240
SRM_1831_300s_20x20det_2_16_9  1625792 1617139 108942
SRM_1831_300s_20x20det_2_17_0  1659596 1650304 112194
SRM_1831_300s_20x20det_2_17_1  1661628 1649193 111578
SRM_1831_300s_20x20det_2_17_10 1659296 1650960 109907
SRM_1831_300s_20x20det_2_17_11 1662992 1649730 111762
SRM_1831_300s_20x20det_2_17_12 1659389 1647577 110697
SRM_1831_300s_20x20det_2_17_13 1660019 1653533 111787
SRM_1831_300s_20x20det_2_17_14 1074658 1067606  72559
SRM_1831_300s_20x20det_2_17_15 1657601 1652416 110482
SRM_1831_300s_20x20det_2_17_16 1659380 1649398 110189
SRM_1831_300s_20x20det_2_17_17 1660535 1651148 111272
SRM_1831_300s_20x20det_2_17_18 1657945 1651234 110291
SRM_1831_300s_20x20det_2_17_19 1352496 1347396  90569
SRM_1831_300s_20x20det_2_17_2  1660213 1650138 111446
SRM_1831_300s_20x20det_2_17_3  1660518 1652794 110889
SRM_1831_300s_20x20det_2_17_4  1660910 1650014 110375
SRM_1831_300s_20x20det_2_17_5  1661525 1652006 111668
SRM_1831_300s_20x20det_2_17_6  1663677 1651644 110809
SRM_1831_300s_20x20det_2_17_7  1661485 1653998 110568
SRM_1831_300s_20x20det_2_17_8  1660588 1652996 110434
SRM_1831_300s_20x20det_2_17_9  1656952 1650137 110515
SRM_1831_300s_20x20det_2_18_0  1658694 1648225 112824
SRM_1831_300s_20x20det_2_18_1  1657426 1649515 111904
SRM_1831_300s_20x20det_2_18_10 1658144 1646223 111171
SRM_1831_300s_20x20det_2_18_11 1661144 1648287 109798
SRM_1831_300s_20x20det_2_18_12 1658491 1651907 110085
SRM_1831_300s_20x20det_2_18_13 1659519 1648257 111252
SRM_1831_300s_20x20det_2_18_14 1659670 1650756 110585
SRM_1831_300s_20x20det_2_18_15 1658307 1646940 110852
SRM_1831_300s_20x20det_2_18_16 1659040 1649537 111057
SRM_1831_300s_20x20det_2_18_17 1658933 1645212 110886
SRM_1831_300s_20x20det_2_18_18 1658115 1649319 111824
SRM_1831_300s_20x20det_2_18_19 1651123 1641086 110524
SRM_1831_300s_20x20det_2_18_2  1656026 1646312 111600
SRM_1831_300s_20x20det_2_18_3  1658282 1647993 110759
SRM_1831_300s_20x20det_2_18_4  1658053 1646897 110798
SRM_1831_300s_20x20det_2_18_5  1651983 1641867 110250
SRM_1831_300s_20x20det_2_18_6  1656443 1646723 110459
SRM_1831_300s_20x20det_2_18_7  1648926 1645947 110804
SRM_1831_300s_20x20det_2_18_8  1658242 1648062 110964
SRM_1831_300s_20x20det_2_18_9  1656879 1647822 110970
SRM_1831_300s_20x20det_2_19_0  1654176 1647386 111802
SRM_1831_300s_20x20det_2_19_1  1655265 1645429 109978
SRM_1831_300s_20x20det_2_19_10 1656208 1648656 110567
SRM_1831_300s_20x20det_2_19_11 1660605 1650619 110202
SRM_1831_300s_20x20det_2_19_12 1663813 1652414 111201
SRM_1831_300s_20x20det_2_19_13 1663839 1651377 111845
SRM_1831_300s_20x20det_2_19_14 1661645 1648556 110655
SRM_1831_300s_20x20det_2_19_15 1658836 1650515 110112
SRM_1831_300s_20x20det_2_19_16 1662422 1647193 111189
SRM_1831_300s_20x20det_2_19_17 1663069 1649676 110217
SRM_1831_300s_20x20det_2_19_18 1662080 1650341 110626
SRM_1831_300s_20x20det_2_19_19 1661051 1652229 110126
SRM_1831_300s_20x20det_2_19_2  1656317 1647249 111607
SRM_1831_300s_20x20det_2_19_3  1657029 1648105 109839
SRM_1831_300s_20x20det_2_19_4  1658436 1650465 109872
SRM_1831_300s_20x20det_2_19_5  1657051 1648931 110181
SRM_1831_300s_20x20det_2_19_6  1658059 1650777 110959
SRM_1831_300s_20x20det_2_19_7  1658108 1647672 110573
SRM_1831_300s_20x20det_2_19_8  1656375 1647346 111271
SRM_1831_300s_20x20det_2_19_9  1659922 1651142 110652
SRM_1831_300s_20x20det_2_2_0   1653641 1645997 112456
SRM_1831_300s_20x20det_2_2_1   1655183 1645290 111338
SRM_1831_300s_20x20det_2_2_10  1657148 1647957 110955
SRM_1831_300s_20x20det_2_2_11  1101033 1098937  73727
SRM_1831_300s_20x20det_2_2_12  1654882 1646652 110820
SRM_1831_300s_20x20det_2_2_13  1657646 1646808 110841
SRM_1831_300s_20x20det_2_2_14  1655740 1648017 111135
SRM_1831_300s_20x20det_2_2_15  1656658 1645764 111118
SRM_1831_300s_20x20det_2_2_16  1653159 1647126 110536
SRM_1831_300s_20x20det_2_2_17  1656424 1647415 111176
SRM_1831_300s_20x20det_2_2_18  1652936 1648496 110994
SRM_1831_300s_20x20det_2_2_19  1656452 1648984 110329
SRM_1831_300s_20x20det_2_2_2   1652656 1645406 110395
SRM_1831_300s_20x20det_2_2_3   1653897 1647840 110612
SRM_1831_300s_20x20det_2_2_4   1655880 1646053 110224
SRM_1831_300s_20x20det_2_2_5     71544   71767   4810
SRM_1831_300s_20x20det_2_2_6   1654717 1646724 110806
SRM_1831_300s_20x20det_2_2_7    527469  524789  35934
SRM_1831_300s_20x20det_2_2_8   1656455 1649986 110580
SRM_1831_300s_20x20det_2_2_9   1653865 1647777 111022
SRM_1831_300s_20x20det_2_3_0   1658339 1648062 112608
SRM_1831_300s_20x20det_2_3_1   1655578 1647632 111541
SRM_1831_300s_20x20det_2_3_10  1658072 1647906 110451
SRM_1831_300s_20x20det_2_3_11  1656181 1650098 110597
SRM_1831_300s_20x20det_2_3_12  1654233 1646558 110914
SRM_1831_300s_20x20det_2_3_13  1656379 1649807 110383
SRM_1831_300s_20x20det_2_3_14  1652729 1645388 110349
SRM_1831_300s_20x20det_2_3_15  1658175 1649835 110023
SRM_1831_300s_20x20det_2_3_16  1656311 1649839 109741
SRM_1831_300s_20x20det_2_3_17  1655836 1649930 110683
SRM_1831_300s_20x20det_2_3_18  1656824 1650460 109992
SRM_1831_300s_20x20det_2_3_19  1656872 1649281 110686
SRM_1831_300s_20x20det_2_3_2   1656360 1649774 111943
SRM_1831_300s_20x20det_2_3_3   1655226 1647484 110273
SRM_1831_300s_20x20det_2_3_4   1278769 1272602  86239
SRM_1831_300s_20x20det_2_3_5   1656847 1651001 110988
SRM_1831_300s_20x20det_2_3_6   1654175 1650063 111011
SRM_1831_300s_20x20det_2_3_7   1656373 1648448 111672
SRM_1831_300s_20x20det_2_3_8   1657691 1649841 111794
SRM_1831_300s_20x20det_2_3_9   1655913 1647729 111125
SRM_1831_300s_20x20det_2_4_0   1656860 1650405 112315
SRM_1831_300s_20x20det_2_4_1   1656203 1649667 111292
SRM_1831_300s_20x20det_2_4_10  1655013 1647236 111152
SRM_1831_300s_20x20det_2_4_11  1656339 1647365 110391
SRM_1831_300s_20x20det_2_4_12  1652890 1646769 110396
SRM_1831_300s_20x20det_2_4_13  1654660 1646272 110936
SRM_1831_300s_20x20det_2_4_14  1654639 1645813 110718
SRM_1831_300s_20x20det_2_4_15  1656916 1649915 110234
SRM_1831_300s_20x20det_2_4_16  1629600 1645950 110774
SRM_1831_300s_20x20det_2_4_17  1655163 1648059 110627
SRM_1831_300s_20x20det_2_4_18  1657668 1649608 110061
SRM_1831_300s_20x20det_2_4_19  1656734 1648236 110530
SRM_1831_300s_20x20det_2_4_2   1652135 1648074 110707
SRM_1831_300s_20x20det_2_4_3   1652966 1645517 110982
SRM_1831_300s_20x20det_2_4_4   1650567 1643379 110205
SRM_1831_300s_20x20det_2_4_5   1650556 1643812 110032
SRM_1831_300s_20x20det_2_4_6   1654218 1644477 110765
SRM_1831_300s_20x20det_2_4_7   1654394 1646230 110328
SRM_1831_300s_20x20det_2_4_8   1653441 1647264 111031
SRM_1831_300s_20x20det_2_4_9   1652037 1648453 110380
SRM_1831_300s_20x20det_2_5_0   1653955 1645935 111310
SRM_1831_300s_20x20det_2_5_1   1656537 1648077 111241
SRM_1831_300s_20x20det_2_5_10  1658412 1650979 112014
SRM_1831_300s_20x20det_2_5_11  1655979 1651705 110772
SRM_1831_300s_20x20det_2_5_12  1653684 1646503 109807
SRM_1831_300s_20x20det_2_5_13  1103343 1099113  74209
SRM_1831_300s_20x20det_2_5_14  1656286 1653563 110554
SRM_1831_300s_20x20det_2_5_15  1654864 1648214 111875
SRM_1831_300s_20x20det_2_5_16  1656952 1646476 110345
SRM_1831_300s_20x20det_2_5_17  1655357 1646664 111274
SRM_1831_300s_20x20det_2_5_18  1656886 1646786 110253
SRM_1831_300s_20x20det_2_5_19  1655783 1647854 111135
SRM_1831_300s_20x20det_2_5_2   1652345 1647258 110902
SRM_1831_300s_20x20det_2_5_3   1651561 1644979 110377
SRM_1831_300s_20x20det_2_5_4   1599509 1640366 110288
SRM_1831_300s_20x20det_2_5_5   1655524 1647741 110321
SRM_1831_300s_20x20det_2_5_6   1657601 1647680 110343
SRM_1831_300s_20x20det_2_5_7   1657211 1647892 110326
SRM_1831_300s_20x20det_2_5_8   1655910 1647282 110895
SRM_1831_300s_20x20det_2_5_9   1655650 1650330 111331
SRM_1831_300s_20x20det_2_6_0    949629  945996  63954
SRM_1831_300s_20x20det_2_6_1   1649735 1647555 111528
SRM_1831_300s_20x20det_2_6_10  1654515 1645830 110140
SRM_1831_300s_20x20det_2_6_11  1656433 1647524 110599
SRM_1831_300s_20x20det_2_6_12  1655579 1649539 110479
SRM_1831_300s_20x20det_2_6_13  1545419 1540434 102864
SRM_1831_300s_20x20det_2_6_14  1657898 1648943 111165
SRM_1831_300s_20x20det_2_6_15  1658448 1649970 110854
SRM_1831_300s_20x20det_2_6_16  1652812 1646127 110736
SRM_1831_300s_20x20det_2_6_17  1656832 1646984 110546
SRM_1831_300s_20x20det_2_6_18   186041  185217  12775
SRM_1831_300s_20x20det_2_6_19  1655223 1649834 110607
SRM_1831_300s_20x20det_2_6_2   1655488 1645237 110342
SRM_1831_300s_20x20det_2_6_3   1498905 1490703 100223
SRM_1831_300s_20x20det_2_6_4   1655881 1647182 110609
SRM_1831_300s_20x20det_2_6_5   1653673 1643388 110785
SRM_1831_300s_20x20det_2_6_6   1656147 1646135 110456
SRM_1831_300s_20x20det_2_6_7   1655666 1648567 110426
SRM_1831_300s_20x20det_2_6_8   1655634 1647717 110144
SRM_1831_300s_20x20det_2_6_9   1656164 1649408 109867
SRM_1831_300s_20x20det_2_7_0   1655009 1648007 111285
SRM_1831_300s_20x20det_2_7_1   1657935 1645072 110770
SRM_1831_300s_20x20det_2_7_10  1659354 1650727 110846
SRM_1831_300s_20x20det_2_7_11  1656147 1646918 111549
SRM_1831_300s_20x20det_2_7_12  1657784 1649543 110398
SRM_1831_300s_20x20det_2_7_13  1269568 1261544  84547
SRM_1831_300s_20x20det_2_7_14  1658216 1647853 110893
SRM_1831_300s_20x20det_2_7_15  1654095 1650013 110879
SRM_1831_300s_20x20det_2_7_16  1654215 1645835 110544
SRM_1831_300s_20x20det_2_7_17  1658134 1651543 111616
SRM_1831_300s_20x20det_2_7_18  1654377 1648040 109782
SRM_1831_300s_20x20det_2_7_19  1654208 1647714 110529
SRM_1831_300s_20x20det_2_7_2   1655302 1646821 110708
SRM_1831_300s_20x20det_2_7_3   1655582 1650735 110398
SRM_1831_300s_20x20det_2_7_4   1656968 1649697 110516
SRM_1831_300s_20x20det_2_7_5   1657783 1647892 110669
SRM_1831_300s_20x20det_2_7_6   1656646 1650931 110847
SRM_1831_300s_20x20det_2_7_7   1655169 1646471 110509
SRM_1831_300s_20x20det_2_7_8   1658591 1649123 111347
SRM_1831_300s_20x20det_2_7_9   1656294 1646636 110356
SRM_1831_300s_20x20det_2_8_0   1658459 1648974 112051
SRM_1831_300s_20x20det_2_8_1   1657681 1650696 110974
SRM_1831_300s_20x20det_2_8_10  1656172 1650899 111076
SRM_1831_300s_20x20det_2_8_11  1656198 1645493 111004
SRM_1831_300s_20x20det_2_8_12  1654910 1647154 111044
SRM_1831_300s_20x20det_2_8_13  1653686 1645525 109910
SRM_1831_300s_20x20det_2_8_14  1653559 1645960 110541
SRM_1831_300s_20x20det_2_8_15  1656716 1651099 111447
SRM_1831_300s_20x20det_2_8_16   518934  517295  34975
SRM_1831_300s_20x20det_2_8_17  1655625 1644839 110327
SRM_1831_300s_20x20det_2_8_18  1656042 1650502 110743
SRM_1831_300s_20x20det_2_8_19  1660574 1651457 111264
SRM_1831_300s_20x20det_2_8_2   1655954 1648733 111999
SRM_1831_300s_20x20det_2_8_3   1659909 1649741 111707
SRM_1831_300s_20x20det_2_8_4   1660220 1651460 110521
SRM_1831_300s_20x20det_2_8_5   1657966 1648515 110937
SRM_1831_300s_20x20det_2_8_6   1657682 1648339 110816
SRM_1831_300s_20x20det_2_8_7   1659959 1650574 111765
SRM_1831_300s_20x20det_2_8_8   1658116 1648790 111787
SRM_1831_300s_20x20det_2_8_9   1658090 1649277 110398
SRM_1831_300s_20x20det_2_9_0   1653466 1648890 111287
SRM_1831_300s_20x20det_2_9_1   1311646 1304213  88170
SRM_1831_300s_20x20det_2_9_10  1656097 1649431 111169
SRM_1831_300s_20x20det_2_9_11  1656817 1651943 110785
SRM_1831_300s_20x20det_2_9_12   330991  328972  22271
SRM_1831_300s_20x20det_2_9_13  1657672 1649407 110584
SRM_1831_300s_20x20det_2_9_14  1655141 1648094 111259
SRM_1831_300s_20x20det_2_9_15  1654509 1643044 110292
SRM_1831_300s_20x20det_2_9_16  1657520 1649393 110492
SRM_1831_300s_20x20det_2_9_17  1643847 1646457 110837
SRM_1831_300s_20x20det_2_9_18  1657281 1649435 110471
SRM_1831_300s_20x20det_2_9_19  1657427 1648221 110234
SRM_1831_300s_20x20det_2_9_2   1608517 1642990 111607
SRM_1831_300s_20x20det_2_9_3   1655767 1649247 110704
SRM_1831_300s_20x20det_2_9_4   1652096 1644252 110184
SRM_1831_300s_20x20det_2_9_5   1656122 1648721 111670
SRM_1831_300s_20x20det_2_9_6   1654781 1649418 110056
SRM_1831_300s_20x20det_2_9_7   1654597 1650253 110530
SRM_1831_300s_20x20det_2_9_8    245680  244982  16610
SRM_1831_300s_20x20det_2_9_9   1658365 1648639 110915


Mean value:                    1555716 1548096 105023
Std. Abw.:                      193934  192814  12843
Std. Abw. rel. [%]:              12.47   12.45  12.23
Conf. interval:                   6857    6817    454
