ROI net sum

Spectrum                                 Na   Mg    Al      Si     K      Ca   Ti    Mn    Fe    Zn   Rb    Sr    Zr    Rh
SRM_1831_300s_100_repeat_Rh_FE_D1_0_33 8411 8872 11992 1026326 27295 1032641 3835  2376 66651 10775 6994 22584 10124 69973
SRM_1831_300s_100_repeat_Rh_FE_D1_0_34 8629 9189 11773 1024771 27311 1031919 4008  2259 66611 11737 6972 21522  8990 69791
SRM_1831_300s_100_repeat_Rh_FE_D1_0_35 8437 8811 12079 1028023 27489 1031139 4054  2309 66501 11529 7404 21769 10294 69393
SRM_1831_300s_100_repeat_Rh_FE_D1_0_36 8494 9013 12159 1022818 27748 1031005 4151  2562 66396 10659 7401 21857 10447 69261
SRM_1831_300s_100_repeat_Rh_FE_D1_0_37 8602 8910 11755 1026249 27584 1031963 4061  2221 67295 11366 7596 21763  9998 69354
SRM_1831_300s_100_repeat_Rh_FE_D1_0_38 8359 8871 11961 1026265 27224 1033210 4195  2257 66465 11209 7755 22587 10799 69873
SRM_1831_300s_100_repeat_Rh_FE_D1_0_39 8388 8911 11740 1024844 27072 1031457 4073  2308 66312 10813 7890 21779 10334 69841
SRM_1831_300s_100_repeat_Rh_FE_D1_0_4  8457 8749 11963 1027194 27544 1030907 4401  2553 66115 11271 7136 21696 10430 69300
SRM_1831_300s_100_repeat_Rh_FE_D1_0_40 8349 8957 11832 1025020 27412 1028192 3921  2284 66515 10953 7494 22173 10276 69206
SRM_1831_300s_100_repeat_Rh_FE_D1_0_41 8587 8886 11783 1026903 27448 1030813 3864  2773 66575 11035 7654 22032 10660 70238
SRM_1831_300s_100_repeat_Rh_FE_D1_0_42 8413 8874 12065 1025321 27316 1030919 4310  2699 66032 10972 7420 21912 10213 69231
SRM_1831_300s_100_repeat_Rh_FE_D1_0_43 8388 8758 11960 1022920 27764 1030096 4086  2445 66280 10893 7300 20847  9091 69292
SRM_1831_300s_100_repeat_Rh_FE_D1_0_44 8457 8790 11953 1025006 27267 1030253 4031  2788 66201 11376 7550 21680  9702 70103
SRM_1831_300s_100_repeat_Rh_FE_D1_0_45 8596 8726 11854 1023163 27503 1027877 4070  2353 66486 11177 7546 21675 10914 69554
SRM_1831_300s_100_repeat_Rh_FE_D1_0_46 8679 8907 12141 1023816 27633 1031482 4062  2465 66995 11553 7563 21985  9625 69370
SRM_1831_300s_100_repeat_Rh_FE_D1_0_47 8483 8774 11913 1029129 27703 1030542 3819  2264 66785 11624 8061 21605  9767 69757
SRM_1831_300s_100_repeat_Rh_FE_D1_0_48 8442 8957 11871 1027290 27452 1031410 4301  2782 66609 10888 7758 22563 10029 69872
SRM_1831_300s_100_repeat_Rh_FE_D1_0_49 8432 8989 11828 1026415 27408 1031951 4112  2082 66666 11026 7657 22191  9957 69916
SRM_1831_300s_100_repeat_Rh_FE_D1_0_5  8266 8722 11889 1027572 27520 1031436 3930  2861 66210 11286 7812 22192  9837 69413
SRM_1831_300s_100_repeat_Rh_FE_D1_0_50 8771 9027 11953 1026898 27503 1030469 4111  1912 66276 11289 7606 21922 10100 69200
SRM_1831_300s_100_repeat_Rh_FE_D1_0_51 8420 8821 12119 1026989 27796 1031248 4073  2148 65848 11567 7704 20898  9705 69134
SRM_1831_300s_100_repeat_Rh_FE_D1_0_52 8451 8904 11947 1028240 27464 1030972 4293  2330 66429 10849 7995 21679  9757 68987
SRM_1831_300s_100_repeat_Rh_FE_D1_0_53 8519 8954 12053 1023266 27291 1030104 3991  2583 66590 11023 7484 21871  9697 69656
SRM_1831_300s_100_repeat_Rh_FE_D1_0_54 8529 8942 12074 1026474 27525 1031857 3890  2570 66878 10916 7942 22139  9990 69403
SRM_1831_300s_100_repeat_Rh_FE_D1_0_55 8383 9069 11926 1025709 27682 1031789 4039  2804 66340 11527 7545 21841  9321 68628
SRM_1831_300s_100_repeat_Rh_FE_D1_0_56 8597 8947 11824 1026125 27629 1031357 3950  1918 66286 11404 7205 21740  9661 69194
SRM_1831_300s_100_repeat_Rh_FE_D1_0_57 8672 9020 12140 1028955 27420 1030565 3937  2138 65585 10985 7615 21754  9528 69466
SRM_1831_300s_100_repeat_Rh_FE_D1_0_58 8532 8915 12112 1024950 27630 1032137 4152  2701 66890 11678 7286 21882  9608 69715
SRM_1831_300s_100_repeat_Rh_FE_D1_0_59 8631 8893 11962 1026587 27740 1031881 4049  2611 67015 11528 7362 22083 10418 69271
SRM_1831_300s_100_repeat_Rh_FE_D1_0_6  8527 9067 12043 1025834 27569 1030787 4141  2302 66683 11779 7359 21640  9477 69464
SRM_1831_300s_100_repeat_Rh_FE_D1_0_60 8560 8959 11990 1024174 27443 1031167 4206  2362 66513 11256 7645 21944  9508 69366
SRM_1831_300s_100_repeat_Rh_FE_D1_0_61 8454 9098 11924 1025080 27943 1033552 4005  2616 66593 10790 7388 21996  9122 69488
SRM_1831_300s_100_repeat_Rh_FE_D1_0_62 8403 8825 11957 1025694 27869 1032409 4273  2376 66602 11392 6848 21942 10416 70110
SRM_1831_300s_100_repeat_Rh_FE_D1_0_63 8507 9014 11926 1027482 27498 1030330 3912  2514 66305 11409 7948 22122 10292 69511
SRM_1831_300s_100_repeat_Rh_FE_D1_0_64 8696 8916 12152 1027736 27648 1032854 4186  2320 67040 11147 7501 21402 10502 69557
SRM_1831_300s_100_repeat_Rh_FE_D1_0_65 8653 8940 12025 1026751 27287 1031478 4211  2955 67233 12089 7210 21798 10082 68969
SRM_1831_300s_100_repeat_Rh_FE_D1_0_66 8465 8987 12149 1026751 27562 1030712 4274  2372 66905 11563 7326 22086 10419 69254
SRM_1831_300s_100_repeat_Rh_FE_D1_0_67 8584 8860 11863 1026592 27476 1032361 3932  2253 66490 10893 7666 22134 10151 69268
SRM_1831_300s_100_repeat_Rh_FE_D1_0_68 8450 8973 12194 1027361 27845 1032058 4276  2811 66715 11084 7289 21420  9894 69470
SRM_1831_300s_100_repeat_Rh_FE_D1_0_69 8555 8825 11979 1026283 27476 1030844 4218  2543 65962 10916 7547 22403  9200 69455
SRM_1831_300s_100_repeat_Rh_FE_D1_0_7  8284 8872 11975 1025104 27623 1031201 3703  2333 66148 11260 7118 21671 10044 69873
SRM_1831_300s_100_repeat_Rh_FE_D1_0_70 8517 9051 11906 1028460 27626 1032606 3826  2993 67463 11273 7427 21579  9747 69470
SRM_1831_300s_100_repeat_Rh_FE_D1_0_71 8456 8908 11967 1025376 27507 1030080 4118  2256 66721 11061 7260 21794  9861 69531
SRM_1831_300s_100_repeat_Rh_FE_D1_0_72 8409 8853 11817 1026739 27433 1031021 3886  2602 66375 11004 7149 22105 10353 69087
SRM_1831_300s_100_repeat_Rh_FE_D1_0_73 8365 8882 11735 1026268 27300 1030714 3903  2644 66801 11569 8119 22249 10418 69641
SRM_1831_300s_100_repeat_Rh_FE_D1_0_74 8436 8898 11808 1027246 27540 1030741 3904  2336 65978 11261 7724 22402  9700 69150
SRM_1831_300s_100_repeat_Rh_FE_D1_0_75 8423 8859 12015 1025474 27246 1031714 3916  2387 66505 11235 7576 21794 10400 69560
SRM_1831_300s_100_repeat_Rh_FE_D1_0_76 8426 8749 11947 1025852 27435 1030953 4078  2625 66612 10666 7394 21126 10206 70362
SRM_1831_300s_100_repeat_Rh_FE_D1_0_77 8542 8875 11843 1026094 27775 1029947 3852  2103 66277 11335 7830 21372 10647 69389
SRM_1831_300s_100_repeat_Rh_FE_D1_0_78 8587 9103 12013 1024574 27745 1027732 4041  2810 66874 11404 7186 22001  9735 68956
SRM_1831_300s_100_repeat_Rh_FE_D1_0_79 8550 8826 11834 1027716 27402 1030492 4266  2740 67314 11393 7287 21589  9468 69011
SRM_1831_300s_100_repeat_Rh_FE_D1_0_8  8384 8933 11877 1023943 27385 1029425 4185  2352 65990 11732 7566 21756  9662 69211
SRM_1831_300s_100_repeat_Rh_FE_D1_0_80 8550 8704 11702 1026583 27969 1032310 4241  2202 66310 11358 7448 21841  9044 69661
SRM_1831_300s_100_repeat_Rh_FE_D1_0_81 8545 8859 12295 1028987 27543 1033841 4395  3277 66439 11731 7658 22150  9684 69650
SRM_1831_300s_100_repeat_Rh_FE_D1_0_82 8300 8961 11783 1028394 27643 1031047 4031  2201 66268 11052 7504 21632 10353 69690
SRM_1831_300s_100_repeat_Rh_FE_D1_0_83 8420 8934 11976 1027043 27387 1030767 4254  2714 66616 11674 7259 21357  9890 69521
SRM_1831_300s_100_repeat_Rh_FE_D1_0_84 8322 8941 12042 1028253 27599 1031543 4129  2170 66709 11011 8128 22842  9980 69730
SRM_1831_300s_100_repeat_Rh_FE_D1_0_85 8667 8979 11865 1027126 27419 1029840 3968  2397 66769 11153 7823 22008 10324 68780
SRM_1831_300s_100_repeat_Rh_FE_D1_0_86 8490 8981 11845 1028841 27676 1030839 3917  1826 65976 11025 7615 21913 10000 68880
SRM_1831_300s_100_repeat_Rh_FE_D1_0_87 8488 9107 11931 1026982 27445 1032653 3994  2328 66448 11482 7865 21837  9462 69846
SRM_1831_300s_100_repeat_Rh_FE_D1_0_88 8537 9110 12090 1025461 27120 1032212 4131  2137 66291 10839 6994 21746  9675 69549
SRM_1831_300s_100_repeat_Rh_FE_D1_0_89 8631 8843 12153 1029065 27116 1032022 4041  2476 66315 11118 7488 22242 10601 70041
SRM_1831_300s_100_repeat_Rh_FE_D1_0_9  8426 8713 11899 1023816 27124 1030460 4026  2873 66071 10999 7381 22003  9539 69871
SRM_1831_300s_100_repeat_Rh_FE_D1_0_90 8484 9073 11967 1026434 27453 1030996 4030  2292 65772 11164 7870 22022 10122 69442
SRM_1831_300s_100_repeat_Rh_FE_D1_0_91 8546 8920 11883 1025430 27876 1031422 3921  2272 66811 10595 7759 21853  9837 69679
SRM_1831_300s_100_repeat_Rh_FE_D1_0_92 8609 8869 12121 1026701 27503 1031361 3710  2250 66060 11382 8224 21822 10256 69398
SRM_1831_300s_100_repeat_Rh_FE_D1_0_93 8605 8739 11999 1026658 27406 1030852 4257  2153 65919 11370 7199 21677  9832 69427
SRM_1831_300s_100_repeat_Rh_FE_D1_0_94 8336 8871 11890 1026748 27502 1029892 4269  3252 66563 10920 7292 21477  9464 69609
SRM_1831_300s_100_repeat_Rh_FE_D1_0_95 8417 8742 12011 1025701 27815 1030714 3998  1979 65756 11086 7965 21966  9888 69711
SRM_1831_300s_100_repeat_Rh_FE_D1_0_96 8442 8975 11623 1025100 27528 1030230 3960  2118 66201 10682 7404 21949  9999 69447
SRM_1831_300s_100_repeat_Rh_FE_D1_0_97 8441 9130 12070 1027310 27801 1031164 4035  2629 66581 10824 7614 22166  9986 69563
SRM_1831_300s_100_repeat_Rh_FE_D1_0_98 8292 8938 11935 1026236 27639 1028888 4001  2642 66030 11495 7479 21390  9105 69238
SRM_1831_300s_100_repeat_Rh_FE_D1_0_99 8529 8751 11942 1025212 27439 1029075 4172  2613 65980 11713 7742 21639 10764 68988


Mean value:                            8485 8915 11959 1026124 27516 1031053 4066  2435 66467 11226 7509 21847  9943 69469
Std. Abw.:                              115  109   123    1532   192    1228  150   293   390   312  295   356   428   337
Std. Abw. rel. [%]:                    1.36 1.22  1.03    0.15  0.70    0.12 3.68 12.01  0.59  2.78 3.93  1.63  4.30  0.49
Conf. interval:                          12   11    12     153    19     123   15    29    39    31   30    36    43    34
