ROI net sum

Spectrum                          Na    Mg    Al      Si     S     K      Ca   Ti    Fe    Sr     Rh
SRM_1831_300s_20x20det_1_19_18 12817 13321 18027 1535008 11816 41099 1523271 5977 96971 33105 104521
SRM_1831_300s_20x20det_1_19_19 12892 13399 18085 1533293 12281 40422 1524740 5868 97078 31767 104375
SRM_1831_300s_20x20det_1_19_2  12481 13227 17902 1528964 11932 40390 1519906 5616 96525 32855 104642
SRM_1831_300s_20x20det_1_19_3  12691 13573 17867 1527502 12057 40904 1518784 5885 97016 32637 104297
SRM_1831_300s_20x20det_1_19_4  12921 13479 18026 1528994 11784 40444 1520783 5735 96857 31594 103517
SRM_1831_300s_20x20det_1_19_5  12873 13460 17886 1533435 11880 41261 1522491 6157 96895 32175 103305
SRM_1831_300s_20x20det_1_19_6  12868 13485 18012 1528802 12065 40598 1520113 5771 97210 31235 103940
SRM_1831_300s_20x20det_1_19_7  12838 13438 18054 1528586 11792 40721 1520236 6036 97649 32297 104509
SRM_1831_300s_20x20det_1_19_8  12626 13510 17764 1528321 12293 41094 1519390 5828 96991 32134 104032
SRM_1831_300s_20x20det_1_19_9  12658 13561 18051 1532501 12167 40325 1521676 5752 95874 32052 104381
SRM_1831_300s_20x20det_1_1_0   12896 13635 17949 1528110 12117 41035 1526020 5738 97427 31622 105728
SRM_1831_300s_20x20det_1_1_1   12565 13507 18062 1531649 12005 40852 1524808 6122 96740 32583 105089
SRM_1831_300s_20x20det_1_1_10  12800 13374 17812 1529643 12173 41073 1522691 5689 96584 32110 103976
SRM_1831_300s_20x20det_1_1_11  12886 13240 18094 1530041 12229 40740 1522932 5870 96625 32096 104300
SRM_1831_300s_20x20det_1_1_12  12506 13431 17677 1527909 11868 40883 1521755 5616 96948 31709 104227
SRM_1831_300s_20x20det_1_1_13  12884 13391 17785 1529512 11938 40626 1522872 6095 97148 32337 103200
SRM_1831_300s_20x20det_1_1_14  12915 13316 17625 1529127 12105 40083 1521629 5950 96712 32602 104220
SRM_1831_300s_20x20det_1_1_15  12593 13192 17672 1529614 11916 40815 1522504 6197 96635 32203 104724
SRM_1831_300s_20x20det_1_1_16  12594 13179 18470 1530577 12011 41126 1522581 6355 96806 32563 103676
SRM_1831_300s_20x20det_1_1_17  12748 13268 18007 1527966 12060 40822 1517338 5881 96797 32699 104884
SRM_1831_300s_20x20det_1_1_18  12845 13178 17828 1528977 11924 40950 1521516 5645 96381 32318 103661
SRM_1831_300s_20x20det_1_1_19  12806 13465 18038 1526656 12010 40985 1519729 6036 97416 31370 104375
SRM_1831_300s_20x20det_1_1_2   12983 13566 18216 1533112 11979 40616 1522203 6138 97181 32523 104620
SRM_1831_300s_20x20det_1_1_3   12645 13524 17888 1529344 11777 40463 1520985 5598 97420 32686 104377
SRM_1831_300s_20x20det_1_1_4   12613 13509 17881 1530510 11741 40755 1524098 5990 97467 31377 104482
SRM_1831_300s_20x20det_1_1_5   12801 13488 17746 1529337 12010 40767 1520676 5760 97080 32192 104317
SRM_1831_300s_20x20det_1_1_6   12729 13270 18131 1531011 11861 40573 1520155 5780 96851 32183 103577
SRM_1831_300s_20x20det_1_1_7   12692 13233 17793 1527396 11803 40849 1520233 5884 97017 33030 103914
SRM_1831_300s_20x20det_1_1_8   12730 13369 18026 1529293 11883 41193 1522474 5969 96209 32198 103719
SRM_1831_300s_20x20det_1_1_9   12922 13231 17765 1528372 12113 40787 1521892 5924 97283 32283 104378
SRM_1831_300s_20x20det_1_2_0   12812 13270 18056 1530180 12118 41028 1524408 5889 97071 32369 105289
SRM_1831_300s_20x20det_1_2_1   12988 13223 18030 1530173 11927 40606 1522527 6032 96352 32869 104549
SRM_1831_300s_20x20det_1_2_10  12722 13243 17801 1528820 12228 40542 1523297 5952 96610 31355 104028
SRM_1831_300s_20x20det_1_2_11  12856 13572 17920 1523950 12209 40877 1520437 5934 96450 32305 104190
SRM_1831_300s_20x20det_1_2_12  12682 13252 17820 1529178 11916 40758 1521313 5916 96894 32399 103301
SRM_1831_300s_20x20det_1_2_13  12773 13388 17933 1530956 11996 40910 1523508 5770 97766 31862 105412
