ROI net sum

Spectrum               Na    Mg    Al      Si      K      Ca    Ti    Mn     Fe    Zn    Rb     Sr    Zr     Rh
289                 45146 46701 64072 5391819 144257 5369824 20589  9690 342877 55133 36787 111734 47304 364536
290                 44524 46830 63569 5400261 144017 5380666 20530  9777 340110 54483 35914 112250 47949 364059
291                 44531 46558 63894 5391300 143455 5377708 20390 11241 341350 54274 36295 112278 47057 366947
292                 44679 46820 63615 5390082 144146 5372642 19922 10803 340195 54516 35711 113606 48369 365964
293                 44559 46534 63237 5396024 143789 5373849 20153  9818 341608 55620 36899 111991 48029 366301
294                 45083 47062 63701 5387350 143986 5367480 20891  9525 340367 55508 37679 111113 47848 367542
295                 45513 46760 63766 5383552 142922 5363709 20737  9768 342009 54684 36838 111317 46601 373659
296                 45796 48058 64653 5428760 145282 5408231 20451  9853 343887 54689 33835 112894 47209 387124
297                 45005 47364 64613 5432410 144150 5401468 20496 10563 343433 53453 36124 114257 49193 374397
298                 44848 47663 64258 5436466 144685 5404797 20115 10787 343800 54521 35697 112514 48869 369372
299                 44720 47207 63970 5431812 143905 5403411 20371 10939 342984 53408 37193 113665 46808 369572
300                 45200 47484 64219 5423848 143714 5395388 20844 10027 344409 54367 36295 114503 47245 367890
301                 44788 46918 63664 5430684 144681 5401413 20365 10472 343538 54067 37008 113099 49146 368568
302                 44475 46835 64058 5425784 144369 5399161 20549 12163 345543 54794 36726 112970 48620 366260
303                 44547 46694 63543 5426406 144692 5396428 20965 10118 343881 53863 35687 113754 48428 368154
304                 44899 46741 63506 5427131 144197 5391496 19823  9746 343335 54507 35558 112108 47406 368406
305                 44352 46761 63750 5418233 144585 5392340 20579 10414 342621 54510 36071 111877 47809 366332
306                 44982 46845 64105 5423358 144753 5396553 20390 10190 342514 53867 35890 114123 49130 367761
307                 45157 46750 64185 5419269 143439 5393604 20318  9626 341301 54853 37215 113227 48200 367555
308                 44908 46715 64425 5418701 144106 5385403 20647 10107 342366 53957 36339 112195 48901 366013
309                 45116 46868 64438 5409909 143646 5382331 20529 11196 343099 53886 35679 113032 48454 365462
310                 44466 46571 63490 5393938 144021 5372658 20033 10960 341259 53672 36877 112081 46578 366592
311                 44729 46605 64043 5401144 143882 5379618 20196 10427 342615 54511 36492 113002 48066 366578
312                 44784 46690 63576 5394021 144159 5379923 20612 10640 342066 54165 37441 112210 49038 365435
313                 45298 46755 63458 5401914 144018 5372095 19639 10338 342186 54526 36498 111015 49571 364333
314                 45245 46721 63574 5399894 143020 5368672 20437  9351 341242 54829 35666 113188 48266 366645
315                 44848 46750 63631 5388223 144254 5362389 19826 10327 342109 54283 36874 111828 47105 367882
316                 45223 47011 63947 5374859 143549 5355357 20845 10597 341530 54182 35638 111102 48019 372709
317                 45920 47965 64705 5434489 144562 5397802 20682 10346 344985 53167 34852 114692 48807 387223
318                 45296 47238 64804 5442728 145845 5406325 20697 10448 342973 54279 36360 113744 48920 372853
319                 44794 47053 64340 5437030 144972 5405880 20197 10627 343347 53435 36334 113952 47363 368937
320                 44609 47206 64374 5443962 144252 5407303 20726 11072 344259 54099 36566 113376 48488 367301
321                 45143 46850 63955 5432323 144731 5404852 20923  9928 343250 52966 36318 112850 47714 369219
322                 45015 46653 63841 5431570 144575 5399739 20780 10856 344791 52863 36565 112830 48575 367947
323                 45143 46852 64535 5425777 145087 5398145 19998 10392 341978 53547 35552 112849 48605 367256
324                 45020 46849 63972 5426683 143402 5393576 19870 10029 342143 53083 35524 113001 49023 366902
325                 44827 46969 63946 5418787 145041 5387880 19903 10881 342487 54075 36992 114105 48310 367290
326                 45251 46642 64482 5420076 143633 5387007 20533  9512 341754 53036 36563 112454 48235 366759
327                 44966 46695 63738 5417127 144354 5390724 20099  9119 340477 55437 36124 111589 47235 367869
328                 44244 46773 63739 5410484 144166 5383285 20434 10621 341880 53835 35547 112772 47149 367955
329                 44963 46689 63723 5400821 143775 5379015 20356  9976 342147 53838 36612 112261 49536 366845
330                 44577 46799 63380 5398486 143871 5381846 20583  9299 340458 54227 35872 111566 47666 366758
331                 44697 47143 63779 5399396 144014 5375132 20675 10667 343496 54823 34767 112307 47721 365613
332                 44338 46605 63920 5400902 143256 5370839 20785 10405 341411 55193 37226 112659 46427 366057
333                 44703 46486 63449 5385833 144084 5379352 20115 10576 342838 53873 37249 113827 48367 365880
334                 44492 46412 63810 5389704 143917 5368474 20608  9497 339754 54073 36330 112670 48801 365431
335                 45434 46889 63667 5384330 143280 5362666 19645  9819 342739 52911 36625 111837 46095 365012
336                 26719 28074 37834 3221095  86016 3205054 12408  7529 205109 33901 22386  66498 28609 220814
336_1               44516 47222 63101 5377735 143264 5352519 20724 11715 341244 55440 36218 110491 47808 367538
337                 45427 47043 63655 5374350 143757 5352032 20535 10098 341339 55087 36256 113237 47542 373497
338                 45959 47866 64391 5425228 145757 5396092 20783 11194 344100 53436 36032 112093 48930 389182
339                 45085 47229 63900 5432984 143613 5393872 19856 10211 343561 54532 35559 113008 48124 372460
340                 45326 47335 64601 5439405 144837 5405605 20049 10272 343206 54965 36055 113250 48050 370663
341                 45165 46995 64075 5445919 143880 5403255 20597 12256 344835 54693 37953 113630 47583 368634
342                 44739 47213 64296 5434339 144758 5405683 20449 12072 341937 54202 36091 114472 49252 367673
343                 45199 47163 64382 5429238 145022 5399481 20439  9846 341917 54029 36609 111443 49217 367772
344                 45015 46879 64052 5428764 144696 5401076 20212 10363 343753 52987 37307 114014 49490 366552
345                 44979 46886 63970 5415103 143701 5386917 20520 10423 342824 53410 36093 113273 48996 365094
346                 45056 46233 63794 5409263 144182 5383695 20654  9827 342326 53954 36317 113524 48579 365382
347                 44389 46584 64084 5407181 143425 5373975 20818 11269 342094 54203 36383 112624 47152 367047
348                 44576 46686 63947 5416183 144402 5385717 21265 10547 342486 55384 36290 112977 47820 366472
349                 45054 46586 63745 5414976 144281 5385606 20037 10554 342333 54559 38086 113887 49440 366326
350                 44979 46885 63658 5412054 144122 5383112 20062  9651 341989 53850 35886 112427 48675 367052
351                 44974 46858 63453 5400595 143836 5373144 19884 10267 341158 54023 36099 111525 48327 366317
352                 44786 47048 63429 5394810 144311 5365783 20260  9687 340266 54443 35579 112011 46581 365036
353                 44712 46330 63762 5385618 144063 5364052 20444 11256 341125 53568 36317 114865 48917 365691
354                 44794 47038 63646 5385479 142716 5366953 20201  9630 340306 54904 36127 111562 48905 365791
355                 44399 46539 63235 5390483 143373 5362260 20566 10536 340320 54107 37765 110112 47011 365805
356                 44711 46927 64034 5395210 144663 5367801 20150 11726 342032 54754 36850 112617 46310 365557
357                 45278 46608 64259 5396927 143520 5365341 21323 12334 342487 55298 36399 112432 47621 368416
358                 45534 46721 64073 5389229 144220 5362816 19959 10304 340140 53688 35599 111995 48929 376127
359                 46195 47468 64474 5398302 144864 5390600 20426  9437 343205 53115 35554 112395 49275 389424
360                 44979 46787 64060 5435988 144789 5400587 20398 10040 343048 53896 35412 113314 48280 373146
361                 45081 47480 63910 5433025 144322 5393609 19995 10965 343588 52844 37308 111650 47738 369811
362                 45284 47053 63702 5431359 144279 5390600 19850  9828 342331 54108 36286 113835 47476 367517
363                 45020 46683 64510 5431781 145004 5402389 20142  9637 343336 54034 35354 111626 47093 367881
364                 45260 46836 64255 5439211 145002 5399942 20839  9962 342757 53086 35681 113775 46236 367134
365                 44502 47100 64044 5434106 145002 5393454 20209 10246 341935 53918 37053 114195 49353 367890
366                 44891 46954 63167 5425544 144145 5391316 21143  9862 342273 53282 36362 111415 46851 366290
367                 45306 46894 64328 5419779 144390 5390483 20225 11341 344107 54294 36036 112334 47509 366571
368                 45010 46716 64047 5411712 144961 5386132 20098 10617 342880 54428 36273 113564 49137 366645
369                 44798 46917 63964 5415264 143761 5382373 20468 11323 343344 54171 37330 112092 46961 365670
370                 45159 46772 63923 5408773 144290 5383095 20849 10580 342642 53871 35807 111659 45909 366142
371                 44862 47373 63927 5413052 144297 5382512 19788  9883 341724 54012 36328 111781 47801 366939
372                 44833 46993 63976 5416265 144244 5392733 21051 10023 342942 54625 36518 111232 47645 366410
373                 44999 46749 63439 5414444 144747 5385888 19916  9914 341303 53595 37189 112616 49875 365363
374                 44879 46386 63488 5401716 144967 5380232 20563 10869 343142 55132 37192 112648 47007 366415
375                 45216 46595 63846 5392599 146000 5377309 20681 10467 342976 54791 37561 112552 47622 365271
376                 44541 46924 63699 5405786 144216 5374884 19846  9090 341177 54830 38072 113221 47620 364950
377                 44776 46675 63690 5402386 143776 5367950 20080 10850 343539 54362 36866 112352 49232 367503
378                 45199 47069 64118 5395246 144003 5373247 20640 10410 343252 54060 35551 112176 48227 368516
379                 45104 46479 63902 5374401 143863 5352160 20736  9800 340775 54192 37755 113094 47145 375202
380                 46074 48356 64419 5444949 145312 5409161 20163 10892 344927 54517 36023 111513 46997 390870
381                 45153 47229 64920 5455092 145537 5414701 20735 10723 343130 53738 36715 113554 47963 374273
382                 45310 46789 64375 5450590 145041 5411592 20703  9913 344427 54236 34905 112485 47660 369120
383                 45232 47299 64637 5449419 145483 5412760 21111  9944 344973 54116 35441 113424 47904 369267
384                 45361 47439 64754 5447382 144831 5412713 20305  9896 343909 54884 36790 113954 48941 368672
385                 44966 47439 64467 5447110 145067 5408181 20660 11023 344321 54332 35551 112786 47782 367591
386                 45453 47147 64795 5442236 144803 5403412 21041 10615 344601 55736 35973 112298 47142 368153
387                 45116 46871 63976 5443261 145420 5404231 20573 10146 344367 54532 35703 111934 48832 368059
388                 45458 47610 64821 5436032 144977 5405278 20328 10039 344411 54887 36277 112958 48755 368292
389                 45413 46917 64131 5421915 145136 5391021 20059 11027 343955 53958 36707 114664 49766 367202
390                 45469 46791 64704 5432045 145404 5397124 21143 10042 341633 52785 37280 111971 46665 368190
391                 44734 47172 63894 5429327 143868 5396245 20273  9557 341171 53923 38553 113118 50257 367099
392                 44701 46608 63709 5426961 145583 5400529 20570  9535 343829 54239 36412 112503 47791 367679
393                 44915 46984 64153 5420891 144520 5385646 19477 10623 343766 54621 36143 112282 48147 368205
394                 44865 46909 63837 5418215 144641 5389681 21114  9591 343655 54840 37169 113068 48905 366457
395                 44992 47163 64458 5416080 144271 5386125 20239 11004 343333 54532 37220 110593 48105 366095
396                 45171 47177 63410 5409403 144903 5377277 20624 10393 342464 55612 37650 112465 47909 368580
397                 45096 46889 63807 5405980 144358 5377963 20349  8976 341026 54913 36503 112670 47064 366032
398                 44960 46915 63445 5402797 144254 5374010 20143 10365 343232 55454 37433 114040 48492 365598
399                 44807 46812 63941 5397610 144345 5370730 20486 10016 341683 55001 35889 110493 46914 368051
400                 45728 46903 63684 5390667 143535 5366483 20379 10131 341582 54618 36435 110974 48102 374636


Mean value:         45248 47179 64022 5406694 144105 5379781 20361 10310 342109 53938 35854 112185 47895 374286
Std. Abw.:           1523  1421  1489  111260   2979  110185   538   639   6997  1245  2495   2969  1363  21912
Std. Abw. rel. [%]:  3.36  3.01  2.33    2.06   2.07    2.05  2.64  6.20   2.05  2.31  6.96   2.65  2.85   5.85
Conf. interval:        76    71    74    5563    149    5509    27    32    350    62   125    148    68   1096
