ROI net sum

Spectrum                          Na    Mg    Al      Si     K      Ca   Ti    Mn    Fe    Zn    Rb    Sr    Zr     Rh
SRM_1831_300s_20x20det_1_19_17 12691 13490 18071 1530251 40941 1519069 5779  3662 96223 15306 10305 31838 14843 103769
SRM_1831_300s_20x20det_1_19_18 12817 13321 18027 1535008 41099 1523271 5977  3530 96971 15631 10755 33105 15194 104521
SRM_1831_300s_20x20det_1_19_19 12892 13399 18085 1533293 40422 1524740 5868  2874 97078 15547 10232 31767 14563 104375
SRM_1831_300s_20x20det_1_19_2  12481 13227 17902 1528964 40390 1519906 5616  3208 96525 15843 10819 32855 14410 104642
SRM_1831_300s_20x20det_1_19_3  12691 13573 17867 1527502 40904 1518784 5885  3107 97016 16328 10933 32637 14818 104297
SRM_1831_300s_20x20det_1_19_4  12921 13479 18026 1528994 40444 1520783 5735  3302 96857 15727  9837 31594 14434 103517
SRM_1831_300s_20x20det_1_19_5  12873 13460 17886 1533435 41261 1522491 6157  3601 96895 15712 10186 32175 15358 103305
SRM_1831_300s_20x20det_1_19_6  12868 13485 18012 1528802 40598 1520113 5771  3541 97210 15859 10721 31235 14035 103940
SRM_1831_300s_20x20det_1_19_7  12838 13438 18054 1528586 40721 1520236 6036  4149 97649 15155 10877 32297 13970 104509
SRM_1831_300s_20x20det_1_19_8  12626 13510 17764 1528321 41094 1519390 5828  3435 96991 15181 10208 32134 13933 104032
SRM_1831_300s_20x20det_1_19_9  12658 13561 18051 1532501 40325 1521676 5752  3501 95874 15993 10769 32052 14217 104381
SRM_1831_300s_20x20det_1_1_0   12896 13635 17949 1528110 41035 1526020 5738  3216 97427 15818 11057 31622 14240 105728
SRM_1831_300s_20x20det_1_1_1   12565 13507 18062 1531649 40852 1524808 6122  3060 96740 15808 10418 32583 14906 105089
SRM_1831_300s_20x20det_1_1_10  12800 13374 17812 1529643 41073 1522691 5689  2724 96584 16680 10982 32110 14072 103976
SRM_1831_300s_20x20det_1_1_11  12886 13240 18094 1530041 40740 1522932 5870  3110 96625 15811 10255 32096 14360 104300
SRM_1831_300s_20x20det_1_1_12  12506 13431 17677 1527909 40883 1521755 5616  2605 96948 15872 10256 31709 14166 104227
SRM_1831_300s_20x20det_1_1_13  12884 13391 17785 1529512 40626 1522872 6095  3604 97148 15888 10380 32337 15362 103200
SRM_1831_300s_20x20det_1_1_14  12915 13316 17625 1529127 40083 1521629 5950  3396 96712 15425 10418 32602 14202 104220
SRM_1831_300s_20x20det_1_1_15  12593 13192 17672 1529614 40815 1522504 6197  3017 96635 15366 10514 32203 14044 104724
SRM_1831_300s_20x20det_1_1_16  12594 13179 18470 1530577 41126 1522581 6355  3007 96806 14998 10381 32563 14704 103676
SRM_1831_300s_20x20det_1_1_17  12748 13268 18007 1527966 40822 1517338 5881  3449 96797 15037 10229 32699 14435 104884
SRM_1831_300s_20x20det_1_1_18  12845 13178 17828 1528977 40950 1521516 5645  3647 96381 15489 10447 32318 14335 103661
SRM_1831_300s_20x20det_1_1_19  12806 13465 18038 1526656 40985 1519729 6036  3666 97416 16113 10625 31370 14147 104375
SRM_1831_300s_20x20det_1_1_2   12983 13566 18216 1533112 40616 1522203 6138  2993 97181 15811 10501 32523 14872 104620
SRM_1831_300s_20x20det_1_1_3   12645 13524 17888 1529344 40463 1520985 5598  3355 97420 15280 10706 32686 15132 104377
SRM_1831_300s_20x20det_1_1_4   12613 13509 17881 1530510 40755 1524098 5990  3038 97467 15368  9909 31377 13157 104482
SRM_1831_300s_20x20det_1_1_5   12801 13488 17746 1529337 40767 1520676 5760  3061 97080 15780 10972 32192 13840 104317
SRM_1831_300s_20x20det_1_1_6   12729 13270 18131 1531011 40573 1520155 5780  3151 96851 15318 10561 32183 14297 103577
SRM_1831_300s_20x20det_1_1_7   12692 13233 17793 1527396 40849 1520233 5884  3560 97017 15188 11047 33030 14419 103914
SRM_1831_300s_20x20det_1_1_8   12730 13369 18026 1529293 41193 1522474 5969  3211 96209 16084  9684 32198 14052 103719
SRM_1831_300s_20x20det_1_1_9   12922 13231 17765 1528372 40787 1521892 5924  3703 97283 15272 10594 32283 14561 104378
SRM_1831_300s_20x20det_1_2_0   12812 13270 18056 1530180 41028 1524408 5889  3396 97071 15998 10524 32369 14409 105289
SRM_1831_300s_20x20det_1_2_1   12988 13223 18030 1530173 40606 1522527 6032  3523 96352 15661 11096 32869 14553 104549
SRM_1831_300s_20x20det_1_2_10  12722 13243 17801 1528820 40542 1523297 5952  3186 96610 15759 10465 31355 14843 104028
SRM_1831_300s_20x20det_1_2_11  12856 13572 17920 1523950 40877 1520437 5934  3789 96450 15381 10369 32305 14538 104190
SRM_1831_300s_20x20det_1_2_12  12682 13252 17820 1529178 40758 1521313 5916  3331 96894 15305 10417 32399 14541 103301
SRM_1831_300s_20x20det_1_2_13  12773 13388 17933 1530956 40910 1523508 5770  3683 97766 15676 10087 31862 14620 105412
SRM_1831_300s_20x20det_1_2_14  12798 13264 17927 1526816 41159 1518455 5974  3083 96809 15803  9872 31606 13651 103769
SRM_1831_300s_20x20det_1_2_15  12586 13313 17778 1525667 40531 1517814 5796  3404 97155 15258 10640 32595 14942 103186
SRM_1831_300s_20x20det_1_2_16  12566 13300 18028 1518313 40647 1512803 5864  3061 95777 14620 10501 32100 13965 104454
SRM_1831_300s_20x20det_1_2_17  12768 13392 17881 1527182 40827 1516854 5993  3200 96807 15949 10463 32320 14370 103898
SRM_1831_300s_20x20det_1_2_18  12649 13353 17633 1528149 40500 1522444 5761  2734 97014 16167 10151 31582 14011 104043
SRM_1831_300s_20x20det_1_2_19  13033 13098 17915 1530102 40795 1525364 5885  2867 96898 15708 10962 32314 13744 104869
SRM_1831_300s_20x20det_1_2_2   12766 13438 18179 1527014 40532 1520572 5656  3473 96987 15021 10975 31908 14992 104273
SRM_1831_300s_20x20det_1_2_3   12795 13468 17932 1531485 41061 1524511 6052  3398 96941 16197 11154 32114 14664 103928
SRM_1831_300s_20x20det_1_2_4   12977 13158 18213 1525781 40962 1519061 5658  4120 97588 15948 10105 31948 15004 103687
SRM_1831_300s_20x20det_1_2_5   12878 13270 17962 1527582 40817 1519467 5985  3435 96270 15662 10970 32558 14996 103858
SRM_1831_300s_20x20det_1_2_6   12821 13273 17886 1530706 40627 1521286 5975  3040 96500 15946 10568 32111 14545 104136
SRM_1831_300s_20x20det_1_2_7   12750 13272 17800 1526003 40515 1518732 5956  3191 96476 16228 11012 31888 14544 103651
SRM_1831_300s_20x20det_1_2_8   12882 13301 17821 1529051 40391 1519239 5916  3150 96982 15571 10696 32817 14959 104030
SRM_1831_300s_20x20det_1_2_9   12788 13220 17897 1530229 40655 1520489 5860  3013 97329 15910 10943 31929 13991 104147
SRM_1831_300s_20x20det_1_3_0   12799 13421 18107 1527061 40581 1523657 5923  3129 97164 15505 10401 31854 13878 105227
SRM_1831_300s_20x20det_1_3_1   12972 13337 18043 1529095 40926 1523101 5981  3332 96613 15978 10755 31518 14563 104394
SRM_1831_300s_20x20det_1_3_10  12771 13486 17864 1528694 41021 1522569 5644  3757 97297 15462 10085 31112 13760 103494
SRM_1831_300s_20x20det_1_3_11  12854 13482 17889 1530074 40789 1523505 6180  3159 96027 15869 10484 31616 13198 103365
SRM_1831_300s_20x20det_1_3_12  12733 13309 17868 1532200 40896 1522057 6029  3256 96226 15309 10059 32475 13839 103992
SRM_1831_300s_20x20det_1_3_13  12862 13141 18040 1527471 41122 1519578 6059  3515 96625 15969 10870 32742 14566 104066
SRM_1831_300s_20x20det_1_3_14  12789 13271 18054 1527537 41248 1520561 5831  3395 96637 15478 11579 32096 15316 102918
SRM_1831_300s_20x20det_1_3_15  12768 13444 17855 1532155 41014 1518131 5962  3367 97396 15339 10534 31875 14266 103793
SRM_1831_300s_20x20det_1_3_16  12783 13223 17955 1529280 40832 1521809 6032  3524 97008 15506 10475 32429 13727 102633
SRM_1831_300s_20x20det_1_3_17  12623 13525 17820 1529045 40417 1517980 5795  3528 96686 15191 10151 31848 14566 104777
SRM_1831_300s_20x20det_1_3_18  12858 13476 18073 1528625 40724 1523004 5767  3391 97167 15598 11447 33128 14380 103921
SRM_1831_300s_20x20det_1_3_19  12702 13598 17850 1529230 40835 1522945 6032  3493 96672 15289 10278 32001 14749 103554
SRM_1831_300s_20x20det_1_3_2   12986 13424 18178 1528369 40714 1522721 5964  3311 97807 15323  9930 31663 14876 104210
SRM_1831_300s_20x20det_1_3_3   12818 13457 17931 1532050 40721 1522248 5903  3351 97065 16178 11124 32145 14637 104932
SRM_1831_300s_20x20det_1_3_4   12773 13003 17968 1529872 41257 1521616 6211  3151 96217 15565 11421 33281 14516 104666
SRM_1831_300s_20x20det_1_3_5   13012 13276 18291 1529168 40843 1522766 5723  3549 97183 15360 10712 32329 13911 104339
SRM_1831_300s_20x20det_1_3_6   12899 13438 17763 1531011 40781 1520033 6137  2885 96922 15697 10968 31876 14907 103885
SRM_1831_300s_20x20det_1_3_7   12711 13195 17731 1526949 40785 1521854 6306  3326 96440 15467 10470 32894 14733 103501
SRM_1831_300s_20x20det_1_3_8   12946 13199 17677 1528734 40455 1521764 5872  3447 96423 15253 10746 31894 14744 104022
SRM_1831_300s_20x20det_1_3_9   12888 13154 17859 1531380 40766 1522816 5799  3454 97312 15815 10612 31878 14104 103672
SRM_1831_300s_20x20det_1_4_0   12961 13526 18094 1528425 40610 1523390 5816  3384 97430 15556 10903 31882 14619 105463
SRM_1831_300s_20x20det_1_4_1   12892 13294 17885 1528928 40603 1521593 6098  3431 96159 16108  9978 32123 13850 104756
SRM_1831_300s_20x20det_1_4_10  12644 13502 17886 1528029 41331 1518481 6259  3090 96024 16630 10816 31401 14394 104935
SRM_1831_300s_20x20det_1_4_11  12708 13402 18122 1526611 40667 1516619 6041  3697 96500 15261 10588 32299 14517 103742
SRM_1831_300s_20x20det_1_4_12  12890 13717 18029 1526696 40731 1519984 6226  3332 97561 15346  9597 31688 14810 103110
SRM_1831_300s_20x20det_1_4_13  12687 13225 17783 1527834 40700 1521089 6077  3281 96848 16433 10785 31591 14377 104157
SRM_1831_300s_20x20det_1_4_14  12635 13268 17741 1527251 40588 1519513 5999  3611 96901 15389 10874 32887 14103 103469
SRM_1831_300s_20x20det_1_4_15  12786 13508 17805 1526614 40475 1519975 6136  3591 97545 16098 10536 32243 14859 103833
SRM_1831_300s_20x20det_1_4_16  12458 13037 17142 1504251 40502 1520421 5972  3865 97099 15600 10485 32245 14337 103311
SRM_1831_300s_20x20det_1_4_17  12874 13269 17888 1526283 40436 1518418 6055  3072 96672 15900 10755 31856 15003 104283
SRM_1831_300s_20x20det_1_4_18  12678 13306 17954 1528685 40505 1521346 6039  2924 96791 15583 10828 31838 13860 104499
SRM_1831_300s_20x20det_1_4_19  12635 13210 18105 1531719 40602 1523873 5728  3474 97199 14989 10384 32546 14495 104385
SRM_1831_300s_20x20det_1_4_2   12698 13390 17745 1527422 40746 1522806 5886  3342 96918 15557 11036 32077 14611 105474
SRM_1831_300s_20x20det_1_4_3   12742 13233 17804 1528605 40657 1519495 6046  3310 96754 15857 10183 32000 13873 102959
SRM_1831_300s_20x20det_1_4_4   12547 13411 17974 1522440 40741 1514338 5440  3030 96267 15718 10698 31917 14505 103317
SRM_1831_300s_20x20det_1_4_5   12862 13330 17869 1524859 40837 1518501 6054  3461 96520 15546 10238 32305 15286 103225
SRM_1831_300s_20x20det_1_4_6   12771 13417 17932 1524027 40498 1518375 5893  2853 96149 15204 10957 32064 14709 103264
SRM_1831_300s_20x20det_1_4_7   12742 13200 17729 1527394 40981 1520739 5776  3670 96538 15856 10173 32292 14477 104031
SRM_1831_300s_20x20det_1_4_8   12641 13419 17668 1525687 40600 1520408 6058  3760 96829 15981 10911 31232 14653 104222
SRM_1831_300s_20x20det_1_4_9   12703 13654 18057 1527593 41044 1515852 5770  3590 96655 15887 10777 32024 14521 103101
SRM_1831_300s_20x20det_1_5_0   12997 13345 18207 1530830 40729 1522775 5894  3403 97468 16260 10420 31465 14462 105064
SRM_1831_300s_20x20det_1_5_1   12899 13577 18021 1529730 40360 1524546 5676  2976 96856 15370 10387 31589 14569 103662
SRM_1831_300s_20x20det_1_5_10  12698 13323 17836 1527237 40785 1518986 6070  3616 97147 16120 10457 32145 15126 103526
SRM_1831_300s_20x20det_1_5_11  12837 13170 18047 1533409 40944 1525629 6026  3960 98111 15919 10329 32305 15247 104163
SRM_1831_300s_20x20det_1_5_12  12723 13248 18025 1528213 40340 1520129 5694  3507 96644 15006 10133 31308 13668 104245
SRM_1831_300s_20x20det_1_5_13  12782 13303 18064 1528317 40651 1520136 5794  3382 96541 15315 10992 32147 13403 103983
SRM_1831_300s_20x20det_1_5_14  12851 13538 17833 1532373 41246 1525448 6225  3417 97466 15828 10494 32229 14984 104048
SRM_1831_300s_20x20det_1_5_15  12788 13161 18171 1529989 40599 1522815 5500  3166 96306 15640 10374 31978 14389 104148
SRM_1831_300s_20x20det_1_5_16  12797 13231 17938 1524815 40695 1517625 6045  4143 97684 15501 10078 31936 13754 104565
SRM_1831_300s_20x20det_1_5_17  12866 13283 17740 1527772 40623 1521312 5596  3390 96793 15037 10714 31249 14382 103746
SRM_1831_300s_20x20det_1_5_18  12870 13381 17839 1529361 40787 1518785 6118  3305 97295 15206 10512 32461 14793 103634
SRM_1831_300s_20x20det_1_5_19  12718 13220 17593 1526926 40605 1520627 5958  3173 96468 15716 10655 32091 14364 104138
SRM_1831_300s_20x20det_1_5_2   12623 13268 17959 1529427 40520 1520282 5870  3849 97030 15835 10537 32172 14136 103668
SRM_1831_300s_20x20det_1_5_3   12739 13405 17815 1525484 40738 1521532 5799  2734 96801 15663 10258 32055 14037 104401
SRM_1831_300s_20x20det_1_5_4   13107 13334 17882 1530164 40723 1521508 6202  3309 96827 16032 10249 31608 14169 103977
SRM_1831_300s_20x20det_1_5_5   12603 13281 18112 1524190 41166 1518355 6207  3640 97662 16047 10276 31997 13792 104775
SRM_1831_300s_20x20det_1_5_6   12389 13116 17735 1527380 40716 1520586 5995  3411 96392 15381 10264 31809 13703 104665
SRM_1831_300s_20x20det_1_5_7    1812  1975  2608  217806  5770  216832  944   811 14183  2744  1837  5117  2545  15518
SRM_1831_300s_20x20det_1_5_8   12845 13016 17882 1527715 40601 1519301 5955  3703 96735 15012 10729 32200 14894 104220
SRM_1831_300s_20x20det_1_5_9   12537 13286 18087 1526671 40712 1518648 5813  3135 96716 15794 10187 31271 13246 103788
SRM_1831_300s_20x20det_1_6_0   12852 13422 18199 1530137 40725 1524125 5821  3316 96719 15525 10246 31731 15449 105695
SRM_1831_300s_20x20det_1_6_1   12808 13058 17908 1528237 40339 1521081 5713  2993 97235 15477 10075 32220 14275 105087
SRM_1831_300s_20x20det_1_6_10  12576 13446 17877 1529210 40374 1520320 5770  3620 96970 15037  9788 32204 14181 103596
SRM_1831_300s_20x20det_1_6_11  12615 13543 17686 1526268 40672 1520805 5730  3245 96185 15441 10289 32295 14016 103862
SRM_1831_300s_20x20det_1_6_12  12715 13319 18121 1532074 41115 1522663 5670  3047 96924 16081 10654 32297 14421 103639
SRM_1831_300s_20x20det_1_6_13  12839 13380 18097 1528304 41196 1518287 6138  3255 96986 15976 10085 32419 14810 103837
SRM_1831_300s_20x20det_1_6_14  12654 13384 18063 1532897 40783 1523999 5822  3693 97100 15713 10355 31582 14510 103467
SRM_1831_300s_20x20det_1_6_15  12625 13356 17933 1530892 40832 1521460 5887  3368 97328 16008 10499 31662 15020 104227
SRM_1831_300s_20x20det_1_6_16  12552 13320 17889 1528730 40562 1519771 5969  3365 96337 16101 11175 31742 14329 104274
SRM_1831_300s_20x20det_1_6_17  12795 13222 17908 1526997 40702 1519298 6191  4135 96481 15837 11124 31852 14445 103076
SRM_1831_300s_20x20det_1_6_18  12698 13518 18244 1530834 40765 1521918 6133  3431 96656 15730 11094 33576 14733 104234
SRM_1831_300s_20x20det_1_6_19  12640 13252 17667 1529429 41079 1521132 6018  3363 96113 15094 10950 32094 14082 103586
SRM_1831_300s_20x20det_1_6_2   12712 13257 17991 1529074 40718 1520630 6040  3654 96874 15498 10500 31306 14352 103175
SRM_1831_300s_20x20det_1_6_3   12752 13429 17989 1527790 41270 1518730 5526  2980 96572 15478 10784 32289 14111 103715
SRM_1831_300s_20x20det_1_6_4   12641 13546 17738 1530072 40755 1520878 5864  3578 96976 15781 11011 31856 14666 104270
SRM_1831_300s_20x20det_1_6_5   12753 13387 18208 1526519 40747 1516511 5878  3401 96736 15472 10508 32689 14687 103604
SRM_1831_300s_20x20det_1_6_6   12629 13359 17727 1526869 40406 1520025 5786  3675 96561 16093 10484 32187 15567 103413
SRM_1831_300s_20x20det_1_6_7   12702 13316 17962 1527810 40961 1518930 5918  3256 96672 15760 10443 32079 14172 103592
SRM_1831_300s_20x20det_1_6_8   12685 13312 18024 1530804 40616 1522888 5752  4325 97491 15609 10914 32128 14482 103936
SRM_1831_300s_20x20det_1_6_9   12465 13291 17885 1527471 40833 1519508 5968  3315 95931 15385 11218 32899 14502 104533
SRM_1831_300s_20x20det_1_7_0   12767 13417 18226 1528865 40513 1518781 6099  3591 96620 15343 10688 32474 14398 105115
SRM_1831_300s_20x20det_1_7_1   12763 13702 17733 1531929 40993 1522499 5933  3703 97029 15771 10565 31587 14039 105150
SRM_1831_300s_20x20det_1_7_10  12915 13515 17615 1528999 40599 1520511 5765  3255 96745 15670 10463 31931 14180 103931
SRM_1831_300s_20x20det_1_7_11  12741 13487 17701 1529964 41189 1523414 6427  3282 97180 16449 10170 31597 14607 104647
SRM_1831_300s_20x20det_1_7_12  12908 13386 18003 1530939 40566 1524071 5603  3097 96796 15738 10467 32137 14412 104311
SRM_1831_300s_20x20det_1_7_13  12750 13264 18040 1528699 40650 1521560 5734  3057 97379 16049 10272 31776 13590 104112
SRM_1831_300s_20x20det_1_7_14  12699 13555 18028 1529869 40947 1521871 5656  3233 96509 15525 10377 32688 14003 103982
SRM_1831_300s_20x20det_1_7_15  12749 13244 17843 1527494 40896 1521119 6260  2872 96692 15064 10119 32433 14993 104176
SRM_1831_300s_20x20det_1_7_16  12611 13111 17745 1529410 40833 1520856 5767  3362 96620 15303 10320 31756 14583 103184
SRM_1831_300s_20x20det_1_7_17  12779 13157 17949 1524956 40620 1516509 6387  3587 96977 15596 10402 31895 15297 103417
SRM_1831_300s_20x20det_1_7_18  12721 13234 17869 1529649 40665 1521721 5965  3886 96899 15654 10923 32003 14636 105078
SRM_1831_300s_20x20det_1_7_19  12863 13373 17566 1530706 40868 1523656 5690  3361 96805 16221 10617 31313 14444 104432
SRM_1831_300s_20x20det_1_7_2   12877 13164 17995 1528998 40657 1522750 5757  3538 96612 15688 10040 31729 14420 104442
SRM_1831_300s_20x20det_1_7_3   12461 13579 17947 1530941 40595 1522451 5836  3872 96808 15455 11106 32167 14201 104425
SRM_1831_300s_20x20det_1_7_4   12693 13486 17903 1530799 41034 1521106 6297  3897 97399 15244 10413 31805 15554 104213
SRM_1831_300s_20x20det_1_7_5   12856 13343 18138 1531134 40906 1522998 5961  3107 96581 15555 10751 33185 15225 103538
SRM_1831_300s_20x20det_1_7_6   12648 13549 17788 1529279 40256 1519990 6007  3659 97026 15526 10292 32212 13793 103622
SRM_1831_300s_20x20det_1_7_7   12757 13260 17927 1528183 40594 1520411 5841  3058 95869 15459 10547 32065 14764 103536
SRM_1831_300s_20x20det_1_7_8   12653 13170 17913 1532222 40752 1522666 5756  4010 97709 15470 10258 32367 14540 103931
SRM_1831_300s_20x20det_1_7_9   13005 13425 18085 1532639 40913 1522880 6222  3069 97188 15766 11231 32871 15400 103982
SRM_1831_300s_20x20det_1_8_0   12882 13390 17987 1529638 40733 1523127 6304  2920 96372 15965  9874 31835 13641 104726
SRM_1831_300s_20x20det_1_8_1   12780 13483 18086 1529840 40484 1522031 5924  3746 97057 15484 10718 33187 14430 103950
SRM_1831_300s_20x20det_1_8_10  12957 13329 18106 1530429 40572 1521827 6150  3576 96911 15420 10259 31817 14172 104000
SRM_1831_300s_20x20det_1_8_11  12685 13226 18125 1530316 40723 1522842 5658  2665 96454 15932 10427 32308 14489 103740
SRM_1831_300s_20x20det_1_8_12  13105 13194 17940 1529601 40935 1519839 5725  3184 96407 15652 10464 31477 14400 103942
SRM_1831_300s_20x20det_1_8_13  12713 13339 17836 1530149 40813 1521977 5602  3141 96948 15748 10443 32557 14315 104690
SRM_1831_300s_20x20det_1_8_14  12745 13433 18207 1529535 40630 1522919 5961  3657 97001 15311 10417 31964 13815 103656
SRM_1831_300s_20x20det_1_8_15  13089 13303 17456 1528913 40444 1522958 5809  3118 96721 16122 10818 31670 13949 104084
SRM_1831_300s_20x20det_1_8_16  12655 13127 17958 1528065 40794 1519630 6316  3524 97065 15289 10188 32288 13887 103180
SRM_1831_300s_20x20det_1_8_17  12775 13183 17931 1524470 40691 1519197 6336  3542 96806 15685 11532 31882 13630 103397
SRM_1831_300s_20x20det_1_8_18  12650 13083 18000 1529168 41001 1521296 5981  3380 96378 16142 10437 32325 15578 103744
SRM_1831_300s_20x20det_1_8_19  12549 13196 17957 1528441 40498 1520897 6080  4324 97165 16383 10345 32214 14659 103437
SRM_1831_300s_20x20det_1_8_2   12894 13301 18121 1529062 40574 1522000 5891  3005 96573 15493 10573 32109 14484 103624
SRM_1831_300s_20x20det_1_8_3   12640 13212 17494 1528875 40709 1520640 5678  3101 97602 15209 11054 31952 14411 103459
SRM_1831_300s_20x20det_1_8_4   12681 13391 18101 1530951 40354 1520932 5605  3599 96413 16203 11406 31244 14103 103622
SRM_1831_300s_20x20det_1_8_5   12729 13349 17903 1531812 40461 1525241 5768  3287 97466 15799 10852 32419 14391 104401
SRM_1831_300s_20x20det_1_8_6   12989 13462 18226 1531542 40824 1523660 5802  3059 97003 15205 10390 32291 14053 104668
SRM_1831_300s_20x20det_1_8_7   12655 13266 17889 1530911 40973 1521504 5618  3032 95971 15380 10675 32538 15103 103779
SRM_1831_300s_20x20det_1_8_8   12763 13247 17847 1531276 41035 1520936 5843  3200 96720 15752 10900 32075 13977 104361
SRM_1831_300s_20x20det_1_8_9   12642 13181 18023 1533299 40693 1524727 6341  3334 96844 15505 10643 32033 14165 104317
SRM_1831_300s_20x20det_1_9_0   12926 13527 18171 1532795 41153 1523807 5989  3450 97055 15302  9754 31980 14451 105383
SRM_1831_300s_20x20det_1_9_1   12917 13459 18074 1528935 40738 1523602 5891  3606 96847 15207 10616 32320 13990 104946
SRM_1831_300s_20x20det_1_9_10  12689 13325 18009 1529679 40860 1522206 6002  3811 97067 14758 10581 32183 14158 103855
SRM_1831_300s_20x20det_1_9_11  12801 13239 18101 1530610 40748 1520906 5854  3346 96740 15118 10830 32281 14610 103690
SRM_1831_300s_20x20det_1_9_12  12921 13455 18121 1530782 40426 1521255 6118  3379 96806 16022 10659 31990 14482 103910
SRM_1831_300s_20x20det_1_9_13  12781 13340 17926 1527419 40659 1518533 5595  2926 96596 15569 10754 32543 14757 103815
SRM_1831_300s_20x20det_1_9_14  12759 13372 18066 1528019 40832 1520680 5783  3080 96549 15783 10898 31992 14742 103004
SRM_1831_300s_20x20det_1_9_15  12743 13324 17706 1528087 40393 1517019 6005  3095 96494 16338 11055 31657 14722 103635
SRM_1831_300s_20x20det_1_9_16  12745 13299 17597 1530367 40874 1524132 6372  3675 97531 15007 11177 32770 14975 104658
SRM_1831_300s_20x20det_1_9_17  12287 12840 17190 1490487 40296 1513487 5642  3163 97099 15475 10263 31773 14554 103553
SRM_1831_300s_20x20det_1_9_18  12892 13584 18028 1529676 40814 1520892 6207  3200 96182 15251 10282 31717 15168 104011
SRM_1831_300s_20x20det_1_9_19  12874 13339 17538 1531337 40765 1520744 5785  3298 96408 15891 11292 32033 14309 103772
SRM_1831_300s_20x20det_1_9_2   12762 13421 18138 1528555 40694 1520659 6128  4258 97019 15613 10282 31933 14519 104241
SRM_1831_300s_20x20det_1_9_3   12760 13310 17784 1531724 41007 1523661 6091  3984 97539 15530 10326 32756 14492 104166
SRM_1831_300s_20x20det_1_9_4   13011 13435 18128 1532231 41239 1519019 6194  3770 96876 15499  9973 31210 13979 104227
SRM_1831_300s_20x20det_1_9_5   12676 13387 18014 1529164 40797 1520729 5982  3238 96436 14913 10343 31892 14410 104447
SRM_1831_300s_20x20det_1_9_6   12785 13446 17936 1532584 40409 1523501 5808  3680 96103 15835 10263 31780 14365 103964
SRM_1831_300s_20x20det_1_9_7   12741 13261 17783 1527557 40549 1521332 6122  3086 97487 16251 10730 32913 14879 103689
SRM_1831_300s_20x20det_1_9_8   12644 13189 17873 1531377 40684 1522288 6106  3458 96469 15406 11044 31668 14576 104725
SRM_1831_300s_20x20det_1_9_9   12819 13220 18122 1527204 40735 1521787 6124  3499 96262 16126 10661 31810 14118 104352


Mean value:                    12711 13265 17848 1522327 40562 1514628 5898  3389 96433 15582 10512 31946 14408 103652
Std. Abw.:                       788   822  1102   92835  2474   92029  400   384  5857   990   702  1943   948   6288
Std. Abw. rel. [%]:             6.20  6.19  6.17    6.10  6.10    6.08 6.79 11.34  6.07  6.35  6.68  6.08  6.58   6.07
Conf. interval:                   39    41    55    4642   124    4601   20    19   293    49    35    97    47    314
