ROI net sum

Spectrum                          Na    Mg    Al      Si     K      Ca    Ti    Mn     Fe    Zn    Rb    Sr    Zr     Rh
SRM_1831_300s_20x20det_2_19_17 13494 14244 19826 1663069 44454 1649676  6302  3613 105285 16969 11817 34910 15083 110217
SRM_1831_300s_20x20det_2_19_18 13823 14551 19983 1662080 44173 1650341  6548  3520 104521 16748 12030 34519 15786 110626
SRM_1831_300s_20x20det_2_19_19 13557 14273 19516 1661051 44106 1652229  6679  3023 105474 17426 12626 35477 16562 110126
SRM_1831_300s_20x20det_2_19_2  13779 14232 19822 1656317 44099 1647249  6147  3732 105380 16675 11744 34503 15822 111607
SRM_1831_300s_20x20det_2_19_3  13787 14416 19793 1657029 44256 1648105  6287  3390 104859 15825 11355 34473 16094 109839
SRM_1831_300s_20x20det_2_19_4  13608 14184 19750 1658436 44274 1650465  6423  3329 104941 16818 11770 33983 15278 109872
SRM_1831_300s_20x20det_2_19_5  13432 14120 20029 1657051 44606 1648931  6479  3397 105365 16578 12127 34978 15653 110181
SRM_1831_300s_20x20det_2_19_6  13630 14071 19747 1658059 44342 1650777  6393  3498 104294 16734 11423 34928 15597 110959
SRM_1831_300s_20x20det_2_19_7  13579 14291 19641 1658108 44256 1647672  6553  3577 105280 16282 11549 34696 15965 110573
SRM_1831_300s_20x20det_2_19_8  13676 13974 19850 1656375 43583 1647346  6310  3334 105356 16975 11970 34320 15401 111271
SRM_1831_300s_20x20det_2_19_9  13849 14228 19754 1659922 44125 1651142  6345  4085 105687 16792 11743 35210 16245 110652
SRM_1831_300s_20x20det_2_1_0   13567 14195 19683 1652084 44244 1648626  6445  3898 105886 16878 11227 34373 16475 111539
SRM_1831_300s_20x20det_2_1_1   13843 13979 19548 1660208 44147 1649862  6526  3106 105774 16866 11525 34790 15834 110846
SRM_1831_300s_20x20det_2_1_10  13653 14183 19914 1653561 44262 1649845  6250  4645 105776 16656 11116 34296 15384 109953
SRM_1831_300s_20x20det_2_1_11  13433 14312 19634 1655583 44138 1647842  6450  4095 105354 16014 11638 34184 16025 111489
SRM_1831_300s_20x20det_2_1_12  13531 14028 19426 1652176 43651 1646354  6132  3553 105662 16667 11217 35039 15569 110586
SRM_1831_300s_20x20det_2_1_13  13586 14134 19595 1654855 44214 1648417  6501  4030 105053 16423 12151 34770 15796 111655
SRM_1831_300s_20x20det_2_1_14  13687 14176 19791 1655435 43857 1647759  6370  3180 104843 16671 11690 34656 15742 111231
SRM_1831_300s_20x20det_2_1_15  13757 14297 19537 1658228 43974 1649570  6177  3291 104828 16586 11648 34320 15987 111152
SRM_1831_300s_20x20det_2_1_16  13773 14246 20184 1652126 44459 1646205  6399  3262 104741 16804 11266 33852 15452 110334
SRM_1831_300s_20x20det_2_1_17  13409 14121 19708 1654222 43856 1644117  6217  3821 105346 17068 11413 34107 15521 110631
SRM_1831_300s_20x20det_2_1_18  13556 14517 19823 1654355 44146 1643828  6932  4440 105847 16465 11496 34714 17064 111406
SRM_1831_300s_20x20det_2_1_19  13710 14176 19592 1656618 44045 1649385  6688  3793 105227 16623 11511 34359 15478 111083
SRM_1831_300s_20x20det_2_1_2   13818 14102 19700 1657011 44085 1652395  6610  3486 104322 17385 10800 34309 15710 110855
SRM_1831_300s_20x20det_2_1_3   13726 14326 19989 1655908 43861 1645859  6331  3393 105409 16513 11272 34131 15165 110544
SRM_1831_300s_20x20det_2_1_4    8593  8804 12341 1045184 28091 1042055  3953  2075  66587 10887  7806 22176  9851  69698
SRM_1831_300s_20x20det_2_1_5   13993 14292 19873 1653906 43988 1646667  6779  3725 104453 16598 11652 33979 15431 112443
SRM_1831_300s_20x20det_2_1_6   13488 14366 19763 1654674 44087 1648238  6510  2835 104871 17262 11667 33861 15435 110278
SRM_1831_300s_20x20det_2_1_7   13695 13973 19684 1655781 43994 1649690  6497  3569 105363 17065 11401 34789 15562 110282
SRM_1831_300s_20x20det_2_1_8   13712 14155 19915 1656464 44048 1649572  6049  3587 105216 16291 11499 34422 15544 110478
SRM_1831_300s_20x20det_2_1_9   13724 14139 19710 1654673 44182 1647092  6278  3621 104794 16353 11691 34574 15516 110923
SRM_1831_300s_20x20det_2_2_0   13682 14387 19676 1653641 44247 1645997  6481  3419 104465 16760 12066 34357 16022 112456
SRM_1831_300s_20x20det_2_2_1   13451 14373 19545 1655183 44049 1645290  6699  3416 105095 16695 12334 35588 17391 111338
SRM_1831_300s_20x20det_2_2_10  13436 14283 19236 1657148 44212 1647957  6242  3425 104878 16774 11600 34597 15064 110955
SRM_1831_300s_20x20det_2_2_11   9219  9473 13223 1101033 29310 1098937  4453  2345  70271 10934  8265 23102 11444  73727
SRM_1831_300s_20x20det_2_2_12  13526 14102 19517 1654882 44228 1646652  6336  3854 105466 17206 11923 33441 14707 110820
SRM_1831_300s_20x20det_2_2_13  13544 14149 19506 1657646 43989 1646808  6169  4163 104871 16742 11726 35214 17020 110841
SRM_1831_300s_20x20det_2_2_14  13531 14172 19540 1655740 44301 1648017  6252  3222 104605 17301 11196 34533 15141 111135
SRM_1831_300s_20x20det_2_2_15  13448 14251 19745 1656658 44043 1645764  6299  3464 105313 17394 12144 34002 15534 111118
SRM_1831_300s_20x20det_2_2_16  13506 14283 19390 1653159 43920 1647126  6283  4086 104808 16532 11740 34741 15783 110536
SRM_1831_300s_20x20det_2_2_17  13676 14291 19833 1656424 43829 1647415  6632  3471 105351 17074 12335 34611 15491 111176
SRM_1831_300s_20x20det_2_2_18  13612 14262 19812 1652936 43876 1648496  6436  3807 104894 16492 12392 34858 16916 110994
SRM_1831_300s_20x20det_2_2_19  13481 14222 19976 1656452 44376 1648984  6520  3502 105169 17222 11467 34628 15213 110329
SRM_1831_300s_20x20det_2_2_2   13505 14411 19525 1652656 43952 1645406  6648  3527 104954 16650 11003 34926 15785 110395
SRM_1831_300s_20x20det_2_2_3   13686 14437 19678 1653897 43870 1647840  6283  3358 104613 16304 12143 34864 15816 110612
SRM_1831_300s_20x20det_2_2_4   13781 14265 19465 1655880 43963 1646053  6013  3717 104302 17062 11454 34331 15439 110224
SRM_1831_300s_20x20det_2_2_5     560   647   907   71544  1944   71767   398   329   4703  1237  1000  1946  1071   4810
SRM_1831_300s_20x20det_2_2_6   13475 14354 19860 1654717 44071 1646724  6498  3512 105583 16521 11818 35018 15963 110806
SRM_1831_300s_20x20det_2_2_7    4350  4495  6351  527469 14114  524789  2160  1319  33826  5730  4876 11809  5411  35934
SRM_1831_300s_20x20det_2_2_8   13747 14281 19897 1656455 44023 1649986  6526  3962 105290 16969 10645 34426 15889 110580
SRM_1831_300s_20x20det_2_2_9   13795 13951 20030 1653865 44031 1647777  6318  4110 105218 17116 11882 33996 16508 111022
SRM_1831_300s_20x20det_2_3_0   13885 14273 19731 1658339 44400 1648062  6260  3607 105132 16459 11860 35040 15545 112608
SRM_1831_300s_20x20det_2_3_1   13826 14365 19759 1655578 44358 1647632  6431  3761 105522 17201 11602 34248 16605 111541
SRM_1831_300s_20x20det_2_3_10  13313 14441 19867 1658072 44275 1647906  6711  3892 103852 16711 12246 34582 15340 110451
SRM_1831_300s_20x20det_2_3_11  13627 14112 19473 1656181 44309 1650098  6642  4046 105719 16481 11396 34025 15620 110597
SRM_1831_300s_20x20det_2_3_12  13690 14290 19713 1654233 43893 1646558  6548  4022 104991 16489 11315 34054 15984 110914
SRM_1831_300s_20x20det_2_3_13  13811 14288 19925 1656379 44539 1649807  6706  4191 105763 17076 11292 33936 15451 110383
SRM_1831_300s_20x20det_2_3_14  13453 14164 19400 1652729 43971 1645388  6366  3011 104480 16879 12419 34867 16182 110349
SRM_1831_300s_20x20det_2_3_15  13686 14285 19673 1658175 43997 1649835  6382  3569 105776 16780 11986 34358 15676 110023
SRM_1831_300s_20x20det_2_3_16  13401 14300 19734 1656311 43983 1649839  6437  3749 105258 17040 11803 33937 16433 109741
SRM_1831_300s_20x20det_2_3_17  13735 14506 19433 1655836 44293 1649930  6236  3511 105606 17315 11605 34834 15293 110683
SRM_1831_300s_20x20det_2_3_18  13833 14205 19985 1656824 44002 1650460  6267  3437 104345 16501 11749 33795 15096 109992
SRM_1831_300s_20x20det_2_3_19  13448 14498 19541 1656872 44218 1649281  6286  4586 106266 17254 11490 34099 15523 110686
SRM_1831_300s_20x20det_2_3_2   13451 14432 19920 1656360 43861 1649774  6443  3774 105422 16835 11431 34624 15943 111943
SRM_1831_300s_20x20det_2_3_3   13714 14082 20258 1655226 43661 1647484  6738  3240 104305 17468 12125 34241 15807 110273
SRM_1831_300s_20x20det_2_3_4   10516 10903 15076 1278769 34124 1272602  5016  2764  80581 12999  9068 27294 12342  86239
SRM_1831_300s_20x20det_2_3_5   13994 14364 19885 1656847 44294 1651001  6451  3828 104979 17427 11753 34342 15629 110988
SRM_1831_300s_20x20det_2_3_6   13513 13945 19809 1654175 44032 1650063  6979  3828 105103 16888 11987 34587 15780 111011
SRM_1831_300s_20x20det_2_3_7   13575 14276 19647 1656373 44207 1648448  6714  4217 105207 16855 11497 34498 15796 111672
SRM_1831_300s_20x20det_2_3_8   13711 14307 19657 1657691 43910 1649841  6471  3897 105275 16987 11972 34638 16338 111794
SRM_1831_300s_20x20det_2_3_9   13675 14083 19579 1655913 43912 1647729  6412  3360 104652 16493 11332 33805 15704 111125
SRM_1831_300s_20x20det_2_4_0   13792 14193 19848 1656860 44043 1650405  6444  4413 105708 17072 11315 34511 15607 112315
SRM_1831_300s_20x20det_2_4_1   13584 13992 19567 1656203 44203 1649667  6617  3444 105028 16239 11567 34613 15710 111292
SRM_1831_300s_20x20det_2_4_10  13718 14290 20074 1655013 43722 1647236  6750  3426 104395 16292 11807 34545 16083 111152
SRM_1831_300s_20x20det_2_4_11  13659 14087 19796 1656339 44286 1647365  6664  3314 104729 16755 12007 34411 16152 110391
SRM_1831_300s_20x20det_2_4_12  13706 14221 19460 1652890 44444 1646769  6232  3579 105536 17229 11706 34576 14963 110396
SRM_1831_300s_20x20det_2_4_13  13566 13999 19439 1654660 43910 1646272  6364  3182 104829 16594 11848 34571 15351 110936
SRM_1831_300s_20x20det_2_4_14  13819 14412 19664 1654639 44420 1645813  6685  4115 106021 16817 11718 33895 15563 110718
SRM_1831_300s_20x20det_2_4_15  13542 14058 19619 1656916 44225 1649915  6491  3571 105587 17073 11303 34153 15583 110234
SRM_1831_300s_20x20det_2_4_16  13407 14104 19496 1629600 43845 1645950  6309  3383 105499 16514 12187 34714 15404 110774
SRM_1831_300s_20x20det_2_4_17  13756 14239 19683 1655163 44266 1648059  6147  3394 105825 17293 11423 34481 15595 110627
SRM_1831_300s_20x20det_2_4_18  13663 14273 19676 1657668 44106 1649608  6372  3587 105443 16959 11214 33913 16302 110061
SRM_1831_300s_20x20det_2_4_19  13707 14085 19660 1656734 43655 1648236  6371  3286 105606 17042 11460 34397 16313 110530
SRM_1831_300s_20x20det_2_4_2   13742 14272 19699 1652135 44076 1648074  6300  3974 105212 16398 11547 34078 16495 110707
SRM_1831_300s_20x20det_2_4_3   13475 14167 19751 1652966 43996 1645517  6527  3124 105356 16582 11484 34902 15371 110982
SRM_1831_300s_20x20det_2_4_4   13611 14188 19923 1650567 43802 1643379  6326  3546 105253 16807 12247 34330 14977 110205
SRM_1831_300s_20x20det_2_4_5   13595 14020 19642 1650556 44210 1643812  6116  3727 105701 16927 12249 34747 15693 110032
SRM_1831_300s_20x20det_2_4_6   13458 14385 19812 1654218 43986 1644477  6231  3893 104426 16382 11777 34962 16304 110765
SRM_1831_300s_20x20det_2_4_7   13565 14052 19541 1654394 43835 1646230  5941  3263 105581 16771 10778 34039 15625 110328
SRM_1831_300s_20x20det_2_4_8   13463 14057 19692 1653441 43649 1647264  6407  3995 105656 16927 11732 34356 15631 111031
SRM_1831_300s_20x20det_2_4_9   13665 14018 19762 1652037 44178 1648453  6373  3615 104177 16480 11650 33942 15894 110380
SRM_1831_300s_20x20det_2_5_0   13677 14263 19893 1653955 44459 1645935  6606  3610 105385 16611 11952 33137 15854 111310
SRM_1831_300s_20x20det_2_5_1   13736 14077 19581 1656537 44114 1648077  6464  3720 104804 16682 11491 34361 14987 111241
SRM_1831_300s_20x20det_2_5_10  13490 14319 19954 1658412 43873 1650979  6135  3636 105390 16562 11935 34599 15486 112014
SRM_1831_300s_20x20det_2_5_11  13707 14090 19711 1655979 43790 1651705  6421  3418 105100 17593 11735 34954 15752 110772
SRM_1831_300s_20x20det_2_5_12  13799 14123 20081 1653684 44063 1646503  6293  3578 104882 16431 11599 34513 16400 109807
SRM_1831_300s_20x20det_2_5_13   9115  9437 13278 1103343 29584 1099113  4363  2450  70218 12033  8178 23255 10182  74209
SRM_1831_300s_20x20det_2_5_14  13619 14181 19674 1656286 43895 1653563  6433  3540 104879 16472 10944 34262 15701 110554
SRM_1831_300s_20x20det_2_5_15  13836 14164 19644 1654864 44155 1648214  6002  3145 104845 17030 11530 34395 15458 111875
SRM_1831_300s_20x20det_2_5_16  13575 14202 19618 1656952 44014 1646476  6545  3624 104663 17111 11768 34399 15448 110345
SRM_1831_300s_20x20det_2_5_17  13821 14283 19675 1655357 44087 1646664  6380  3715 105566 16699 11310 34395 15323 111274
SRM_1831_300s_20x20det_2_5_18  13387 14121 19464 1656886 44091 1646786  6321  3758 104942 16714 11539 34738 16534 110253
SRM_1831_300s_20x20det_2_5_19  13661 14336 19484 1655783 44210 1647854  6369  3105 105285 17336 11918 34265 15440 111135
SRM_1831_300s_20x20det_2_5_2   13704 14142 19761 1652345 44396 1647258  6433  3408 104757 16272 10871 34010 15066 110902
SRM_1831_300s_20x20det_2_5_3   13606 14282 19516 1651561 44503 1644979  6861  4038 105274 16370 11566 34166 15098 110377
SRM_1831_300s_20x20det_2_5_4   12825 13821 18998 1599509 43906 1640366  6380  3259 105095 16330 11972 34391 15501 110288
SRM_1831_300s_20x20det_2_5_5   13563 13916 19843 1655524 43942 1647741  6204  3400 105583 16649 11963 33533 15578 110321
SRM_1831_300s_20x20det_2_5_6   13327 13867 19563 1657601 44014 1647680  6517  4136 105325 17102 11828 34497 15962 110343
SRM_1831_300s_20x20det_2_5_7   13472 14028 19603 1657211 44115 1647892  6615  3592 105513 16873 11405 34388 15092 110326
SRM_1831_300s_20x20det_2_5_8   13651 14396 19785 1655910 44456 1647282  6032  3472 104486 16901 11722 35706 15278 110895
SRM_1831_300s_20x20det_2_5_9   13349 14268 19662 1655650 43760 1650330  6233  3425 105568 17076 12364 35392 16597 111331
SRM_1831_300s_20x20det_2_6_0    7770  8011 11308  949629 25284  945996  3860  2022  60877 10232  6471 19621  9002  63954
SRM_1831_300s_20x20det_2_6_1   13727 14206 19981 1649735 44192 1647555  6349  3307 104185 16434 11537 34437 15416 111528
SRM_1831_300s_20x20det_2_6_10  13526 14322 19543 1654515 44307 1645830  6456  3615 104440 16946 11498 33771 15270 110140
SRM_1831_300s_20x20det_2_6_11  13543 14305 19658 1656433 44146 1647524  6603  3630 105933 16959 12154 35013 15025 110599
SRM_1831_300s_20x20det_2_6_12  13799 14311 19831 1655579 44066 1649539  6379  3816 105226 17216 11978 34928 15390 110479
SRM_1831_300s_20x20det_2_6_13  12594 13301 18211 1545419 41185 1540434  6028  3204  98214 15432 11224 32155 14923 102864
SRM_1831_300s_20x20det_2_6_14  13570 14231 19958 1657898 44152 1648943  6523  3727 105380 17305 12800 35190 14723 111165
SRM_1831_300s_20x20det_2_6_15  13580 14122 19511 1658448 44121 1649970  6505  3190 105295 16678 11854 34770 15873 110854
SRM_1831_300s_20x20det_2_6_16  13377 14095 19775 1652812 44031 1646127  6541  3088 105120 16525 11385 34949 15956 110736
SRM_1831_300s_20x20det_2_6_17  13764 14269 19672 1656832 43943 1646984  6563  3557 104580 16368 12201 34125 15465 110546
SRM_1831_300s_20x20det_2_6_18   1475  1631  2242  186041  5008  185217   882   739  12243  2606  1828  4404  2497  12775
SRM_1831_300s_20x20det_2_6_19  13441 14061 19599 1655223 44169 1649834  6653  3675 105510 17207 11516 35030 15573 110607
SRM_1831_300s_20x20det_2_6_2   13557 14317 19783 1655488 44785 1645237  6529  3496 104294 16962 11497 34367 16389 110342
SRM_1831_300s_20x20det_2_6_3   12459 13264 17746 1498905 40086 1490703  5636  3187  94980 14947 10965 31611 13704 100223
SRM_1831_300s_20x20det_2_6_4   13625 14312 19933 1655881 43497 1647182  6419  3529 105475 16872 11306 34762 16517 110609
SRM_1831_300s_20x20det_2_6_5   13649 14052 19704 1653673 43889 1643388  6259  3880 105769 16874 11591 33796 15990 110785
SRM_1831_300s_20x20det_2_6_6   13542 14258 19717 1656147 43816 1646135  6324  3186 104641 16113 10979 34447 15253 110456
SRM_1831_300s_20x20det_2_6_7   13577 14123 19929 1655666 44218 1648567  6046  3058 104352 17205 11457 34545 15441 110426
SRM_1831_300s_20x20det_2_6_8   13392 14231 19601 1655634 44078 1647717  6496  3190 104769 16469 11447 34284 15963 110144
SRM_1831_300s_20x20det_2_6_9   13870 14130 19741 1656164 44205 1649408  6109  2810 104824 16989 11796 35251 15864 109867
SRM_1831_300s_20x20det_2_7_0   13705 14163 19624 1655009 44088 1648007  6186  3253 104593 16827 12068 34645 15885 111285
SRM_1831_300s_20x20det_2_7_1   13611 14080 19518 1657935 43909 1645072  6363  3493 105633 16622 11659 34110 15955 110770
SRM_1831_300s_20x20det_2_7_10  13494 14165 19476 1659354 43967 1650727  6807  3936 104936 16604 12603 35453 17237 110846
SRM_1831_300s_20x20det_2_7_11  13823 14357 19672 1656147 44170 1646918  6202  3917 104923 16949 11653 34122 15692 111549
SRM_1831_300s_20x20det_2_7_12  13652 14237 19869 1657784 43933 1649543  5933  3445 106225 17093 12122 35196 16132 110398
SRM_1831_300s_20x20det_2_7_13  10513 10999 15201 1269568 33895 1261544  4776  3123  81186 13410  9136 26433 11787  84547
SRM_1831_300s_20x20det_2_7_14  13662 14387 19892 1658216 43966 1647853  6559  3286 105433 17059 11909 34863 16551 110893
SRM_1831_300s_20x20det_2_7_15  13511 14200 19759 1654095 44080 1650013  6245  4024 105695 17580 11892 35100 16156 110879
SRM_1831_300s_20x20det_2_7_16  13332 14004 19749 1654215 43794 1645835  6502  3222 105328 17734 11570 34451 15059 110544
SRM_1831_300s_20x20det_2_7_17  13542 14185 19817 1658134 43834 1651543  6479  3719 105024 16133 11858 34925 16045 111616
SRM_1831_300s_20x20det_2_7_18  13860 14292 19654 1654377 44303 1648040  6552  3358 104080 16729 11717 34429 15831 109782
SRM_1831_300s_20x20det_2_7_19  13615 14112 19795 1654208 44252 1647714  6312  3650 105094 16799 11019 35072 16906 110529
SRM_1831_300s_20x20det_2_7_2   13848 14424 19649 1655302 43985 1646821  6430  2999 105082 16366 11851 34976 15475 110708
SRM_1831_300s_20x20det_2_7_3   13596 14212 19575 1655582 44033 1650735  6399  3830 105175 16931 11667 33766 15319 110398
SRM_1831_300s_20x20det_2_7_4   13697 14382 20009 1656968 44083 1649697  6238  3091 105805 16924 11213 34175 15527 110516
SRM_1831_300s_20x20det_2_7_5   13506 14272 19805 1657783 44285 1647892  6473  3410 105321 16712 11385 34456 16185 110669
SRM_1831_300s_20x20det_2_7_6   13616 14204 19612 1656646 43564 1650931  6339  3554 105333 16851 11606 34164 15942 110847
SRM_1831_300s_20x20det_2_7_7   13586 14258 19665 1655169 44479 1646471  6226  3006 104992 16441 12068 33881 15963 110509
SRM_1831_300s_20x20det_2_7_8   13626 14150 19386 1658591 44113 1649123  6370  3532 105173 16291 11247 34013 16014 111347
SRM_1831_300s_20x20det_2_7_9   13529 14246 19732 1656294 43979 1646636  6433  4069 106131 17315 11953 34597 15861 110356
SRM_1831_300s_20x20det_2_8_0   13499 14477 19857 1658459 44016 1648974  6446  3661 105330 16655 11513 34152 15710 112051
SRM_1831_300s_20x20det_2_8_1   13465 14189 19849 1657681 44055 1650696  6174  3565 105868 16936 11015 33999 15755 110974
SRM_1831_300s_20x20det_2_8_10  13468 14266 19473 1656172 44265 1650899  6510  3488 105289 17156 11765 34661 16458 111076
SRM_1831_300s_20x20det_2_8_11  13615 14092 19782 1656198 44288 1645493  6259  3799 105728 16672 11766 33733 15680 111004
SRM_1831_300s_20x20det_2_8_12  13690 14328 19852 1654910 43504 1647154  6084  3725 105664 16934 11868 34666 15628 111044
SRM_1831_300s_20x20det_2_8_13  13591 13955 19537 1653686 43683 1645525  6469  4390 105448 17259 11434 34573 15091 109910
SRM_1831_300s_20x20det_2_8_14  13611 14137 19845 1653559 43916 1645960  6499  3461 104170 16259 11970 33744 15554 110541
SRM_1831_300s_20x20det_2_8_15  13744 14074 19580 1656716 43871 1651099  6137  3261 105462 16563 11184 34282 15430 111447
SRM_1831_300s_20x20det_2_8_16   4293  4503  6119  518934 13643  517295  2102  1714  33533  5590  4123 11266  5626  34975
SRM_1831_300s_20x20det_2_8_17  13493 14212 19763 1655625 44015 1644839  6066  3082 104534 15997 11184 33509 15119 110327
SRM_1831_300s_20x20det_2_8_18  13766 14364 19853 1656042 44432 1650502  6513  3538 105308 16743 12326 34043 15834 110743
SRM_1831_300s_20x20det_2_8_19  13885 14239 19879 1660574 44064 1651457  6287  3559 104571 16630 12435 34591 16345 111264
SRM_1831_300s_20x20det_2_8_2   13781 14184 19893 1655954 44054 1648733  6597  3205 105079 17356 11680 34800 15057 111999
SRM_1831_300s_20x20det_2_8_3   13299 14208 19896 1659909 43926 1649741  6095  3623 104671 16858 12102 34913 15955 111707
SRM_1831_300s_20x20det_2_8_4   13538 14090 19677 1660220 44171 1651460  6492  3401 105862 16554 11683 33933 15534 110521
SRM_1831_300s_20x20det_2_8_5   13700 14176 19719 1657966 43946 1648515  5862  4202 105451 16896 11733 33929 15025 110937
SRM_1831_300s_20x20det_2_8_6   13575 14076 19765 1657682 43778 1648339  6542  3678 106009 16869 12048 34353 16228 110816
SRM_1831_300s_20x20det_2_8_7   13718 14298 19845 1659959 44187 1650574  5977  3333 105592 17184 11979 34593 15933 111765
SRM_1831_300s_20x20det_2_8_8   13533 14090 19491 1658116 44216 1648790  6325  3216 105343 16666 11663 34150 15702 111787
SRM_1831_300s_20x20det_2_8_9   13694 14329 19639 1658090 44389 1649277  6412  3215 104318 17128 11638 34262 15331 110398
SRM_1831_300s_20x20det_2_9_0   13487 14123 19518 1653466 44050 1648890  6513  3825 104557 16581 12060 34771 15913 111287
SRM_1831_300s_20x20det_2_9_1   10967 11383 15675 1311646 34740 1304213  5189  3437  83371 13412  9511 27564 12524  88170
SRM_1831_300s_20x20det_2_9_10  13629 14301 19842 1656097 43922 1649431  6746  2975 105967 16778 11451 34304 16142 111169
SRM_1831_300s_20x20det_2_9_11  13590 14479 19706 1656817 43840 1651943  6197  3249 104594 16827 11052 34266 15701 110785
SRM_1831_300s_20x20det_2_9_12   2679  2803  3811  330991  8583  328972  1504  1073  21245  4113  2963  7351  3522  22271
SRM_1831_300s_20x20det_2_9_13  13520 14174 19603 1657672 44554 1649407  6363  3923 105219 17064 11504 34628 14720 110584
SRM_1831_300s_20x20det_2_9_14  13632 13977 20115 1655141 43997 1648094  6375  3585 105457 16940 11471 34420 15774 111259
SRM_1831_300s_20x20det_2_9_15  13364 14138 19557 1654509 43703 1643044  6238  3371 105218 15877 11848 34465 15783 110292
SRM_1831_300s_20x20det_2_9_16  13484 14334 19713 1657520 44308 1649393  6387  3497 105302 16567 11258 34285 15738 110492
SRM_1831_300s_20x20det_2_9_17  13415 14324 20003 1643847 44122 1646457  6813  3405 105534 16483 11724 34803 16348 110837
SRM_1831_300s_20x20det_2_9_18  13584 13976 19809 1657281 44034 1649435  6694  3438 105651 16774 11384 35248 15648 110471
SRM_1831_300s_20x20det_2_9_19  13562 14309 19754 1657427 43963 1648221  6450  3556 105386 16438 11930 34173 14933 110234
SRM_1831_300s_20x20det_2_9_2   12932 13393 18863 1608517 43955 1642990  6390  3979 105627 16796 11843 34091 16311 111607
SRM_1831_300s_20x20det_2_9_3   13488 13981 19802 1655767 43992 1649247  6220  3607 105468 16562 11805 34114 16165 110704
SRM_1831_300s_20x20det_2_9_4   13362 14278 19682 1652096 43891 1644252  6380  4113 105147 16786 11475 35114 15809 110184
SRM_1831_300s_20x20det_2_9_5   13736 14398 20076 1656122 44296 1648721  6369  3415 106013 16989 11612 34490 15804 111670
SRM_1831_300s_20x20det_2_9_6   13551 14358 19731 1654781 44205 1649418  6936  4013 105489 16821 11960 34590 15333 110056
SRM_1831_300s_20x20det_2_9_7   13522 14354 19743 1654597 44261 1650253  6498  3446 104773 15834 11228 34390 15032 110530
SRM_1831_300s_20x20det_2_9_8    1991  2030  2917  245680  6458  244982  1166   824  16030  2666  2341  5739  2733  16610
SRM_1831_300s_20x20det_2_9_9   13881 14380 19635 1658365 43656 1648639  6235  3808 104942 16852 11785 34759 15751 110915


Mean value:                    13076 13644 18938 1589105 42285 1581564  6168  3486 100948 16138 11244 33113 15156 106394
Std. Abw.:                      2095  2185  3037  253892  6756  252453   972   590  16047  2513  1722  5194  2372  16941
Std. Abw. rel. [%]:            16.02 16.01 16.03   15.98 15.98   15.96 15.75 16.92  15.90 15.58 15.32 15.69 15.65  15.92
Conf. interval:                  105   109   152   12695   338   12623    49    29    802   126    86   260   119    847
